application_number,open_number,register_number,register_status,final_disposal,invention_title,right_holder
1020230166964,1020250079605,,공개,공개,반도체 부품 세정용 고정클램프,주식회사 월덱스
1020240066669,1020250167401,,공개,공개,"고저항 및 낮은 잔류 실리콘 함량을 갖는 반응소결 탄화규소 소재, 그 조성물 및 그 제조방법",주식회사 월덱스
102020180001640,2020180003064,2004911650000,등록,등록,플라즈마 에칭장치용 이체형 한정 링,주식회사 월덱스
102020050016263,,2003935340000,소멸,소멸,플라즈마 챔버 캐소드의 관통구멍 폴리싱 장치,주식회사 월덱스
102020060020627,,2004290950000,소멸,소멸,실리콘 단일재질의 플라즈마 챔버 캐소드 및 아웃링,주식회사 월덱스
102020050019218,,2004073340000,소멸,소멸,미세홀 가공을 위한 앵글 헤드 고속 드릴머신,주식회사 월덱스
1020130077833,1020150004975,1014959010000,등록,등록,세라믹소재의 보트 결합 구조 및 그 접합 방법,주식회사 월덱스
1020210047960,1020220141622,1024988960000,등록,등록,샤워헤드 전극판용 부시 조립체 및 전극판과 플레이트의 결합구조체,주식회사 월덱스
1020100010996,1020110091253,1011139870000,등록,등록,캐소드 결합을 위한 체결구 구조,주식회사 월덱스
1020230162591,1020250075289,,공개,공개,"방전가공이 가능한 상압고상소결 탄화규소 소결체, 그 조성물 및 그 제조방법",주식회사 월덱스
1020080050871,1020090124580,1010507680000,소멸,소멸,방폭 창호,주식회사 케이엔월덱스
1020070095482,1020090030134,1009098930000,소멸,소멸,건물 일체형 태양광 발전용 커튼월 시스템,주식회사 케이엔월덱스
1020070052092,1020080104786,1008945750000,소멸,소멸,태양전지모듈이 적용된 커튼월 시스템,주식회사 케이엔월덱스
1020070092233,1020090027055,1009044910000,소멸,소멸,슬라이딩 시스템-창호용 자연환기 장치,주식회사 케이엔월덱스
1020070052838,,1008719240000,소멸,소멸,창호 부착용 자연환기 장치,주식회사 케이엔월덱스
1019980041433,1020000024756,1002948060000,소멸,소멸,각도조정이 가능한 고가용 작업대,주식회사 케이엔월덱스
1020210123464,1020230040181,1027007170000,등록,등록,곡면 가공 효율성을 향상시킨 반도체 부품소재 가공 장치,주식회사 월덱스
1020170065963,1020180130192,1019379610000,등록,등록,평탄화 작업이 필요 없는 질화규소 기판 및 그 제조방법,주식회사 월덱스
1020230128731,1020250045614,1028591060000,등록,등록,반도체 에칭장치에 체결되는 그라파이트 기반 CVD-SiC 코팅 제품 세정방법,주식회사 월덱스
1020070106681,1020090041132,1009015170000,등록,등록,플라즈마 챔버 캐소드의 볼트 체결구 및 그 체결방법,주식회사 월덱스
1020140078699,1020160001748,1016404830000,등록,등록,세라믹 히터의 결합구조와 제조방법,주식회사 월덱스
1020140122446,1020160032734,1016404880000,등록,등록,플라즈마 에칭장치용 일렉트로드의 결합구조 및 결합방법,주식회사 월덱스
1020190030979,1020200111373,1021959270000,등록,등록,에칭장치용 전극판과 플레이트를 결합하기 위한 부시 조립체 및 전극판과 플레이트의 결합구조,주식회사 월덱스
1020150152766,1020170051801,,거절,거절,사파이어 소재를 이용한 고수명 이체형 가스분사장치 및 그 제조방법,주식회사 월덱스
1020180124015,1020200043204,1021501640000,등록,등록,접합력을 향상시킨 세라믹소재의 웨이퍼 케리어 및 그 웨이퍼케리어 접합방법,주식회사 월덱스
1020057004946,1020050084573,1007107040000,소멸,소멸,플라즈마 챔버 캐소드의 관통구멍 폴리싱 방법과 장치,주식회사 월덱스
1020060072177,,1007446390000,등록,등록,실리콘 단일재질의 플라즈마 챔버 캐소드 및 아웃링,주식회사 월덱스
1020150134559,1020170036165,,취하,취하,기판 지지 유닛 및 이를 포함하는 기판 처리 장치,삼성전자주식회사|주식회사 월덱스
1020160125059,1020180035284,1018723380000,등록,등록,사파이어 소재를 이용한 고수명 이체형 가스분사장치 제조방법,주식회사 월덱스
1020070131384,,1008679610000,등록,등록,알파형 에스아이씨- 베타형 에스아이씨 결합형 반응소결에스아이씨 소재와 제조 방법 및 그 소재를 이용한 이체형플라즈마 챔버 캐소드,주식회사 월덱스
