fiscal_year,revenue,operating_profit,net_income,total_assets,total_liabilities,equity,cash_and_equivalents,operating_cash_flow,capex,fcf,investing_cf,source_account_count,revenue_source_account,operating_profit_source_account,net_income_source_account,assets_source_account,liabilities_source_account,equity_source_account,cfo_source_account,capex_source_account,cash_source_account,ebit,ebitda,source
2021,112383155917.0,21980938749.0,17378610980.0,244335928964.0,71348984066.0,172986944898.0,43329141816.0,21130762102.0,36566236104.0,-15435474002.0,-29567603948.0,135,매출액,영업이익,당기순이익(손실),자산총계,부채총계,자본총계,Ⅰ.영업활동으로 인한 현금흐름,유형자산의 취득,현금및현금성자산,21980938749.0,,valuation_intake_normalized_or_dart
2022,111005121065.0,9261039886.0,15050342979.0,298526727044.0,95240671629.0,203286055415.0,27763882839.0,12253509090.0,78591869798.0,-66338360708.0,-50682557412.0,137,매출액,영업이익,당기순이익(손실),자산총계,부채총계,자본총계,Ⅰ.영업활동으로 인한 현금흐름,유형자산의 취득,현금및현금성자산,9261039886.0,,valuation_intake_normalized_or_dart
2023,94076712274.0,-6225474421.0,-19273669673.0,514367139681.0,330061600648.0,184305539033.0,23919527042.0,-7827102760.0,228253582.0,-8055356342.0,-175861877318.0,146,수익(매출액),영업이익(손실),당기순이익(손실),자산총계,부채총계,자본총계,영업활동현금흐름,무형자산의 취득,현금및현금성자산,-6225474421.0,,valuation_intake_normalized_or_dart
2024,99694431512.0,-30219465064.0,-72579149118.0,662991271479.0,457247657885.0,205743613594.0,20247056068.0,-56191200937.0,670934412.0,-56862135349.0,-113740008300.0,157,수익(매출액),영업이익(손실),당기순이익(손실),자산총계,부채총계,자본총계,영업활동현금흐름,무형자산의 취득,현금및현금성자산,-30219465064.0,,valuation_intake_normalized_or_dart
2025,112078954483.0,-43026410473.0,-105550462258.0,646705781509.0,540230144773.0,106475636736.0,40032618067.0,-21390341189.0,209507159.0,-21599848348.0,24667374851.0,166,수익(매출액),영업이익(손실),당기순이익(손실),자산총계,부채총계,자본총계,영업활동현금흐름,투자활동으로 분류된 무형자산의 취득,현금및현금성자산,-43026410473.0,,valuation_intake_normalized_or_dart
