source,company,company_dir,stock_code,fetched_at_kst,pbr_naver,eps_naver,per_naver,bps_naver,available_metric_count,available_metrics,latest_close_auto,shares_outstanding_auto,market_cap_auto,enterprise_value_auto,eps_auto,bps_auto,pbr_auto,psr_auto,ev_sales_auto,fcf_yield_auto,sales_yield_auto,per_naver_source,pbr_naver_source,eps_naver_source,bps_naver_source,snapshot_status_kr,derivation_note_kr
naver_finance_item_main,덕산테코피아,duksan,317330,2026-05-25,4.15,-3700.0,2.0,0.0,15,"['pbr_naver', 'eps_naver', 'per_naver', 'bps_naver', 'latest_close_auto', 'shares_outstanding_auto', 'market_cap_auto', 'enterprise_value_auto', 'eps_auto', 'bps_auto', 'pbr_auto', 'psr_auto', 'ev_sales_auto', 'fcf_yield_auto', 'sales_yield_auto']",22350.0,20476584.0,457651652400.0,957849179106.0,-5154.690951283671,5199.873022570561,4.2981818792473625,4.083296944649997,8.54620016330796,-0.0471971383359524,0.2449001416147842,Naver Finance live display,Naver Finance live display,Naver Finance live display,Naver Finance live display,실시간/보조 산출 혼합 확보,Naver 원천값이 없으면 DART 재무제표와 Valuation 주가/발행주식 수로 PER/PBR/EPS/BPS/PSR 등을 자동 산출합니다.
