fiscal_year,revenue,operating_profit,net_income,total_assets,total_liabilities,equity,cash_and_equivalents,operating_cash_flow,capex,fcf,investing_cf,source_account_count,revenue_source_account,operating_profit_source_account,net_income_source_account,assets_source_account,liabilities_source_account,equity_source_account,cfo_source_account,capex_source_account,cash_source_account,ebit,ebitda,source
2023,771654641559.0,124144351473.0,108690123238.0,1350979663141.0,409492209835.0,941487453306.0,,144112563274.0,159253869382.0,-15141306108.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,124144351473.0,,valuation_intake_normalized_or_dart
2024,776356975793.0,128825376120.0,124893890949.0,1464678817159.0,393235114115.0,1071443703044.0,,162357290592.0,111150240109.0,51207050483.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,128825376120.0,,valuation_intake_normalized_or_dart
