date,close,change,open,high,low,volume
2025.12.02,17500.0,상승  260,17430.0,17650.0,17270.0,56251.0
2025.12.01,17240.0,하락  20,17490.0,17880.0,17000.0,87285.0
2025.11.28,17260.0,상승  310,17020.0,17290.0,16660.0,51228.0
2025.11.27,16950.0,상승  40,17070.0,17300.0,16600.0,46604.0
2025.11.26,16910.0,상승  30,17190.0,17190.0,16300.0,66273.0
2025.11.25,16880.0,상승  560,16860.0,17250.0,16660.0,78154.0
2025.11.24,16320.0,상승  490,15940.0,16500.0,15790.0,75637.0
2025.11.21,15830.0,"하락  1,160",16260.0,16300.0,15650.0,123508.0
2025.11.20,16990.0,하락  10,17690.0,17690.0,16830.0,80588.0
2025.11.19,17000.0,하락  580,17690.0,17690.0,16790.0,119989.0
2025.11.18,17580.0,하락  450,17680.0,18370.0,17400.0,129724.0
2025.11.17,18030.0,"상승  1,160",17410.0,18480.0,17160.0,230110.0
2025.11.14,16870.0,"하락  1,020",17180.0,17180.0,16550.0,154241.0
2025.11.13,17890.0,하락  40,17930.0,18100.0,17420.0,117684.0
2025.11.12,17930.0,상승  790,17370.0,17960.0,16630.0,170288.0
2025.11.11,17140.0,상승  590,16890.0,17640.0,16800.0,113512.0
2025.11.10,16550.0,상승  380,16450.0,16630.0,15880.0,62387.0
2025.11.07,16170.0,하락  940,16530.0,16900.0,15960.0,105656.0
2025.11.06,17110.0,상승  20,17480.0,17480.0,16580.0,95140.0
2025.11.05,17090.0,하락  690,17100.0,17270.0,16030.0,199767.0
2025.11.04,17780.0,상승  240,17710.0,18140.0,17270.0,141017.0
2025.11.03,17540.0,상승  150,17430.0,17800.0,16910.0,135028.0
2025.10.31,17390.0,하락  370,17430.0,17570.0,17120.0,112771.0
2025.10.30,17760.0,하락  80,17810.0,18240.0,17300.0,141341.0
2025.10.29,17840.0,하락  110,18240.0,18240.0,17560.0,114824.0
2025.10.28,17950.0,상승  260,18000.0,18190.0,17480.0,170057.0
2025.10.27,17690.0,상승  410,17650.0,17890.0,17100.0,156908.0
2025.10.24,17280.0,상승  650,17000.0,17750.0,17000.0,166435.0
2025.10.23,16630.0,하락  230,16540.0,16780.0,16170.0,94664.0
2025.10.22,16860.0,하락  50,17000.0,17040.0,16130.0,108469.0
2025.10.21,16910.0,상승  370,16930.0,18400.0,16790.0,449315.0
2025.10.20,16540.0,상승  360,16330.0,16940.0,16330.0,120700.0
2025.10.17,16180.0,하락  430,16400.0,16630.0,16160.0,99156.0
2025.10.16,16610.0,하락  110,16700.0,16900.0,16280.0,106555.0
2025.10.15,16720.0,상승  420,16300.0,16810.0,16130.0,164515.0
2025.10.14,16300.0,하락  880,17600.0,17600.0,16000.0,243763.0
2025.10.13,17180.0,하락  40,16500.0,17180.0,16370.0,130955.0
2025.10.10,17220.0,상승  500,17410.0,17500.0,16900.0,217123.0
2025.10.02,16720.0,상승  940,16270.0,17090.0,16100.0,485345.0
2025.10.01,15780.0,상승  630,15350.0,15890.0,15270.0,147252.0
2025.09.30,15150.0,상승  50,15300.0,15750.0,15010.0,96514.0
2025.09.29,15100.0,상승  250,14920.0,15200.0,14750.0,91016.0
2025.09.26,14850.0,하락  610,15160.0,15290.0,14650.0,194543.0
2025.09.25,15460.0,하락  250,15600.0,15640.0,15230.0,111711.0
2025.09.24,15710.0,상승  230,15280.0,15790.0,15140.0,201575.0
2025.09.23,15480.0,상승  260,15770.0,15790.0,15100.0,226310.0
2025.09.22,15220.0,"상승  1,010",14210.0,15400.0,14210.0,317699.0
2025.09.19,14210.0,하락  160,14700.0,14700.0,14100.0,91381.0
2025.09.18,14370.0,상승  230,14180.0,14600.0,13880.0,170425.0
2025.09.17,14140.0,하락  140,14000.0,14330.0,13810.0,108004.0
2025.09.16,14280.0,상승  70,14600.0,14620.0,14120.0,203476.0
2025.09.15,14210.0,상승  720,13900.0,14270.0,13510.0,240593.0
2025.09.12,13490.0,상승  390,13200.0,13640.0,13190.0,152911.0
2025.09.11,13100.0,하락  440,13740.0,13740.0,13100.0,122006.0
2025.09.10,13540.0,상승  60,13550.0,13760.0,13310.0,168024.0
2025.09.09,13480.0,상승  420,13200.0,13620.0,12970.0,213912.0
2025.09.08,13060.0,상승  340,12810.0,13190.0,12730.0,111611.0
2025.09.05,12720.0,상승  440,12490.0,13090.0,12410.0,175165.0
2025.09.04,12280.0,상승  270,12000.0,13130.0,11850.0,95817.0
2025.09.03,12010.0,상승  170,11850.0,12150.0,11500.0,95038.0
2025.09.02,11840.0,하락  60,12100.0,12100.0,11780.0,77846.0
2025.09.01,11900.0,하락  960,12360.0,12480.0,11870.0,147387.0
2025.08.29,12860.0,하락  70,12920.0,13140.0,12760.0,120440.0
2025.08.28,12930.0,하락  10,12750.0,13500.0,12600.0,345468.0
2025.08.27,12940.0,"상승  1,040",12670.0,12980.0,12380.0,451183.0
2025.08.26,11900.0,상승  760,10870.0,12260.0,10870.0,286273.0
2025.08.25,11140.0,상승  240,11100.0,11180.0,10970.0,23938.0
2025.08.22,10900.0,상승  120,10820.0,10980.0,10760.0,19963.0
2025.08.21,10780.0,하락  30,11020.0,11020.0,10720.0,27842.0
2025.08.20,10810.0,하락  200,10800.0,10900.0,10580.0,45622.0
2025.08.19,11010.0,하락  340,11350.0,11420.0,10650.0,40848.0
2025.08.18,11350.0,하락  500,11620.0,11620.0,11310.0,43046.0
2025.08.14,11850.0,하락  150,12100.0,12100.0,11700.0,50467.0
2025.08.13,12000.0,상승  580,11580.0,12000.0,11420.0,102059.0
2025.08.12,11420.0,하락  180,11570.0,11700.0,11390.0,38370.0
2025.08.11,11600.0,상승  160,11620.0,11700.0,11430.0,57534.0
2025.08.08,11440.0,상승  540,11080.0,11980.0,11060.0,167006.0
2025.08.07,10900.0,하락  100,11290.0,11410.0,10810.0,67584.0
2025.08.06,11000.0,하락  70,11000.0,11150.0,10780.0,32278.0
2025.08.05,11070.0,상승  100,11090.0,11520.0,11020.0,47382.0
2025.08.04,10970.0,상승  60,10720.0,11200.0,10720.0,33424.0
2025.08.01,10910.0,하락  620,11280.0,11490.0,10900.0,72253.0
2025.07.31,11530.0,상승  10,11880.0,11880.0,11420.0,45556.0
2025.07.30,11520.0,하락  160,11640.0,11910.0,11500.0,75726.0
2025.07.29,11680.0,상승  20,11660.0,11820.0,11250.0,79191.0
2025.07.28,11660.0,"상승  1,070",10960.0,12160.0,10930.0,578751.0
2025.07.25,10590.0,하락  70,10780.0,10800.0,10590.0,19849.0
2025.07.24,10660.0,하락  90,10810.0,11080.0,10500.0,45045.0
2025.07.23,10750.0,하락  170,10840.0,10920.0,10530.0,64000.0
2025.07.22,10920.0,하락  590,11520.0,11980.0,10920.0,82287.0
2025.07.21,11510.0,하락  120,11340.0,11770.0,11340.0,39880.0
2025.07.18,11630.0,하락  250,11960.0,11960.0,11540.0,52392.0
2025.07.17,11880.0,상승  120,11930.0,11950.0,11410.0,78832.0
2025.07.16,11760.0,하락  40,11830.0,11970.0,11410.0,99550.0
2025.07.15,11800.0,상승  850,10940.0,11880.0,10800.0,197105.0
2025.07.14,10950.0,상승  240,10720.0,11050.0,10600.0,74997.0
2025.07.11,10710.0,상승  170,10760.0,11040.0,10600.0,146683.0
2025.07.10,10540.0,하락  50,10740.0,10810.0,10520.0,38276.0
2025.07.09,10590.0,상승  80,10630.0,10680.0,10480.0,48455.0
2025.07.08,10510.0,하락  570,11010.0,11100.0,10170.0,341542.0
2025.07.07,11080.0,하락  80,11250.0,11250.0,10940.0,37161.0
2025.07.04,11160.0,하락  340,11620.0,11640.0,11060.0,87808.0
2025.07.03,11500.0,상승  470,11070.0,11650.0,11070.0,79851.0
2025.07.02,11030.0,하락  470,11570.0,11570.0,10870.0,98491.0
2025.07.01,11500.0,하락  60,11620.0,11840.0,11450.0,93907.0
2025.06.30,11560.0,하락  120,11810.0,11810.0,11420.0,59749.0
2025.06.27,11680.0,하락  180,11980.0,12190.0,11410.0,158874.0
2025.06.26,11860.0,상승  310,11790.0,12150.0,11330.0,354796.0
2025.06.25,11550.0,상승  80,11670.0,11680.0,11130.0,126094.0
2025.06.24,11470.0,상승  820,11050.0,11780.0,10850.0,433647.0
2025.06.23,10650.0,하락  230,10510.0,10720.0,10330.0,108329.0
2025.06.20,10880.0,상승  80,11170.0,11180.0,10700.0,123103.0
2025.06.19,10800.0,하락  640,11400.0,11400.0,10640.0,270453.0
2025.06.18,11440.0,"상승  1,600",10120.0,12300.0,9900.0,1641659.0
2025.06.17,9840.0,상승  460,9600.0,10100.0,9510.0,156860.0
2025.06.16,9380.0,하락  490,9970.0,9970.0,9340.0,179213.0
2025.06.13,9870.0,하락  390,10450.0,10500.0,9830.0,171917.0
2025.06.12,10260.0,하락  70,10500.0,10810.0,10000.0,707261.0
2025.06.11,10330.0,상승  450,9880.0,10600.0,9850.0,198691.0
2025.06.10,9880.0,하락  320,10120.0,10190.0,9700.0,168117.0
2025.06.09,10200.0,"상승  1,730",8790.0,10780.0,8600.0,858187.0
2025.06.05,8470.0,상승  330,8220.0,8600.0,8140.0,114311.0
2025.06.04,8140.0,상승  380,8000.0,8150.0,7950.0,85913.0
2025.06.02,7760.0,하락  100,7860.0,7890.0,7600.0,39019.0
2025.05.30,7860.0,하락  90,7780.0,7990.0,7770.0,36572.0
2025.05.29,7950.0,상승  210,7820.0,7950.0,7700.0,48098.0
2025.05.28,7740.0,상승  410,7340.0,7740.0,7310.0,62663.0
2025.05.27,7330.0,하락  50,7410.0,7480.0,7250.0,25201.0
2025.05.26,7380.0,보합0,7350.0,7670.0,7050.0,63699.0
2025.05.23,7380.0,하락  220,7700.0,7700.0,7150.0,50273.0
2025.05.22,7600.0,상승  70,7740.0,7740.0,7500.0,35659.0
2025.05.21,7530.0,하락  190,7900.0,7900.0,7520.0,67440.0
2025.05.20,7720.0,상승  70,7730.0,7980.0,7600.0,60001.0
2025.05.19,7650.0,하락  290,7830.0,7950.0,7470.0,76179.0
2025.05.16,7940.0,상승  160,7960.0,8090.0,7810.0,65190.0
2025.05.15,7780.0,상승  430,7500.0,8220.0,7370.0,245948.0
2025.05.14,7350.0,상승  210,7300.0,7350.0,7180.0,40879.0
2025.05.13,7140.0,상승  10,7240.0,7310.0,7140.0,55057.0
2025.05.12,7130.0,상승  240,6940.0,7130.0,6890.0,62792.0
2025.05.09,6890.0,하락  50,6900.0,6960.0,6760.0,37426.0
2025.05.08,6940.0,상승  110,6970.0,7040.0,6850.0,24848.0
2025.05.07,6830.0,하락  30,6880.0,7000.0,6810.0,27609.0
2025.05.02,6860.0,하락  10,6870.0,6980.0,6800.0,15980.0
2025.04.30,6870.0,하락  180,6990.0,7030.0,6870.0,33093.0
2025.04.29,7050.0,상승  50,6980.0,7110.0,6930.0,29229.0
2025.04.28,7000.0,하락  10,7020.0,7130.0,6940.0,28446.0
2025.04.25,7010.0,상승  80,7000.0,7100.0,6950.0,36643.0
2025.04.24,6930.0,상승  30,6950.0,7020.0,6890.0,25964.0
2025.04.23,6900.0,상승  180,6940.0,6950.0,6790.0,32606.0
2025.04.22,6720.0,하락  90,6980.0,6980.0,6670.0,22895.0
2025.04.21,6810.0,하락  90,6870.0,7040.0,6780.0,38595.0
2025.04.18,6900.0,상승  80,6740.0,6900.0,6690.0,35201.0
2025.04.17,6820.0,상승  20,6690.0,6880.0,6600.0,55097.0
2025.04.16,6800.0,하락  240,6940.0,6980.0,6800.0,48833.0
2025.04.15,7040.0,상승  230,6870.0,7120.0,6760.0,50322.0
2025.04.14,6810.0,상승  70,6810.0,6900.0,6720.0,49057.0
2025.04.11,6740.0,하락  180,6710.0,6850.0,6590.0,70989.0
2025.04.10,6920.0,상승  550,6700.0,6920.0,6600.0,89839.0
2025.04.09,6370.0,하락  160,6800.0,6800.0,6250.0,54662.0
2025.04.08,6530.0,상승  60,6680.0,6690.0,6470.0,50207.0
2025.04.07,6470.0,하락  460,6550.0,6790.0,6400.0,73890.0
2025.04.04,6930.0,하락  70,7000.0,7080.0,6720.0,75683.0
2025.04.03,7000.0,상승  80,6800.0,7000.0,6660.0,36605.0
2025.04.02,6920.0,상승  100,6890.0,6940.0,6700.0,45442.0
2025.04.01,6820.0,상승  200,6740.0,7050.0,6580.0,94088.0
2025.03.31,6620.0,하락  410,7000.0,7000.0,6540.0,152788.0
2025.03.28,7030.0,하락  260,7440.0,7440.0,7000.0,47732.0
2025.03.27,7290.0,하락  260,7490.0,7490.0,7250.0,33307.0
2025.03.26,7550.0,상승  310,7350.0,7620.0,7250.0,40173.0
2025.03.25,7240.0,하락  390,7630.0,7740.0,7220.0,50970.0
2025.03.24,7630.0,하락  180,7850.0,7860.0,7600.0,39157.0
2025.03.21,7810.0,하락  10,7920.0,8000.0,7780.0,178289.0
2025.03.20,7820.0,상승  10,7810.0,8010.0,7700.0,84512.0
2025.03.19,7810.0,상승  250,7720.0,7940.0,7540.0,89412.0
2025.03.18,7560.0,하락  40,7880.0,7880.0,7500.0,63139.0
2025.03.17,7600.0,상승  350,7310.0,7680.0,7310.0,114647.0
2025.03.14,7250.0,상승  300,7000.0,7400.0,7000.0,89181.0
2025.03.13,6950.0,하락  320,7290.0,7520.0,6950.0,111377.0
2025.03.12,7270.0,상승  400,6810.0,7270.0,6800.0,55759.0
2025.03.11,6870.0,하락  190,7000.0,7000.0,6730.0,64046.0
2025.03.10,7060.0,하락  90,7100.0,7250.0,7060.0,39291.0
2025.03.07,7150.0,하락  90,7190.0,7290.0,7040.0,46926.0
2025.03.06,7240.0,하락  100,7340.0,7440.0,7090.0,84686.0
2025.03.05,7340.0,하락  20,7480.0,7550.0,7280.0,75378.0
2025.03.04,7360.0,하락  130,7430.0,7540.0,7240.0,60187.0
2025.02.28,7490.0,하락  370,7780.0,7780.0,7400.0,73853.0
2025.02.27,7860.0,하락  300,8160.0,8250.0,7850.0,76671.0
2025.02.26,8160.0,하락  250,8310.0,8310.0,8080.0,72128.0
2025.02.25,8410.0,하락  10,8250.0,8500.0,8100.0,53521.0
2025.02.24,8420.0,하락  140,8420.0,8440.0,8230.0,63352.0
2025.02.21,8560.0,상승  90,8570.0,8570.0,8200.0,60550.0
2025.02.20,8470.0,하락  460,8970.0,8970.0,8440.0,155490.0
2025.02.19,8930.0,상승  280,8800.0,9060.0,8670.0,216780.0
2025.02.18,8650.0,하락  160,8730.0,8790.0,8510.0,149509.0
2025.02.17,8810.0,상승  170,8690.0,9180.0,8560.0,345692.0
2025.02.14,8640.0,상승  450,8320.0,8910.0,8250.0,402425.0
2025.02.13,8190.0,상승  210,8060.0,8360.0,7940.0,133112.0
2025.02.12,7980.0,하락  70,8020.0,8260.0,7970.0,145268.0
2025.02.11,8050.0,하락  150,8300.0,8330.0,8010.0,133852.0
2025.02.10,8200.0,상승  40,8160.0,8200.0,7720.0,256485.0
2025.02.07,8160.0,"상승  1,180",6880.0,8200.0,6850.0,495434.0
2025.02.06,6980.0,상승  280,6780.0,6990.0,6690.0,47831.0
2025.02.05,6700.0,상승  180,6550.0,6750.0,6550.0,39217.0
2025.02.04,6520.0,상승  130,6690.0,6720.0,6420.0,70303.0
2025.02.03,6390.0,하락  470,6580.0,6650.0,6350.0,103024.0
2025.01.31,6860.0,하락  310,7170.0,7170.0,6840.0,73219.0
2025.01.24,7170.0,상승  70,7170.0,7370.0,7020.0,50777.0
2025.01.23,7100.0,하락  230,7440.0,7440.0,7100.0,57323.0
2025.01.22,7330.0,하락  120,7550.0,7550.0,7200.0,91212.0
2025.01.21,7450.0,하락  60,7570.0,7650.0,7310.0,39551.0
2025.01.20,7510.0,상승  210,7500.0,7600.0,7180.0,78437.0
2025.01.17,7300.0,하락  60,7300.0,7400.0,7260.0,40428.0
2025.01.16,7360.0,상승  10,7400.0,7550.0,7360.0,58248.0
2025.01.15,7350.0,하락  70,7350.0,7590.0,7290.0,43492.0
2025.01.14,7420.0,상승  190,7230.0,7500.0,7130.0,54059.0
2025.01.13,7230.0,하락  140,7370.0,7440.0,7160.0,65168.0
2025.01.10,7370.0,하락  90,7460.0,7540.0,7310.0,59106.0
2025.01.09,7460.0,하락  210,7550.0,7600.0,7360.0,69023.0
2025.01.08,7670.0,상승  500,7100.0,7700.0,7100.0,131462.0
2025.01.07,7170.0,하락  230,7590.0,7600.0,7170.0,103737.0
2025.01.06,7400.0,상승  530,6900.0,7450.0,6900.0,138319.0
2025.01.03,6870.0,상승  120,6690.0,7090.0,6620.0,53151.0
2025.01.02,6750.0,상승  200,6450.0,6750.0,6350.0,35371.0
2024.12.30,6550.0,하락  70,6750.0,6750.0,6510.0,23145.0
2024.12.27,6620.0,하락  120,6800.0,6880.0,6540.0,52361.0
2024.12.26,6740.0,상승  60,6690.0,6790.0,6630.0,32405.0
2024.12.24,6680.0,하락  220,6860.0,7090.0,6680.0,36034.0
2024.12.23,6900.0,상승  320,6580.0,7030.0,6580.0,53997.0
2024.12.20,6580.0,하락  350,6800.0,6930.0,6550.0,52241.0
2024.12.19,6930.0,하락  270,7160.0,7170.0,6920.0,75175.0
2024.12.18,7200.0,상승  10,7190.0,7280.0,6990.0,77104.0
2024.12.17,7190.0,상승  280,6990.0,7190.0,6880.0,85044.0
2024.12.16,6910.0,상승  170,6800.0,6970.0,6750.0,62584.0
2024.12.13,6740.0,상승  100,6670.0,6950.0,6610.0,136222.0
2024.12.12,6640.0,보합0,6790.0,6790.0,6420.0,118344.0
2024.12.11,6640.0,상승  510,6100.0,6690.0,6100.0,99344.0
2024.12.10,6130.0,상승  170,6150.0,6220.0,6050.0,67037.0
2024.12.09,5960.0,하락  450,6300.0,6390.0,5940.0,126185.0
2024.12.06,6410.0,상승  90,6380.0,6440.0,6110.0,148797.0
2024.12.05,6320.0,하락  170,6370.0,6700.0,6310.0,83441.0
2024.12.04,6490.0,하락  60,6450.0,6600.0,6380.0,45817.0
2024.12.03,6550.0,상승  50,6490.0,6750.0,6440.0,45089.0
2024.12.02,6500.0,하락  130,6690.0,6700.0,6480.0,39995.0
2024.11.29,6630.0,하락  150,6640.0,6710.0,6530.0,37537.0
2024.11.28,6780.0,하락  40,6880.0,6970.0,6720.0,24202.0
2024.11.27,6820.0,하락  140,6890.0,6960.0,6710.0,37285.0
2024.11.26,6960.0,상승  180,6720.0,6960.0,6660.0,57209.0
2024.11.25,6780.0,상승  250,6590.0,6800.0,6590.0,67283.0
2024.11.22,6530.0,상승  180,6320.0,6740.0,6310.0,67441.0
2024.11.21,6350.0,상승  70,6380.0,6450.0,6190.0,75693.0
2024.11.20,6280.0,하락  240,6460.0,6530.0,6210.0,80431.0
2024.11.19,6520.0,하락  90,6650.0,6650.0,6330.0,106611.0
2024.11.18,6610.0,하락  230,6740.0,6810.0,6580.0,69973.0
2024.11.15,6840.0,상승  240,6410.0,6840.0,6390.0,102417.0
2024.11.14,6600.0,하락  340,7000.0,7040.0,6600.0,105824.0
2024.11.13,6940.0,하락  90,6900.0,7090.0,6850.0,69555.0
2024.11.12,7030.0,하락  330,7330.0,7360.0,6910.0,115560.0
2024.11.11,7360.0,하락  280,7500.0,7600.0,7300.0,61501.0
2024.11.08,7640.0,하락  110,7870.0,7980.0,7640.0,57258.0
2024.11.07,7750.0,하락  130,7780.0,7800.0,7480.0,75554.0
2024.11.06,7880.0,하락  90,8080.0,8120.0,7800.0,51541.0
2024.11.05,7970.0,보합0,7960.0,8080.0,7930.0,32807.0
2024.11.04,7970.0,상승  190,7780.0,8040.0,7730.0,65367.0
2024.11.01,7780.0,하락  90,7710.0,7830.0,7610.0,40016.0
2024.10.31,7870.0,상승  370,7420.0,7900.0,7330.0,111972.0
2024.10.30,7500.0,하락  260,7700.0,7810.0,7500.0,52563.0
2024.10.29,7760.0,상승  40,7650.0,7760.0,7380.0,59904.0
2024.10.28,7720.0,상승  240,7540.0,7740.0,7450.0,46662.0
2024.10.25,7480.0,하락  60,7650.0,7690.0,7400.0,59071.0
