source,company,company_dir,stock_code,fetched_at_kst,per_naver,pbr_naver,eps_naver,bps_naver,available_metric_count,available_metrics,latest_close_auto,shares_outstanding_auto,market_cap_auto,enterprise_value_auto,eps_auto,bps_auto,per_auto,pbr_auto,psr_auto,p_fcf_auto,ev_sales_auto,ev_ebit_auto,fcf_yield_auto,sales_yield_auto,per_naver_source,pbr_naver_source,eps_naver_source,bps_naver_source,snapshot_status_kr,derivation_note_kr
naver_finance_item_main,네패스,nepes,033640,2026-05-25,51.39,6.89,719.0,0.0,18,"['per_naver', 'pbr_naver', 'eps_naver', 'bps_naver', 'latest_close_auto', 'shares_outstanding_auto', 'market_cap_auto', 'enterprise_value_auto', 'eps_auto', 'bps_auto', 'per_auto', 'pbr_auto', 'psr_auto', 'p_fcf_auto', 'ev_sales_auto', 'ev_ebit_auto', 'fcf_yield_auto', 'sales_yield_auto']",12860.0,23059202.0,296541337720.0,659464556477.0,874.2202627827277,10643.25776646564,14.710251577863655,1.208276665112705,0.568697727824736,2.8757690779828473,1.2647005565326388,27.753927184863485,0.3477330664885759,1.7584033680334745,Naver Finance live display,Naver Finance live display,Naver Finance live display,Naver Finance live display,실시간/보조 산출 혼합 확보,Naver 원천값이 없으면 DART 재무제표와 Valuation 주가/발행주식 수로 PER/PBR/EPS/BPS/PSR 등을 자동 산출합니다.
