left_source_index,right_source_index,similarity
16,21,1.0
3,8,0.996
16,29,0.9863
21,29,0.9863
11,24,0.8889
7,10,0.4725
8,25,0.3592
3,25,0.3511
6,14,0.2758
22,25,0.2706
16,25,0.2549
21,25,0.2549
25,29,0.2514
0,14,0.2496
0,6,0.2468
8,22,0.204
3,22,0.1989
8,16,0.1686
8,21,0.1686
3,16,0.1681
