universe_rank,company_dir,company_name,ticker6,market,peer_group,semiconductor_tag,is_focal_5,market_data_available,data_quality_status,data_quality_status_kr,manual_review_priority,manual_review_priority_kr,valuation_proxy_score,valuation_proxy_label,valuation_proxy_label_kr,valuation_pred_label,valuation_confidence,valuation_confidence_bucket,valuation_confidence_bucket_kr,credit_risk_score,credit_proxy_label,credit_proxy_label_kr,credit_pred_label,credit_confidence,credit_confidence_bucket,credit_confidence_bucket_kr,credit_anomaly_score,credit_anomaly_flag_top15pct,auditor_requires_human_review,source_type,source_note,focus_reason,is_target
125,duksan,덕산테코피아,317330,KOSDAQ,소재,소재,True,True,OK,데이터 사용 가능,LOW,LOW,0.251025641025641,EXPENSIVE,EXPENSIVE,EXPENSIVE,0.9683283970250778,HIGH,HIGH,0.7142857142857143,HIGH_RISK,고위험,HIGH_RISK,0.9663044353705786,HIGH,HIGH,0.3843555232614074,True,True,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,FOCAL_5,False
74,gst,GST,083450,KOSDAQ,장비,장비,True,True,OK,데이터 사용 가능,LOW,LOW,0.6474666666666666,ATTRACTIVE,가치 매력,ATTRACTIVE,0.900491542853433,HIGH,HIGH,0.0,LOW_RISK,저위험,LOW_RISK,0.9914514013000448,HIGH,HIGH,0.030956097033645616,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,FOCAL_5,False
116,tes,테스,095610,KOSDAQ,장비,장비,True,True,OK,데이터 사용 가능,LOW,LOW,0.5640000000000001,FAIR,FAIR,FAIR,0.5083695341145091,MEDIUM,MEDIUM,0.1428571428571428,LOW_RISK,저위험,LOW_RISK,0.8915902677510841,HIGH,HIGH,0.04910195891941634,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,FOCAL_5,False
120,psk,피에스케이,319660,KOSDAQ GLOBAL,장비,장비,True,True,OK,데이터 사용 가능,LOW,LOW,0.5357333333333333,FAIR,FAIR,FAIR,0.7072072873445469,HIGH,HIGH,0.0,LOW_RISK,저위험,LOW_RISK,0.9811059783961981,HIGH,HIGH,0.06486271422414225,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,FOCAL_5,False
103,wonik_ips,원익IPS,240810,KOSDAQ GLOBAL,장비,장비,True,True,OK,데이터 사용 가능,LOW,LOW,0.4634666666666667,FAIR,FAIR,FAIR,0.5727476694226805,MEDIUM,MEDIUM,0.0714285714285714,LOW_RISK,저위험,LOW_RISK,0.9598478437041975,HIGH,HIGH,0.08568837626660758,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,FOCAL_5,False
97,sti,에스티아이,039440,KOSDAQ,장비,장비,True,True,OK,데이터 사용 가능,LOW,LOW,0.4549999999999999,FAIR,FAIR,FAIR,0.53270990340385,MEDIUM,MEDIUM,0.0,LOW_RISK,저위험,LOW_RISK,0.911990788525375,HIGH,HIGH,0.012946139293246964,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,FOCAL_5,False
106,eugene_tech,유진테크,084370,KOSDAQ,장비,장비,True,True,OK,데이터 사용 가능,LOW,LOW,0.4335999999999999,FAIR,FAIR,FAIR,0.7415227894291446,HIGH,HIGH,0.0,LOW_RISK,저위험,LOW_RISK,0.972105078189685,HIGH,HIGH,0.06698695126425369,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,FOCAL_5,False
79,nextin,넥스틴,348210,KOSDAQ GLOBAL,장비,장비,True,True,OK,데이터 사용 가능,LOW,LOW,0.2353333333333333,EXPENSIVE,EXPENSIVE,EXPENSIVE,0.7906546201121369,HIGH,HIGH,0.4285714285714285,HIGH_RISK,고위험,HIGH_RISK,0.8216799677089676,HIGH,HIGH,0.0826003513380603,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,FOCAL_5,False
41,lxsemicon,LX세미콘,108320,KOSPI,팹리스/설계,팹리스/설계,True,True,OK,데이터 사용 가능,LOW,LOW,0.6953535353535354,ATTRACTIVE,가치 매력,ATTRACTIVE,0.951012131492064,HIGH,HIGH,0.0,LOW_RISK,저위험,LOW_RISK,0.9675260077633142,HIGH,HIGH,0.0526549169074082,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,FOCAL_5,False
61,abov,어보브반도체,102120,KOSDAQ,팹리스/설계,팹리스/설계,True,True,OK,데이터 사용 가능,LOW,LOW,0.6933333333333332,FAIR,FAIR,FAIR,0.9028406871788379,HIGH,HIGH,0.0714285714285714,LOW_RISK,저위험,LOW_RISK,0.7134163381020407,HIGH,HIGH,0.020764615542161708,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,FOCAL_5,False
66,jeju_semicon,제주반도체,080220,KOSDAQ,팹리스/설계,팹리스/설계,True,True,OK,데이터 사용 가능,LOW,LOW,0.5917171717171718,ATTRACTIVE,가치 매력,ATTRACTIVE,0.6955424557105586,MEDIUM,MEDIUM,0.0,LOW_RISK,저위험,LOW_RISK,0.9206625395821784,HIGH,HIGH,0.022944474321634056,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,FOCAL_5,False
68,coasia,코아시아,045970,KOSDAQ,팹리스/설계,팹리스/설계,True,True,OK,데이터 사용 가능,LOW,LOW,0.5612121212121212,FAIR,FAIR,FAIR,0.811266524244761,HIGH,HIGH,0.5,HIGH_RISK,고위험,HIGH_RISK,0.7677840717507917,HIGH,HIGH,0.06747219473464933,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,FOCAL_5,False
70,telechips,텔레칩스,054450,KOSDAQ,팹리스/설계,팹리스/설계,True,True,OK,데이터 사용 가능,LOW,LOW,0.4943434343434343,FAIR,FAIR,EXPENSIVE,0.5716537225721987,MEDIUM,MEDIUM,0.7142857142857143,HIGH_RISK,고위험,HIGH_RISK,0.9759550340612091,HIGH,HIGH,0.07328745198510121,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,FOCAL_5,False
42,gaochips,가온칩스,399720,KOSDAQ,팹리스/설계,팹리스/설계,True,True,OK,데이터 사용 가능,LOW,LOW,0.3119191919191919,EXPENSIVE,EXPENSIVE,EXPENSIVE,0.9202856043409283,HIGH,HIGH,0.5714285714285714,HIGH_RISK,고위험,HIGH_RISK,0.9252273149693407,HIGH,HIGH,0.08996216176961074,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,FOCAL_5,False
157,nepes,네패스,033640,KOSDAQ,후공정/패키징/테스트,후공정/패키징/테스트,True,True,OK,데이터 사용 가능,LOW,LOW,0.6385185185185186,ATTRACTIVE,가치 매력,ATTRACTIVE,0.8763685947958789,HIGH,HIGH,0.2857142857142857,MEDIUM_RISK,중위험,MEDIUM_RISK,0.5963458259503356,MEDIUM,MEDIUM,0.07896643996759804,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,FOCAL_5,False
162,leeno,리노공업,058470,KOSDAQ GLOBAL,후공정/패키징/테스트,후공정/패키징/테스트,True,True,OK,데이터 사용 가능,LOW,LOW,0.6191111111111112,ATTRACTIVE,가치 매력,ATTRACTIVE,0.6825301704423244,MEDIUM,MEDIUM,0.0,LOW_RISK,저위험,LOW_RISK,0.941163557572434,HIGH,HIGH,0.3137137380028342,True,True,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,FOCAL_5,False
150,isc,ISC,095340,KOSDAQ GLOBAL,후공정/패키징/테스트,후공정/패키징/테스트,True,True,OK,데이터 사용 가능,LOW,LOW,0.5176296296296296,FAIR,FAIR,FAIR,0.5753148434947495,MEDIUM,MEDIUM,0.0,LOW_RISK,저위험,LOW_RISK,0.9755870924998499,HIGH,HIGH,0.14006921921799445,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,FOCAL_5,False
192,hanmi,한미반도체,042700,KOSPI,후공정/패키징/테스트,후공정/패키징/테스트,True,True,OK,데이터 사용 가능,LOW,LOW,0.4712592592592592,FAIR,FAIR,FAIR,0.618072727307107,MEDIUM,MEDIUM,0.0,LOW_RISK,저위험,LOW_RISK,0.9350232170644448,HIGH,HIGH,0.2707179947680644,True,True,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,FOCAL_5,False
153,sfa_semicon,SFA반도체,036540,KOSDAQ,후공정/패키징/테스트,후공정/패키징/테스트,True,True,OK,데이터 사용 가능,LOW,LOW,0.3725925925925926,EXPENSIVE,EXPENSIVE,EXPENSIVE,0.7912156659089058,HIGH,HIGH,0.2857142857142857,MEDIUM_RISK,중위험,MEDIUM_RISK,0.6035260416354965,MEDIUM,MEDIUM,0.060421941503641885,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,FOCAL_5,False
159,doosan_tesna,두산테스나,131970,KOSDAQ GLOBAL,후공정/패키징/테스트,후공정/패키징/테스트,True,True,OK,데이터 사용 가능,LOW,LOW,0.3217037037037037,EXPENSIVE,EXPENSIVE,EXPENSIVE,0.5774876642912814,MEDIUM,MEDIUM,0.1428571428571428,LOW_RISK,저위험,LOW_RISK,0.5730698742411416,MEDIUM,MEDIUM,0.11339298523731103,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,FOCAL_5,False
99,,엔투텍,227950,KOSDAQ,장비,장비,False,True,OK,데이터 사용 가능,LOW,LOW,0.8128666666666667,ATTRACTIVE,가치 매력,ATTRACTIVE,0.8347222629406851,HIGH,HIGH,0.2142857142857142,MEDIUM_RISK,중위험,MEDIUM_RISK,0.5142933547274794,MEDIUM,MEDIUM,0.21193857896314997,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,TOP_REFERENCE,False
62,,에스에이엠티,031330,KOSDAQ,팹리스/설계,팹리스/설계,False,True,OK,데이터 사용 가능,LOW,LOW,0.7838383838383839,FAIR,FAIR,FAIR,0.8575928985222669,HIGH,HIGH,0.5,HIGH_RISK,고위험,HIGH_RISK,0.5021487096911619,MEDIUM,MEDIUM,0.11372149345925425,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,TOP_REFERENCE,False
168,,성우테크론,045300,KOSDAQ,후공정/패키징/테스트,후공정/패키징/테스트,False,True,OK,데이터 사용 가능,LOW,LOW,0.7764444444444445,ATTRACTIVE,가치 매력,ATTRACTIVE,0.9526864248076319,HIGH,HIGH,0.0714285714285714,LOW_RISK,저위험,LOW_RISK,0.869939352370702,HIGH,HIGH,0.10286671144812394,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,TOP_REFERENCE,False
165,,미래산업,025560,KOSPI,후공정/패키징/테스트,후공정/패키징/테스트,False,True,OK,데이터 사용 가능,LOW,LOW,0.7748148148148148,FAIR,FAIR,FAIR,0.883291104654336,HIGH,HIGH,0.2857142857142857,MEDIUM_RISK,중위험,MEDIUM_RISK,0.695536763680257,MEDIUM,MEDIUM,0.08100242357773374,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,TOP_REFERENCE,False
163,,링크제니시스,219420,KOSDAQ,후공정/패키징/테스트,후공정/패키징/테스트,False,True,OK,데이터 사용 가능,LOW,LOW,0.7522962962962964,ATTRACTIVE,가치 매력,ATTRACTIVE,0.8724992666433111,HIGH,HIGH,0.0714285714285714,LOW_RISK,저위험,LOW_RISK,0.8663667518810074,HIGH,HIGH,0.1247344063934745,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,TOP_REFERENCE,False
22,,엘디티,096870,KOSDAQ,IDM/제조/메모리,IDM/제조/메모리,False,True,OK,데이터 사용 가능,LOW,LOW,0.7518333333333332,ATTRACTIVE,가치 매력,ATTRACTIVE,0.8817908899004964,HIGH,HIGH,0.0714285714285714,LOW_RISK,저위험,LOW_RISK,0.8068970516192283,HIGH,HIGH,0.2312715560027526,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,TOP_REFERENCE,False
65,,유니트론텍,142210,KOSDAQ,팹리스/설계,팹리스/설계,False,True,OK,데이터 사용 가능,LOW,LOW,0.7478787878787879,FAIR,FAIR,FAIR,0.8593164302034415,HIGH,HIGH,0.3571428571428571,MEDIUM_RISK,중위험,MEDIUM_RISK,0.6687746551665015,MEDIUM,MEDIUM,0.05354194050015521,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,TOP_REFERENCE,False
9,,메카로,241770,KOSDAQ,IDM/제조/메모리,IDM/제조/메모리,False,True,OK,데이터 사용 가능,LOW,LOW,0.7476666666666667,ATTRACTIVE,가치 매력,ATTRACTIVE,0.9154158498128573,HIGH,HIGH,0.0,LOW_RISK,저위험,LOW_RISK,0.9196609311939408,HIGH,HIGH,0.12775877727770685,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,TOP_REFERENCE,False
60,,앤씨앤,092600,KOSDAQ,팹리스/설계,팹리스/설계,False,True,OK,데이터 사용 가능,LOW,LOW,0.7450505050505051,FAIR,FAIR,FAIR,0.8450252323777523,HIGH,HIGH,0.5,HIGH_RISK,고위험,HIGH_RISK,0.6852720703017778,MEDIUM,MEDIUM,0.05126917274476802,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,TOP_REFERENCE,False
147,,퓨릿,445180,KOSDAQ,소재,소재,False,True,OK_LIMITED_HISTORY_OR_GROWTH_NA,데이터 사용 가능,LOW,LOW,0.7448717948717948,ATTRACTIVE,가치 매력,ATTRACTIVE,0.8817607106455689,HIGH,HIGH,0.0714285714285714,LOW_RISK,저위험,LOW_RISK,0.9587686707140917,HIGH,HIGH,0.09055441585311619,False,True,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.,TOP_REFERENCE,False
