year,sales,operating_income,net_income,total_assets,total_liabilities,total_equity,rnd,capex,ocf,fcf,interest,amort_cogs,amort_sga,amort_total,ROE,영업이익률,부채비율,이자보상배율
2023,113358801071.0,-16045371389.0,-27953305947.0,299357556444.0,189607366268.0,109750190176.0,11716909000,9224182272,-12012307421,-21236489693,17553718681.0,,,,-25.469938505047608,-14.154499904202677,172.76267673335025,-0.9140724925919759
2024,276973239785.0,24184336150.0,14429041663.0,325722744968.0,138449074535.0,187273670433.0,9007769000,13813853457,20413373710,6599520253,16584126800.0,,,,7.704789268901637,8.731650815354238,73.92874514334477,1.4582821538725814
2025,310384726014.0,29629435023.0,18189648458.0,383387868522.0,159648759353.0,223739109169.0,10509532000,10130151698,25146673728,15016522030,9028773803.0,,,,8.129847537857387,9.54603514274203,71.35487396278594,3.2816676626847157
