application_number,open_number,register_number,register_status,final_disposal,invention_title,right_holder,claim_no,claim_text,claim_char_len,is_dependent_estimated,is_independent_estimated,dependency_source
1019960014738,1019970075632,1001891520000,소멸,소멸,마이컴을 이용한 윤활유 자동공급방법 및 장치,주식회사 케이엘티,1,"1. <P>전기화학반응기와 이 전기화학반응기에 반응전류를 조절하여 윤활유를 자동공급하는 방법에 있어서, 마이컴에 윤활유 방출기간을 설정하는 동작개월입력단계와, 이 설정된 동작 개월에 따라서 해당 동작개월모드로 단위시간당 출력시간을 상이하게 제어하는 출력단계와, 설정된 동작개월모드가 종료됨을 검출하는 단계와, 설정모드가 종료될 때 설정모드를 삭제하고 최단기간 모드로 재 설정하여 잔류윤활유를 급속방출하는 단계로 이루어지는 것을 특징으로 하는 마이컴을 이용한 윤활유 자동공급방법.</P>",271,False,True,explicit_or_regex_estimated
1019960014738,1019970075632,1001891520000,소멸,소멸,마이컴을 이용한 윤활유 자동공급방법 및 장치,주식회사 케이엘티,2,"2. <P>전기화학반응기와 이 전기화학반응기에 반응전류를 인가조절하여 윤활유를 방출할 수 있도록 된 윤활유 방출장치에 있어서, 기억, 연산 및 입출력제어 가능한 마이컴(10)과 이 마이컴에 윤활유 방출기간을 설정 입력하기 위한 모드스위치(MS)와 상기 마이컴의 LCD드라이버(8) 출력으로 구동되는 LCD(11)와 상기 마이컴(10)의 파워 드라이버(6) 출력포트에 최대출력으로 구동되는 퍼지(PURGE)드라이버(12)와 설정개월모드로 구동되는 드라이버(13)를 형성하여 전기화학반응기(20)에 동작전원(B+)를 드라이브시키도록 이루어지는 것을 특징으로 하는 마이컴을 이용한 윤활유 자동공급장치.</P>",337,False,True,explicit_or_regex_estimated
1019960021820,1019980000158,,포기,포기,칼슘이 첨가된 음용수 첨가용 알칼리 수용액 조성물,유한회사 웰텍,1,"1. <P>수산화나트륨(NaOH) 또는 수산화칼륨(KOH) ; 인산수소 칼슘(CaHPO<SB>4</SB>)이 몰(mol)비로 1 : 0.5∼1.5의 비율로 구성되며, 인산수소 칼슘의 몰 함량이 0.12∼0.25mol 이고, 수산화나트륨 또는 수산화칼륨과 인산수소 칼슘의 전체 몰 함량이 0.25-0.65mol인 혼합물이 증류수 1ℓ에 희석된 것을 특징으로 하는 칼슘이 첨가된 음용수 첨가용 알칼리 수용액 조성물.</P>",234,False,True,explicit_or_regex_estimated
1019960021820,1019980000158,,포기,포기,칼슘이 첨가된 음용수 첨가용 알칼리 수용액 조성물,유한회사 웰텍,2,"2. <P>제1항에 있어서, 상기 혼합물에 마그네슘 클로라이드 (MgCl<SB>2</SB>·6H<SB>2</SB>O)와 산화아연(ZnO)이 증류수 1ℓ에 각각 5g 이하, 3g 이하의 양으로 첨가되는 것을 특징으로 하는 칼슘이 첨가된 음용수 첨가용 알칼리 수용액 조성물.</P>",155,True,False,explicit_or_regex_estimated
1019960021820,1019980000158,,포기,포기,칼슘이 첨가된 음용수 첨가용 알칼리 수용액 조성물,유한회사 웰텍,3,"3. <P>제1항에 있어서, 인산수소 칼슘(CaHPO<SB>4</SB>)은 척추동물 뼈의 소각분말(우골분), 패각분, 어골분, 난각분, 식용유첨칼슘 분말 중에서 선택된 1종으로부터 공급되는 것을 특징으로 하는 칼슘이 첨가된 음용수 첨가용 알칼리 수용액 조성물.</P><P>※ 참고사항 : 최초출원 내용에 의하여 공개하는 것임.</P>",186,True,False,explicit_or_regex_estimated
1019960033317,1019980014366,,취하,취하,음용수 첨가용 알카리 수용액 조성물,유한회사 웰텍,1,"1. <P>증류수 100중량부에 수산화나트륨(NaOH)과 미네랄, 무기질 성분을 첨가하여서 된 것에 있어서, 수산화나트륨 1 내지 10중량부의 범위로 첨가하여 결과 수소이온농도가 13 내지 13.5를 유지하도록 함을 특징으로 하는 음용수 첨가용 알칼리 수용액 조성물.</P>",153,False,True,explicit_or_regex_estimated
1019980002794,1019990068893,1002726770000,소멸,소멸,중앙집중 관리가 가능한 윤활유 자동 공급 시스템,주식회사 케이엘티,1,"1. <P>기계요소에 윤활유를 자동 공급하기 위하여 윤활유를 내장하고 이 윤활유를 압출하는 제어장치를 갖는 윤활유 자동 공급 시스템에 있어서,</P><P>다수의 단말측 상태정보를 표시하며 감시할 수 있도록 프로그램된 퍼스널컴퓨터(10)와 이 퍼스널 컴퓨터의 출력을 무선데이터로 전송하거나 단말측의 무선데이터를 수신할 수 있도록 인터페이스로써 상기 퍼스널 컴퓨터에 결합된 RF송,수신부(20)를 포함하는 호스트( H )와,</P><P>윤활유를 압출하는 메커니즘을 제어하기 위하여 마이크로 프로세서(MPU)를 포함하여 이루어지는 윤활유 압출 제어장치(50)와, 상기 호스트의 지령을 수신하여 상기 윤활유 압출 제어장치를 구동시키며, 윤활유 압출 제어장치의 자체진단 결과를 상기 호스트에 전송하기 위한 RF송,수신부(40)를 갖는 터미널( T )로써 이루어,</P><P>상기 호스트는 상기 터미널을 무선으로 제어하고, 상기 터미널은 호스트의 제어요구를 실행하여 윤활유를 압출 제어하며, 이 제어 결과 및 자체 진단 결과를 상기 호스트에 전송할 수 있도록 이루어지는 것을 특징으로 하는 중앙 집중 관리가 가능한 윤활유 자동 공급 시스템.</P>",580,False,True,explicit_or_regex_estimated
1019980002794,1019990068893,1002726770000,소멸,소멸,중앙집중 관리가 가능한 윤활유 자동 공급 시스템,주식회사 케이엘티,2,"2. <P>제 1항에 있어서, 상기 호스트( H )는 무선망으로써 가입된 모든 단말인 윤활유 압출제어장치(50)를 원격에서 초기화시키는 것과, 이들 장치의 상태를 요구하는 것과, 장치를 일정시간 잠재우거나 해제하는 것과, 모든 장치의 상태를 인쇄하는 것과, 설정된 시간에 따라 모든 장치의 상태요구를 주기적으로 수집하는 것과, 설정된 일수에 따라서 장치를 잠재우는 등의 기능을 수행하는 프로그램을 내장한 퍼스널컴퓨터(10)를 갖는 것을 특징으로 하는 중앙 집중 관리가 가능한 윤활유 자동 공급 시스템.</P>",284,True,False,explicit_or_regex_estimated
1019980002794,1019990068893,1002726770000,소멸,소멸,중앙집중 관리가 가능한 윤활유 자동 공급 시스템,주식회사 케이엘티,3,"3. <P>제 1항에 있어서, 상기 호스트의 퍼스널 컴퓨터의 직렬 통신 포트에는 데이터 송수신을 위한 인터페이스(11)와 RF송신부(21), RF수신부(22), 송신출력 경로를 임의로 개폐하기 위한 콘택트(23) 및 전원부(24)를 포함하여 이루어지는 RF송,수신부(20)를 포함하여 이루어지는 것을 특징으로 하는 중앙 집중 관리가 가능한 윤활유 자동 공급 시스템.</P>",208,True,False,explicit_or_regex_estimated
1019980002794,1019990068893,1002726770000,소멸,소멸,중앙집중 관리가 가능한 윤활유 자동 공급 시스템,주식회사 케이엘티,4,"4. <P>제 1항에 있어서, 상기 호스트에 무선 가입되는 단말인 터미널( T )은 상기 RF송,수신부(20)에 대응하는 매 수신데이터를 복조하는 RF수신부(41)와, </P><P>상기 수신된 신호파에서 최종적으로 파형 정형된 데이터를 출력하는 비교기(42)와, 터미널의 각종 정보를 송신하는 RF송신부(43)와,</P><P>송신출력경로를 임의로 개폐하기 위한 콘택트(44) 및 전원부(45)를 포함하는 RF 송,수신부(40)로써 이루는 것과,</P><P>상기 RF송,수신부와 데이터 입출력을 이루는 윤활유 압출제어장치(50)는 연산 및 제어를 실행하는 마이크로 프로세서(MPU)와,</P><P>딥 스위치로 된 자국 식별코드를 설정하는 식별코드 설정부(51)와, 마이크로 프로세서의 제어를 받는 윤활유 압출 출력부(52)와, 이 출력부의 출력으로 구동되는 모터(53)와, 모터의 과부하를 검출하는 과부하 검출부(54)와, 윤활유 교환 신호검출부(55)와, 택트스위치로 된 퍼지설정부(56) 및 테스트부(57)와, 전원부( P )와 상기 마이크로 프로세서에 정전압을 공급하기 위한 정전압부(58) 그리고 상기 전원의 저하를 검출하는 저전압 검출부(59)를 상기 마이크로 프로세서에 입출력으로써 연결하여 이루어지는 것을 특징으로 하는 중앙 집중 관리가 가능한 윤활유 자동 공급 시스템.</P>",665,True,False,explicit_or_regex_estimated
