date,open,high,low,close,volume,market_cap,return,market_return,abnormal_return,mdd,ma20,ma60,ma20_ratio,ma60_ratio,vix,vkospi,eps,psr,car_3,car_5,inst_net_buy,foreign_net_buy,foreign_holding_shares,foreign_holding_pct
2021-04-01,20883.695222286373,21169.773239030023,20549.93753608545,20645.296875,184540,437619555286.59375,-0.004597702881267263,0.008486251847749982,-0.013083954729017244,-0.23226951526481343,19589.1927734375,21691.072037760416,1.0539125891391785,0.9517877603771773,17.329999923706055,13.54,,,-0.018796113781321955,-0.05952297237095738,-25995.0,-8546.0,541050.0,3.33
2021-04-02,20883.695520833335,21646.570243055558,20883.695520833335,21455.8515625,295065,454800930009.7031,0.03926098483386431,0.008227034814988876,0.031033950018875434,-0.20212766034712998,19751.3037109375,21622.73115234375,1.0863005235760002,0.9922822150140057,17.329999923706055,13.54,,,0.002686111587006712,-0.0020009611476247136,24848.0,64179.0,605272.0,3.73
2021-04-05,21455.8517489154,22218.726477765726,21265.13306670282,21980.328125,354332,465918290124.65625,0.02444445334515022,0.0025796804070015167,0.021864772938148702,-0.18262410716509955,19968.24619140625,21582.998079427085,1.1007640788433233,1.0184094000338002,17.90999984741211,13.54,,,0.03981476822800689,0.03410260917570218,-46534.0,8566.0,613710.0,3.78
2021-04-06,22218.726193820225,22409.444873595505,20883.69543539326,21217.453125,545376,449747584502.90625,-0.03470717068742579,0.0020026723158714788,-0.03670984300329727,-0.2109929117935075,20142.276953125,21535.318391927085,1.0533790779650753,0.9852398157695108,18.1200008392334,13.54,,,0.016188879953726865,-0.012158958478141857,-174133.0,-50862.0,563185.0,3.47
2021-04-07,21312.814413534627,21408.173762141047,20836.017670502533,21169.775390625,157084,448736956802.0508,-0.00224709978592208,0.003303348083931734,-0.005550447869853814,-0.21276588945250732,20340.14775390625,21501.147981770835,1.0407876897826085,0.984588144250401,17.15999984741211,13.54,,,-0.020395517935002383,-0.0024455226451441936,-27477.0,12245.0,575529.0,3.55
2021-04-08,21074.413900115473,21122.09356957275,20502.257866628173,20645.296875,364750,437619555286.59375,-0.02477487389201416,0.0018646264976949212,-0.02663950038970908,-0.23226951526481343,20480.802734375,21455.852278645834,1.0080316256524904,0.9622221763498741,16.950000762939453,13.54,,,-0.06889979126286017,-0.01600106830583603,-91128.0,-13219.0,561863.0,3.46
2021-04-09,21169.773609581498,21789.60932337555,21074.414268997796,21646.5703125,452042,458843606415.1406,0.0484988636183028,-0.003620485393435069,0.05211934901173787,-0.1950354591900281,20664.36943359375,21411.351236979168,1.0475311323707512,1.0109857184125115,16.690000534057617,13.54,,,0.019929400752174975,0.005084330687026406,58519.0,34077.0,596971.0,3.68
2021-04-12,21694.250249335106,22409.4453125,21360.49255319149,22409.4453125,347498,475014312036.8906,0.03524230346825297,0.0011846575274123694,0.0340576459408406,-0.16666665456162016,20845.55224609375,21372.412825520834,1.0750228656906562,1.0485220127201007,16.90999984741211,13.54,,,0.059537494562869386,0.0172772036897183,11159.0,-8895.0,586494.0,3.61
2021-04-13,22266.406199488145,22647.84356478987,21789.609492860993,22123.3671875,353163,468950297428.7344,-0.012765961897344469,0.010680602150042073,-0.023446564047386542,-0.17730495629727308,20943.2955078125,21322.349153645835,1.056346035858936,1.0375670629948952,16.649999618530273,13.54,,,0.06273043090519193,0.03054048264562903,-5737.0,-33483.0,552891.0,3.41
2021-04-14,22171.046875,22314.085887096775,21551.211155913978,22171.046875,277760,469960966530.09375,0.002155173174856584,0.0041967398612940965,-0.0020415666864375126,-0.17553190600799745,21050.57470703125,21273.874837239582,1.0532276283931807,1.042172478903088,16.989999771118164,13.54,,,0.008569515207016543,0.03404936382904533,-40563.0,2804.0,555601.0,3.42
2021-04-15,21932.64873169456,22886.242154811716,21741.930047071128,22790.8828125,405140,483099664847.7656,0.027956999098627255,0.003755112762320101,0.024201886336307155,-0.1524822522474161,21184.07783203125,21233.347102864584,1.0758496543115599,1.0733532825554992,16.56999969482422,13.54,,,-0.0012862443975169002,0.08489075055506157,32229.0,34785.0,590475.0,3.64
2021-04-16,22933.921825967573,22981.60149712343,22409.44544325314,22790.8828125,384365,483099664847.7656,0.0,0.0013430168321924008,-0.0013430168321924008,-0.1524822522474161,21334.26875,21194.40869140625,1.0682757904462978,1.0753252494249144,16.25,13.54,,,0.02081730281767724,0.031428384711131296,14207.0,-18436.0,572420.0,3.53
