as_of_date,risk_free_rate,market_risk_premium,beta,cost_of_equity,cost_of_debt,tax_rate,debt_weight,equity_weight,wacc,terminal_growth_rate,forecast_revenue_growth,forecast_op_margin,forecast_capex_ratio,forecast_wc_ratio,discount_period,source
2025-06-30,0.035,0.06,1.8,,,0.24,,,,0.015,,,,,5,valuation_intake_enhancer_defaults_from_manifest
