year,sales,operating_income,net_income,total_assets,total_liabilities,total_equity,rnd,capex,ocf,fcf,interest,amort_cogs,amort_sga,amort_total,ROE,영업이익률,부채비율,이자보상배율
2021,310729301325.0,50511405163.0,52797680988.0,462931343585.0,70656710261.0,392274633324.0,,51687007923,59024055942,7337048019,567435112.0,,,,13.45936660257908,16.25575861291845,18.01205182763907,89.01705956292673
2022,581258025083.0,88797905994.0,57731833051.0,583018186697.0,137651227352.0,445366959345.0,,47723613276,-9826752721,-57550365997,8408678974.0,,,,12.962756181084034,15.276848174495347,30.90737300190461,10.560268297620468
2023,391674584740.0,24689972889.0,13844926017.0,498231220124.0,49969021497.0,448262198627.0,,32171734483,133883947577,101712213094,6214749706.0,,,,3.088577635902865,6.3036954275165975,11.147275333510631,3.972802454966639
2024,310715204992.0,51919490369.0,31806973762.0,583295677233.0,102129933194.0,481165744039.0,,72627365487,98948085041,26320719554,2492059315.0,,,,6.610398632081743,16.70967160114896,21.225520407313546,20.833970546563815
2025,322467412745.0,56497808201.0,48701056719.0,637777093802.0,112293524936.0,525483568866.0,,82838000292,77715191634,-5122808658,1968096748.0,,,,9.267855286911725,17.520470586489058,21.369559694955033,28.70682463065581
