date,open,high,low,close,adj_close,volume,daily_return,drawdown,ma20,ma60,ma120,rolling_vol_20,rolling_vol_60,return_20d,return_60d,return_120d,distance_to_ma20,distance_to_ma60,distance_to_ma120,rolling_high_52w,rolling_low_52w,price_to_52w_high,price_to_52w_low,shares_outstanding,market_cap,trading_value,trading_value_ma20,turnover_ratio,source,ticker
2021-01-04,61666.66796875,61700.0,55866.66796875,57000.0,54650.30859375,461339.0,,,,,,,,,,,,,,,,,,,,26296323000.0,,,local_price_csv_fallback,348210.KQ
2021-01-05,57833.33203125,58333.33203125,56333.33203125,58333.33203125,55928.6796875,211865.0,,,,,,,,,,,,,,,,,,,,12358791390.80078,,,local_price_csv_fallback,348210.KQ
2021-01-06,59666.66796875,64166.66796875,58866.66796875,60333.33203125,57846.23046875,406547.0,,,,,,,,,,,,,,,,,,,,24528335137.308598,,,local_price_csv_fallback,348210.KQ
2021-01-07,60433.33203125,61000.0,59333.33203125,60000.0,57526.63671875,216203.0,,,,,,,,,,,,,,,,,,,,12972180000.0,,,local_price_csv_fallback,348210.KQ
2021-01-08,60600.0,61333.33203125,55300.0,57933.33203125,55545.1640625,490709.0,,,,,,,,,,,,,,,,,,,,28428407427.722656,,,local_price_csv_fallback,348210.KQ
2021-01-11,59000.0,59366.66796875,55333.33203125,57033.33203125,54682.265625,369284.0,,,,,,,,,,,,,,,,,,,,21061496985.828125,,,local_price_csv_fallback,348210.KQ
2021-01-12,55866.66796875,58566.66796875,55333.33203125,56166.66796875,53851.32421875,761201.0,,,,,,,,,,,,,,,,,,,,42754123824.48047,,,local_price_csv_fallback,348210.KQ
2021-01-13,64900.0,65000.0,56100.0,57900.0,55513.20703125,215914.0,,,,,,,,,,,,,,,,,,,,12501420600.0,,,local_price_csv_fallback,348210.KQ
2021-01-14,57700.0,57700.0,52800.0,54500.0,52253.36328125,104757.0,,,,,,,,,,,,,,,,,,,,5709256500.0,,,local_price_csv_fallback,348210.KQ
2021-01-15,54600.0,57300.0,54500.0,55500.0,53212.140625,56560.0,,,,,,,,,,,,,,,,,,,,3139080000.0,,,local_price_csv_fallback,348210.KQ
2021-01-18,55500.0,57300.0,54700.0,56000.0,53691.52734375,48536.0,,,,,,,,,,,,,,,,,,,,2718016000.0,,,local_price_csv_fallback,348210.KQ
2021-01-19,56000.0,57200.0,54500.0,56100.0,53787.41015625,35492.0,,,,,,,,,,,,,,,,,,,,1991101200.0,,,local_price_csv_fallback,348210.KQ
2021-01-20,56200.0,57000.0,55500.0,56300.0,53979.16015625,42055.0,,,,,,,,,,,,,,,,,,,,2367696500.0,,,local_price_csv_fallback,348210.KQ
2021-01-21,57500.0,57500.0,55000.0,55700.0,53403.8984375,57863.0,,,,,,,,,,,,,,,,,,,,3222969100.0,,,local_price_csv_fallback,348210.KQ
2021-01-22,55500.0,56100.0,54200.0,54600.0,52349.2421875,39283.0,,,,,,,,,,,,,,,,,,,,2144851800.0,,,local_price_csv_fallback,348210.KQ
2021-01-25,54300.0,55600.0,54100.0,55500.0,53212.140625,36640.0,,,,,,,,,,,,,,,,,,,,2033520000.0,,,local_price_csv_fallback,348210.KQ
2021-01-26,55800.0,63500.0,55800.0,57300.0,54937.94140625,191209.0,,,,,,,,,,,,,,,,,,,,10956275700.0,,,local_price_csv_fallback,348210.KQ
2021-01-27,55200.0,56100.0,52600.0,55000.0,52732.75390625,267761.0,,,,,,,,,,,,,,,,,,,,14726855000.0,,,local_price_csv_fallback,348210.KQ
2021-01-28,53100.0,54900.0,50700.0,53200.0,51006.94921875,149314.0,,,,,,,,,,,,,,,,,,,,7943504800.0,,,local_price_csv_fallback,348210.KQ
2021-01-29,54100.0,55000.0,49050.0,50700.0,48610.0078125,181798.0,,,,,,,,,,,,,,,,,,,,9217158600.0,,,local_price_csv_fallback,348210.KQ
2021-02-01,49950.0,51100.0,48100.0,50500.0,48418.2578125,134243.0,,,,,,,,,,,,,,,,,,,,6779271500.0,,,local_price_csv_fallback,348210.KQ
2021-02-02,51000.0,53800.0,49500.0,51700.0,49568.7890625,103463.0,,,,,,,,,,,,,,,,,,,,5349037100.0,,,local_price_csv_fallback,348210.KQ
2021-02-03,53400.0,57600.0,52600.0,57600.0,55225.57421875,313048.0,,,,,,,,,,,,,,,,,,,,18031564800.0,,,local_price_csv_fallback,348210.KQ
2021-02-04,58500.0,67000.0,57000.0,64800.0,62128.765625,803879.0,,,,,,,,,,,,,,,,,,,,52091359200.0,,,local_price_csv_fallback,348210.KQ
2021-02-05,65000.0,66500.0,61000.0,63300.0,60690.60546875,272080.0,,,,,,,,,,,,,,,,,,,,17222664000.0,,,local_price_csv_fallback,348210.KQ
2021-02-08,62500.0,62700.0,60300.0,61300.0,58773.0546875,127740.0,,,,,,,,,,,,,,,,,,,,7830462000.0,,,local_price_csv_fallback,348210.KQ
2021-02-09,61200.0,63000.0,60200.0,61000.0,58485.41796875,121166.0,,,,,,,,,,,,,,,,,,,,7391126000.0,,,local_price_csv_fallback,348210.KQ
2021-02-10,61100.0,66700.0,60700.0,66200.0,63471.05859375,284777.0,,,,,,,,,,,,,,,,,,,,18852237400.0,,,local_price_csv_fallback,348210.KQ
2021-02-15,67300.0,71000.0,67000.0,69000.0,66155.6328125,214269.0,,,,,,,,,,,,,,,,,,,,14784561000.0,,,local_price_csv_fallback,348210.KQ
2021-02-16,69000.0,69200.0,67100.0,68200.0,65388.6171875,112312.0,,,,,,,,,,,,,,,,,,,,7659678400.0,,,local_price_csv_fallback,348210.KQ
2021-02-17,67300.0,71000.0,67000.0,71000.0,68073.1953125,201354.0,,,,,,,,,,,,,,,,,,,,14296134000.0,,,local_price_csv_fallback,348210.KQ
2021-02-18,71000.0,71900.0,68500.0,70000.0,67114.4140625,118632.0,,,,,,,,,,,,,,,,,,,,8304240000.0,,,local_price_csv_fallback,348210.KQ
2021-02-19,69000.0,69800.0,65600.0,68100.0,65292.73828125,253365.0,,,,,,,,,,,,,,,,,,,,17254156500.0,,,local_price_csv_fallback,348210.KQ
2021-02-22,69200.0,72300.0,68000.0,69000.0,66155.6328125,155687.0,,,,,,,,,,,,,,,,,,,,10742403000.0,,,local_price_csv_fallback,348210.KQ
2021-02-23,66000.0,72000.0,65900.0,71000.0,68073.1953125,184605.0,,,,,,,,,,,,,,,,,,,,13106955000.0,,,local_price_csv_fallback,348210.KQ
2021-02-24,73500.0,74000.0,69000.0,69000.0,66155.6328125,229733.0,,,,,,,,,,,,,,,,,,,,15851577000.0,,,local_price_csv_fallback,348210.KQ
2021-02-25,71000.0,75500.0,69600.0,75000.0,71908.3046875,271419.0,,,,,,,,,,,,,,,,,,,,20356425000.0,,,local_price_csv_fallback,348210.KQ
2021-02-26,73400.0,76900.0,71700.0,76900.0,73729.984375,208766.0,,,,,,,,,,,,,,,,,,,,16054105400.0,,,local_price_csv_fallback,348210.KQ
2021-03-02,78500.0,80600.0,76900.0,80000.0,76702.1875,179002.0,,,,,,,,,,,,,,,,,,,,14320160000.0,,,local_price_csv_fallback,348210.KQ
2021-03-03,79600.0,81300.0,78800.0,79900.0,76606.3046875,121846.0,,,,,,,,,,,,,,,,,,,,9735495400.0,,,local_price_csv_fallback,348210.KQ
2021-03-04,81500.0,81600.0,79500.0,81400.0,78044.4765625,114109.0,,,,,,,,,,,,,,,,,,,,9288472600.0,,,local_price_csv_fallback,348210.KQ
2021-03-05,80400.0,80500.0,76000.0,79400.0,76126.921875,115351.0,,,,,,,,,,,,,,,,,,,,9158869400.0,,,local_price_csv_fallback,348210.KQ
