source,company,company_dir,stock_code,fetched_at_kst,pbr_naver,eps_naver,dividend_yield_pct_naver,per_naver,bps_naver,available_metric_count,available_metrics,latest_close_auto,shares_outstanding_auto,market_cap_auto,enterprise_value_auto,eps_auto,bps_auto,pbr_auto,psr_auto,ev_sales_auto,fcf_yield_auto,sales_yield_auto,per_naver_source,pbr_naver_source,eps_naver_source,bps_naver_source,snapshot_status_kr,derivation_note_kr
naver_finance_item_main,넥스틴,nextin,348210,2026-05-25,4.52,-235.0,0.77,2.0,0.0,16,"['pbr_naver', 'eps_naver', 'dividend_yield_pct_naver', 'per_naver', 'bps_naver', 'latest_close_auto', 'shares_outstanding_auto', 'market_cap_auto', 'enterprise_value_auto', 'eps_auto', 'bps_auto', 'pbr_auto', 'psr_auto', 'ev_sales_auto', 'fcf_yield_auto', 'sales_yield_auto']",66500.0,10477005.0,696720832500.0,754819906531.0,-252.52871121088518,14330.347629976315,4.640501522858725,10.412132382828707,11.280392985802047,-0.016348963211172532,0.0960418061577052,Naver Finance live display,Naver Finance live display,Naver Finance live display,Naver Finance live display,실시간/보조 산출 혼합 확보,Naver 원천값이 없으면 DART 재무제표와 Valuation 주가/발행주식 수로 PER/PBR/EPS/BPS/PSR 등을 자동 산출합니다.
