year,revenue,operating_profit,net_income,assets,liabilities,equity,cash,cfo,capex,fcf,investing_cf,source_account_count,revenue_source_account,operating_profit_source_account,net_income_source_account,assets_source_account,liabilities_source_account,equity_source_account,cfo_source_account,capex_source_account,cash_source_account
2021,280166833067.0,117104353242.0,103805815149.0,466371034236.0,48667847133.0,417703187103.0,,,,0.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv
2022,322422803089.0,136634729982.0,114363791327.0,531488129432.0,38304546606.0,493183582826.0,,,,0.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv
2023,255573034656.0,114378400291.0,110923015440.0,582869465294.0,25795267228.0,557074198066.0,,,,0.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv
2024,278186189427.0,124201343872.0,113279046428.0,657443780756.0,34814668593.0,622629112163.0,,,,0.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv
