source,company,company_dir,stock_code,fetched_at_kst,per_naver,pbr_naver,eps_naver,bps_naver,available_metric_count,available_metrics,latest_close_auto,shares_outstanding_auto,market_cap_auto,enterprise_value_auto,eps_auto,bps_auto,per_auto,pbr_auto,psr_auto,p_fcf_auto,ev_sales_auto,ev_ebit_auto,fcf_yield_auto,sales_yield_auto,per_naver_source,pbr_naver_source,eps_naver_source,bps_naver_source,snapshot_status_kr,derivation_note_kr
naver_finance_item_main,삼성바이오로직스,samsungbio,207940,2026-05-25,45.97,8.26,30779.0,0.0,18,"['per_naver', 'pbr_naver', 'eps_naver', 'bps_naver', 'latest_close_auto', 'shares_outstanding_auto', 'market_cap_auto', 'enterprise_value_auto', 'eps_auto', 'bps_auto', 'per_auto', 'pbr_auto', 'psr_auto', 'p_fcf_auto', 'ev_sales_auto', 'ev_ebit_auto', 'fcf_yield_auto', 'sales_yield_auto']",1415000.0,46290951.0,65501695665000.0,68962475727332.0,38546.45502083118,160962.5744777851,36.70895285274118,8.79086337051156,14.373952713878484,30.2621660270212,15.133400060455717,33.327743552358946,0.033044561288411954,0.06957028591268913,Naver Finance live display,Naver Finance live display,Naver Finance live display,Naver Finance live display,실시간/보조 산출 혼합 확보,Naver 원천값이 없으면 DART 재무제표와 Valuation 주가/발행주식 수로 PER/PBR/EPS/BPS/PSR 등을 자동 산출합니다.
