source_application_number,family_id,family_type,country_code,application_country_code,publication_country_code,priority_country_code,family_application_number,family_application_date,family_publication_number,family_publication_date,family_registration_number,priority_number,pct_application_number,title,applicant,legal_status,_raw_keys,jurisdictions_inferred,is_overseas_family
1020070123567,40674866,,CN,CN,CN,,200810181935,20081128,101447499,20090603,,,200810181935,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020070123567,40674866,,US,US,US,,26772608,20081110,2009140361,20090604,,,26772608,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080100584,42099226,,CN,CN,CN,,200910204228,20091014,101728325,20100609,,,200910204228,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020080100584,42099226,,JP,JP,JP,,2009236278,20091013,2010098312,20100430,,,2009236278,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020080100584,42099226,,US,US,US,,57569709,20091008,2010093128,20100415,,,57569709,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070088249,40406089,,US,US,US,,19947508,20080827,2009057824,20090305,,,19947508,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070088249,40406089,,US,US,US,,19947508,20080827,7786586,20100831,,,19947508,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070047597,39823756,,CN,CN,CN,,200810099291,20080516,101308817,20081119,,,200810099291,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020070047597,39823756,,CN,CN,CN,,200810099291,20080516,101308817,20101006,,,200810099291,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020070047597,39823756,,DE,DE,DE,,102008023459,20080514,102008023459,20081204,,,102008023459,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020070047597,39823756,,JP,JP,JP,,2008125696,20080513,2008288584,20081127,,,2008125696,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020070047597,39823756,,US,US,US,,11958908,20080513,2008286896,20081120,,,11958908,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080138103,42283744,,US,US,US,,64222109,20091218,2010163872,20100701,,,64222109,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080138103,42283744,,US,US,US,,64222109,20091218,8093132,20120110,,,64222109,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080126588,42239506,,US,US,US,,62804309,20091130,2010148305,20100617,,,62804309,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020160042123,59998887,,US,US,US,,201715471443,20170328,2017294505,20171012,,,201715471443,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080074162,41607460,,US,US,US,,50831209,20090723,2010025800,20100204,,,50831209,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080074162,41607460,,US,US,US,,50831209,20090723,8072038,20111206,,,50831209,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070047887,39869012,,CN,CN,CN,,200810099299,20080516,101308821,20081119,,,200810099299,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020070047887,39869012,,CN,CN,CN,,200810099299,20080516,101308821,20100721,,,200810099299,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020070047887,39869012,,DE,DE,DE,,102008022299,20080506,102008022299,20081120,,,102008022299,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020070047887,39869012,,JP,JP,JP,,2008095720,20080402,4976327,20120718,,,2008095720,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020070047887,39869012,,JP,JP,JP,,2008095720,20080402,2008288570,20081127,,,2008095720,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020070047887,39869012,,US,US,US,,11396508,20080502,2008293181,20081127,,,11396508,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070047887,39869012,,US,US,US,,11396508,20080502,8222068,20120717,,,11396508,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070087001,40406063,,CN,CN,CN,,200810213904,20080828,101378079,20110413,,,200810213904,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020070087001,40406063,,CN,CN,CN,,200810213904,20080828,101378079,20090304,,,200810213904,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020070087001,40406063,,US,US,US,,18916808,20080810,2009057782,20090305,,,18916808,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070087001,40406063,,US,US,US,,18916808,20080810,7741683,20100622,,,18916808,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070087001,40406063,,TW,TW,TW,,97130851,20080813,I366268,20120611,,,97130851,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020070087001,40406063,,TW,TW,TW,,97130851,20080813,200910594,20090301,,,97130851,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020080087378,41723893,,US,US,US,,55049309,20090831,2010051790,20100304,,,55049309,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080096082,42055311,,CN,CN,CN,,200910178567,20090929,101715076,20100526,,,200910178567,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020080096082,42055311,,DE,DE,DE,,102009043255,20090928,102009043255,20100429,,,102009043255,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020080096082,42055311,,JP,JP,JP,,2009223844,20090929,2010087514,20100415,,,2009223844,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020080096082,42055311,,US,US,US,,56678809,20090925,2010079638,20100401,,,56678809,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080096082,42055311,,US,US,US,,56678809,20090925,8154095,20120410,,,56678809,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080096082,42055311,,TW,TW,TW,,98132612,20090925,201013916,20100401,,,98132612,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020070112058,40587220,,US,US,US,,26348208,20081102,2009114957,20090507,,,26348208,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070069508,39825160,,US,US,US,,49689309,20090702,7646057,20100112,,,49689309,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070069508,39825160,,US,US,US,,49689309,20090702,2009261407,20091022,,,49689309,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070069508,39825160,,US,US,US,,17047508,20080710,2009014782,20090115,,,17047508,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070069508,39825160,,US,US,US,,17047508,20080710,7572687,20090811,,,17047508,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020170171029,66697289,,CN,CN,CN,,201822089577,20181212,209282203,20190820,,,201822089577,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020170171029,66697289,,US,US,US,,201816219055,20181213,2019181167,20190613,,,201816219055,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070139449,39878916,,US,US,US,,34449408,20081227,2009170232,20090702,,,34449408,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080074182,41607947,,US,US,US,,50815209,20090723,2010026869,20100204,,,50815209,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070112158,40587224,,US,US,US,,25653108,20081023,2009114963,20090507,,,25653108,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080099047,42098108,,US,US,US,,57529209,20091007,8227843,20120724,,,57529209,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080099047,42098108,,US,US,US,,57529209,20091007,2010090305,20100415,,,57529209,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080122793,42230143,,US,US,US,,62683309,20091127,2010140739,20100610,,,62683309,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080122793,42230143,,US,US,US,,62683309,20091127,7939439,20110510,,,62683309,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070112578,40856301,,US,US,US,,26584308,20081106,2009291539,20091126,,,26584308,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070112578,40856301,,TW,TW,TW,,97142767,20081105,200926351,20090616,,,97142767,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020070139707,40758634,,CN,CN,CN,,200810187359,20081229,101471259,20090701,,,200810187359,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020070139707,40758634,,DE,DE,DE,,102008063978,20081219,102008063978,20090716,,,102008063978,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020070139707,40758634,,JP,JP,JP,,2008304477,20081128,2009164584,20090723,,,2008304477,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020070139707,40758634,,US,US,US,,34453508,20081228,2009166795,20090702,,,34453508,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070139707,40758634,,TW,TW,TW,,97148106,20081210,200929372,20090701,,,97148106,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020070141354,40798966,,CN,CN,CN,,200810190860,20081231,101477968,20090708,,,200810190860,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020070141354,40798966,,US,US,US,,34455108,20081228,2009170257,20090702,,,34455108,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070141354,40798966,,US,US,US,,34455108,20081228,7632732,20091215,,,34455108,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070141354,40798966,,TW,TW,TW,,97149276,20081217,200933819,20090801,,,97149276,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020080137602,42284175,,CN,CN,CN,,200910261765,20091229,101771033,20100707,,,200910261765,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020080137602,42284175,,US,US,US,,64302009,20091221,2010164679,20100701,,,64302009,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080137602,42284175,,TW,TW,TW,,98143221,20091216,201025552,20100701,,,98143221,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020070090292,40431205,,US,US,US,,20097808,20080829,2009066388,20090312,,,20097808,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070090292,40431205,,TW,TW,TW,,97133813,20080903,200913490,20090316,,,97133813,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020120124221,50145770,,US,US,US,,201313763397,20130208,2014124843,20140508,,,201313763397,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080113547,42172075,,CN,CN,CN,,200910222016,20091113,101740097,20100616,,,200910222016,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020080113547,42172075,,US,US,US,,61663109,20091111,7924055,20110412,,,61663109,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080113547,42172075,,US,US,US,,61663109,20091111,2010124298,20100520,,,61663109,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080113547,42172075,,TW,TW,TW,,98138745,20091113,201019665,20100516,,,98138745,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020070137888,40828240,,CN,CN,CN,,200810172783,20081212,101470769,20090701,,,200810172783,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020070137888,40828240,,CN,CN,CN,,200810172783,20081212,101470769,20110629,,,200810172783,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020070137888,40828240,,US,US,US,,34438308,20081226,8028261,20110927,,,34438308,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070137888,40828240,,US,US,US,,34438308,20081226,2009235211,20090917,,,34438308,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070137645,40797444,,US,US,US,,27796008,20081125,2009167387,20090702,,,27796008,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070137645,40797444,,TW,TW,TW,,97145827,20081126,200929886,20090701,,,97145827,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020070138318,40800031,,CN,CN,CN,,200810187360,20081229,101471143,20090701,,,200810187360,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020070138318,40800031,,JP,JP,JP,,2008310953,20081205,2009158081,20090716,,,2008310953,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020070138318,40800031,,US,US,US,,34443308,20081226,7965576,20110621,,,34443308,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070138318,40800031,,US,US,US,,34443308,20081226,2009172311,20090702,,,34443308,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070138318,40800031,,TW,TW,TW,,97148672,20081212,200929233,20090701,,,97148672,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020070124462,40675065,,US,US,US,,32516808,20081129,2009140763,20090604,,,32516808,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070124462,40675065,,US,US,US,,32516808,20081129,7859291,20101228,,,32516808,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080138214,42284533,,US,US,US,,64378109,20091221,2010165279,20100701,,,64378109,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080138214,42284533,,US,US,US,,64378109,20091221,8269909,20120918,,,64378109,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080137771,42284121,,CN,CN,CN,,200910216922,20091231,101847989,20100929,,,200910216922,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020080137771,42284121,,US,US,US,,64097309,20091217,2010164592,20100701,,,64097309,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080137771,42284121,,TW,TW,TW,,98145376,20091228,201025863,20100701,,,98145376,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020080137605,42284340,,CN,CN,CN,,200910215543,20091228,101882427,20101110,,,200910215543,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020080137605,42284340,,US,US,US,,64915709,20091229,2010164936,20100701,,,64915709,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080137605,42284340,,TW,TW,TW,,98145153,20091225,201025853,20100701,,,98145153,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020080135763,42284342,,CN,CN,CN,,200910215541,20091228,101877200,20101103,,,200910215541,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020080135763,42284342,,US,US,US,,63602609,20091211,2010164941,20100701,,,63602609,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080135763,42284342,,TW,TW,TW,,98144623,20091223,201027486,20100716,,,98144623,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020100121265,46162010,,US,US,US,,201113163125,20110617,2012140331,20120607,,,201113163125,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070136467,40787796,,CN,CN,CN,,200810189406,20081224,101470456,20120229,,,200810189406,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020070136467,40787796,,CN,CN,CN,,200810189406,20081224,101470456,20090701,,,200810189406,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020070136467,40787796,,JP,JP,JP,,2008311993,20081208,2009153120,20090709,,,2008311993,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020070136467,40787796,,JP,JP,JP,,2008311993,20081208,4878361,20120215,,,2008311993,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020070136467,40787796,,US,US,US,,33449808,20081214,2009160419,20090625,,,33449808,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070136467,40787796,,US,US,US,,33449808,20081214,7944195,20110517,,,33449808,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070136467,40787796,,TW,TW,TW,,97148103,20081210,200928657,20090701,,,97148103,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020070136467,40787796,,TW,TW,TW,,97148103,20081210,I375873,20121101,,,97148103,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020070136538,40789635,,US,US,US,,34161208,20081222,2009164181,20090625,,,34161208,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020000044837,19606127,,AU,AU,AU,,6186800,20000731,6186800,20010219,,,6186800,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020000044837,19606127,,AU,AU,AU,,6186800,20000731,759366,20030410,,,6186800,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020000044837,19606127,,CA,CA,CA,,2378795,20000731,2378795,20010208,,,2378795,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020000044837,19606127,,CA,CA,CA,,2378795,20000731,2378795,20080923,,,2378795,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020000044837,19606127,,CN,CN,CN,,00811233,20000731,1402614,20030312,,,00811233,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020000044837,19606127,,CN,CN,CN,,00811233,20000731,100334949,20070905,,,00811233,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020000044837,19606127,,DE,DE,DE,,60005694,20000731,60005694,20031106,,,60005694,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
