as_of_date,field,company,company_dir,agent,source_file,payload_hash,payload_bytes,created_at
2025-05-01,반도체,월덱스,woldex,tech,data\반도체\월덱스\tech\woldex_tech_agent_packet.json,f3b025b95b5e4ed76cdbc975c403f222b39d9fdd0481ec3c12a992a59acdefef,,2026-05-18T08:53:43
2025-05-01,반도체,월덱스,woldex,valuation,data\반도체\월덱스\valuation\woldex_valuation_metrics.json,01dc54f3b9f5035992e2568b048eb3cf2ad1a997c74b6a987aa36b3ba874b469,,2026-05-18T08:53:43
2025-05-01,반도체,원익IPS,wonik_ips,chair,data\반도체\원익IPS\chair\wonik_ips_chair_agent_packet.json,9da78215aca4e64041959a198e6c5e85af4f83a40655c5f8d288627321091116,,2026-05-18T08:53:39
2025-05-01,반도체,원익IPS,wonik_ips,finance,data\반도체\원익IPS\finance\원익IPS_finance_agent_packet.json,ce5cfd2be8bdbd1c33b109b65101c7f629985618101ad9f5aef3d9cc27440bb2,,2026-05-18T08:53:39
2025-05-01,반도체,원익IPS,wonik_ips,issue,data\반도체\원익IPS\issue\wonik_ips_issue_agent_packet.json,bd5e1543e37857a8ed9cad38b4302d24792b5a94b6334fe774be8b4e3a75f78e,,2026-05-18T08:53:39
2025-05-01,반도체,원익IPS,wonik_ips,macro,data\반도체\원익IPS\macro\wonik_ips_macro_agent_packet.json,9f255b7822dedbf82a658472506fd72c69aa71dfbeb3189d577dc055e952d3b3,,2026-05-18T08:53:39
2025-05-01,반도체,원익IPS,wonik_ips,market,data\반도체\원익IPS\market\wonik_ips_market_agent_packet.json,dfd64fec9cf65756d4b17393d8f81e83b4a7a3c9c8d95dfd0ba13caa11e9c481,,2026-05-18T08:53:39
2025-05-01,반도체,원익IPS,wonik_ips,tech,data\반도체\원익IPS\tech\wonik_ips_tech_agent_packet.json,955a55515a0fd85546f5ce0f38ccc297d3b3b1c71066eaa29d54dcbaf369257d,,2026-05-18T08:53:39
2025-05-01,반도체,원익IPS,wonik_ips,valuation,data\반도체\원익IPS\valuation\wonik_ips_valuation_metrics.json,5326976bcd65c731a7a9eb8bb0e9153c90ed349056ba5b7070f971691ff8343b,,2026-05-18T08:53:39
2025-05-01,반도체,원익머트리얼즈,wonik_materials,chair,data\반도체\원익머트리얼즈\chair\wonik_materials_chair_agent_packet.json,cf1dfea2706b15995ddfc79ee9189ed937e894fc7d70c01d87d81203dbe0f263,,2026-05-18T08:53:42
2025-05-01,반도체,원익머트리얼즈,wonik_materials,finance,data\반도체\원익머트리얼즈\finance\원익머트리얼즈_finance_agent_packet.json,6f6be08197cdb0d2b4148c2d70b6870744f434dbe880690b270ca868b62b87c9,,2026-05-18T08:53:42
2025-05-01,반도체,원익머트리얼즈,wonik_materials,issue,data\반도체\원익머트리얼즈\issue\wonik_materials_issue_agent_packet.json,02c11999383785fae6812f786028679687e62c2858d853105f152dcbf63d0ad9,,2026-05-18T08:53:42
2025-05-01,반도체,원익머트리얼즈,wonik_materials,macro,data\반도체\원익머트리얼즈\macro\wonik_materials_macro_agent_packet.json,d604765d5325c5d3eb3d3cc6d59525758d344b4cd5100852f68556ba54f221d6,,2026-05-18T08:53:42
2025-05-01,반도체,원익머트리얼즈,wonik_materials,market,data\반도체\원익머트리얼즈\market\wonik_materials_market_agent_packet.json,19226172d43ec68de0b0b44378ec3d1f7dc58c829fb2c601b2c0173bb949fd8a,,2026-05-18T08:53:42
2025-05-01,반도체,원익머트리얼즈,wonik_materials,tech,data\반도체\원익머트리얼즈\tech\wonik_materials_tech_agent_packet.json,14086ffffbbc18bbe15afc53be53bb377486c4a28e42f8297066a10188f901ad,,2026-05-18T08:53:42
2025-05-01,반도체,원익머트리얼즈,wonik_materials,valuation,data\반도체\원익머트리얼즈\valuation\wonik_materials_valuation_metrics.json,9b2aaab773d6abb7f8087685b3054997bcdd57b1bfc020abdb09c189ce64c671,,2026-05-18T08:53:42
