fiscal_year,revenue,operating_profit,net_income,total_assets,total_liabilities,equity,cash_and_equivalents,operating_cash_flow,capex,fcf,investing_cf,source_account_count,revenue_source_account,operating_profit_source_account,net_income_source_account,assets_source_account,liabilities_source_account,equity_source_account,cfo_source_account,capex_source_account,cash_source_account,ebit,ebitda,source
2021,375194330803.0,62184554759.0,73988020802.0,336944738958.0,41999577651.0,294945161307.0,,76534760051.0,13896916656.0,62637843395.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,62184554759.0,,valuation_intake_normalized_or_dart
2022,357991682573.0,55898658621.0,46766672131.0,336518156052.0,29847950093.0,306670205959.0,,15440038685.0,6557687415.0,8882351270.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,55898658621.0,,valuation_intake_normalized_or_dart
2023,146938072263.0,-5861866998.0,1565979353.0,321829824257.0,22931149578.0,298898674679.0,,28623468169.0,17455343697.0,11168124472.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,-5861866998.0,,valuation_intake_normalized_or_dart
2024,240077826420.0,38473734786.0,42653657309.0,381186883677.0,50648891417.0,330537992260.0,,30510621174.0,54885951657.0,-24375330483.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,38473734786.0,,valuation_intake_normalized_or_dart
