year,sales,operating_income,net_income,total_assets,total_liabilities,total_equity,current_assets,current_liabilities,rnd,capex,ocf,fcf,interest_expense,roe,operating_margin,current_ratio_%,debt_ratio,interest_coverage,sales_growth
2023,437586077155.0,-16710120338.0,-14043612067.0,609910066598.0,139749351905.0,470160714693.0,182721303416.0,48736699211.0,,27199934255,36015764547,8815830292,4233014760.0,-2.986981180716052,-3.8187047555631,374.9152207147408,29.723740741769944,-3.9475695893864544,
2024,400482861805.0,-31004226.0,20458863208.0,623485659906.0,125578068973.0,497907590933.0,220511034740.0,91517108583.0,,36625507913,53080396079,16454888166,3969104809.0,4.10896792508492,-0.007741711058561187,240.950613665871,25.221159761329726,-0.007811390097257571,-8.479066699569016
2025,367389147993.0,-19626671175.0,-19130997781.0,549454597885.0,76627410257.0,472827187628.0,160514677227.0,43532905649.0,,22059925984,5456325212,-16603600772,3430596637.0,-4.046086663707554,-5.342202207718437,368.72033886552026,16.20621915618083,-5.72106640673536,-8.263453188195037
