application_number,open_number,register_number,register_status,final_disposal,invention_title,right_holder
1020080002056,,1008978780000,등록,등록,반도체 디바이스의 파워업 회로,주식회사 제주반도체
1020030036011,1020040104779,1005018000000,소멸,소멸,반도체 장치 및 그의 레이아웃 배치방법,주식회사 제주반도체
1020030038020,1020040107139,1004880070000,소멸,소멸,반도체 장치의 배선 방법,주식회사 제주반도체
1020050078985,,1006706060000,소멸,소멸,크로스 토크를 감소시키는 이미지 센서의 소자 분리 구조체및 그 제조방법,주식회사 제주반도체
1020150124769,1020170028021,1017716260000,등록,등록,다양한 형태의 디스플레이 장치에 적용 가능한 반도체 메모리 디바이스,주식회사 제주반도체
1020080008397,,1009092240000,등록,등록,공정조건에 안정적인 온도 보상형 셀프 리프레쉬 제어 회로,주식회사 제주반도체
1020020029342,1020030092152,1004212510000,소멸,소멸,웨이브 파이프라이닝 구조의 데이터 출력 회로를 가지는동기식 반도체 메모리 장치,주식회사 제주반도체
1020020026132,1020030088198,,포기,포기,반도체 메모리 장치의 데이터선 전압 제어회로,주식회사 제주반도체
1020030030859,1020040098479,,거절,거절,기입 동작시의 워드라인의 활성화 폭이 독출 동작에서의워드라인의 활성화폭보다 작은 반도체 메모리 장치,주식회사 제주반도체
1020000058542,1020020028066,1005673560000,소멸,소멸,이중 셀 전원 전압을 가지는 에스램,주식회사 제주반도체
1020000073691,1020020044689,,거절,거절,리프레쉬 모드에서 대기 전류를 감소시키기 위한 센스앰프 회로를 가지는 반도체 메모리 장치,주식회사 제주반도체
1020060123214,1020070078050,1007623610000,소멸,소멸,디지털 이미지 테스트 부재의 광원 밝기 균일화 장치 및방법과 이를 이용한 디지털 이미지 색상 테스트 장치 및방법,주식회사 제주반도체
1020010034837,1020020096411,,취하,취하,메모리 어레이별 센스 앰프의 구동이 가능한 분할워드라인 구조의 반도체 메모리 장치,주식회사 제주반도체
1020010027444,1020020088652,1003943220000,소멸,소멸,리프레쉬 동작을 제어할 수 있는 디램 셀을 이용한 에스램호환 메모리 장치,주식회사 제주반도체
1020020019377,1020030080639,1005222580000,소멸,소멸,동기식 반도체 메모리 장치의 열선택 제어 회로 및 열선택신호 구동 방법,주식회사 제주반도체
1020000075411,1020020045959,1005673590000,소멸,소멸,대기 모드에서 대기 전류를 감소시키는 반도체 메모리 장치,주식회사 제주반도체
1020010034836,1020020096410,1003864730000,소멸,소멸,삼중의 전원선을 가지는 에스램,주식회사 제주반도체
1020010001718,1020020060788,,거절,거절,대기 전력이 감소되는 반도체 메모리 장치 및 이에적용되는 리던던트 디코더,주식회사 제주반도체
1020000070868,1020020041116,,거절,거절,프리센싱하는 비트 라인 센싱 회로를 가지는 에스램,주식회사 제주반도체
1020020027346,1020030089231,1004131020000,소멸,소멸,동일뱅크 중복선택 방지 회로,주식회사 제주반도체
1020000078298,1020020049191,1005223120000,소멸,소멸,슈도우 에스램의 셀프 리프레쉬 정지 장치,주식회사 제주반도체
1020020009813,1020030070325,1004088930000,소멸,소멸,적은 소모 전력과 빠른 응답 속도를 가지는 입력 버퍼 회로,주식회사 제주반도체
1020000061763,1020020031438,1005727570000,소멸,소멸,클러스터 칼럼 디코딩 구조를 가지는 반도체 메모리 장치,주식회사 제주반도체
1020000064853,1020020034490,1005727580000,소멸,소멸,로우 리던던시 리페어 효율을 증가시키는 반도체 메모리장치,주식회사 제주반도체
1020000056910,1020020025272,1003824080000,소멸,소멸,셀프-리프레쉬 기능을 가지는 메모리 집적 회로 및 그구동 방법,주식회사 제주반도체
1020010039590,1020030002984,1004199130000,소멸,소멸,데이터 보존을 강화하는 내부 전원 전압 발생 회로 및에스램,주식회사 제주반도체
