record_key,title,applicant,application_no,publication_no,registration_no,status,application_year,publication_year,registration_year,ipc_codes,cpc_codes,tech_keyword_hits,applicant_matched,is_registered,is_expired_or_dead,patent_rank_score,source_file,source_row
1020210193377|1029641180000|태양 전지 및 이를 형성하는 방법|주식회사 동진쎄미켐,태양 전지 및 이를 형성하는 방법,주식회사 동진쎄미켐,1020210193377,1020230102906,1029641180000,등록,2021,2023,2026,H10K,,기판; 소자,True,True,False,53.5,C:\Agent_6.9\data\반도체\동진쎄미켐\tech\source\dongjin_semichem_kipris_plus_bibliographic_raw.csv,7
1020030035683|1009513640000|포토레지스트 제거용 씬너 조성물|주식회사 동진쎄미켐,포토레지스트 제거용 씬너 조성물,주식회사 동진쎄미켐,1020030035683,1020040104161,1009513640000,소멸,2003,2004,2010,G03F,,수율; 공정; 기판; 반도체; 소자; 웨이퍼,True,True,True,52.5,C:\Agent_6.9\data\반도체\동진쎄미켐\tech\source\dongjin_semichem_kipris_plus_bibliographic_raw.csv,76
1020210049983|1025598760000|신규한 캡핑층용 화합물 및 이를 포함하는 유기 발광 소자|주식회사 동진쎄미켐,신규한 캡핑층용 화합물 및 이를 포함하는 유기 발광 소자,주식회사 동진쎄미켐,1020210049983,1020210128363,1025598760000,등록,2021,2021,2023,C07D; H10K,,소자,True,True,False,52.0,C:\Agent_6.9\data\반도체\동진쎄미켐\tech\source\dongjin_semichem_kipris_plus_bibliographic_raw.csv,39
1020040037385|1011428680000|포토레지스트 제거용 씬너 조성물|주식회사 동진쎄미켐,포토레지스트 제거용 씬너 조성물,주식회사 동진쎄미켐,1020040037385,1020050112333,1011428680000,소멸,2004,2005,2012,G03F; C11D,,수율; 공정; 기판; 반도체; 웨이퍼,True,True,True,51.0,C:\Agent_6.9\data\반도체\동진쎄미켐\tech\source\dongjin_semichem_kipris_plus_bibliographic_raw.csv,63
"1020170148902|1026203540000|감광성 고분자, 이를 이용한 포토레지스트 조성물 및 패턴형성 방법|주식회사 동진쎄미켐","감광성 고분자, 이를 이용한 포토레지스트 조성물 및 패턴형성 방법",주식회사 동진쎄미켐,1020170148902,1020190052985,1026203540000,등록,2017,2019,2023,G03F; C08F,,공정; 반도체,True,True,False,51.0,C:\Agent_6.9\data\반도체\동진쎄미켐\tech\source\dongjin_semichem_kipris_plus_bibliographic_raw.csv,64
1020210111834|1029662590000|신규한 캡핑층용 유기화합물 및 이를 포함하는 유기 발광 소자|주식회사 동진쎄미켐,신규한 캡핑층용 유기화합물 및 이를 포함하는 유기 발광 소자,주식회사 동진쎄미켐,1020210111834,1020230029396,1029662590000,등록,2021,2023,2026,H10K,,소자,True,True,False,50.5,C:\Agent_6.9\data\반도체\동진쎄미켐\tech\source\dongjin_semichem_kipris_plus_bibliographic_raw.csv,2
1020190119083|1028631970000|신규 화합물 및 이를 포함하는 유기 발광 소자|주식회사 동진쎄미켐,신규 화합물 및 이를 포함하는 유기 발광 소자,주식회사 동진쎄미켐,1020190119083,1020210034445,1028631970000,등록,2019,2021,2025,C07D; C09K; H10K,,소자,True,True,False,49.5,C:\Agent_6.9\data\반도체\동진쎄미켐\tech\source\dongjin_semichem_kipris_plus_bibliographic_raw.csv,53
1020180037636|1025851550000|신규 화합물 및 이를 포함하는 유기 발광 소자|주식회사 동진쎄미켐,신규 화합물 및 이를 포함하는 유기 발광 소자,주식회사 동진쎄미켐,1020180037636,1020190114635,1025851550000,등록,2018,2019,2023,C07D; H10K; C09K,,소자,True,True,False,49.5,C:\Agent_6.9\data\반도체\동진쎄미켐\tech\source\dongjin_semichem_kipris_plus_bibliographic_raw.csv,87
1020210102720|1029670700000|감광성 수지 조성물 및 이를 포함하는 표시 장치|주식회사 동진쎄미켐,감광성 수지 조성물 및 이를 포함하는 표시 장치,주식회사 동진쎄미켐,1020210102720,1020230020836,1029670700000,등록,2021,2023,2026,G03F; H10K,,,True,True,False,49.0,C:\Agent_6.9\data\반도체\동진쎄미켐\tech\source\dongjin_semichem_kipris_plus_bibliographic_raw.csv,1
1020170119292|1026504090000|신규 화합물 및 이를 포함하는 유기 발광 소자|주식회사 동진쎄미켐,신규 화합물 및 이를 포함하는 유기 발광 소자,주식회사 동진쎄미켐,1020170119292,1020180043726,1026504090000,등록,2017,2018,2024,C07C; H10K,,소자,True,True,False,48.0,C:\Agent_6.9\data\반도체\동진쎄미켐\tech\source\dongjin_semichem_kipris_plus_bibliographic_raw.csv,34
1020180136723|1027501460000|신규 화합물 및 이를 포함하는 유기발광 소자|주식회사 동진쎄미켐,신규 화합물 및 이를 포함하는 유기발광 소자,주식회사 동진쎄미켐,1020180136723,1020200053284,1027501460000,등록,2018,2020,2024,C07D; H10K,,소자,True,True,False,48.0,C:\Agent_6.9\data\반도체\동진쎄미켐\tech\source\dongjin_semichem_kipris_plus_bibliographic_raw.csv,36
"1020200080331|1028681650000|포지티브형 감광성 수지 조성물, 감광성 수지 필름 및 이를 이용한 디스플레이 장치|주식회사 동진쎄미켐","포지티브형 감광성 수지 조성물, 감광성 수지 필름 및 이를 이용한 디스플레이 장치",주식회사 동진쎄미켐,1020200080331,1020210010336,1028681650000,등록,2020,2021,2025,G03F; C08L; C08F; C08K; G02F,,,True,True,False,48.0,C:\Agent_6.9\data\반도체\동진쎄미켐\tech\source\dongjin_semichem_kipris_plus_bibliographic_raw.csv,49
1020190103137|1028632160000|신규한 캡핑층용 화합물 및 이를 포함하는 유기 발광 소자|주식회사 동진쎄미켐,신규한 캡핑층용 화합물 및 이를 포함하는 유기 발광 소자,주식회사 동진쎄미켐,1020190103137,1020200034584,1028632160000,등록,2019,2020,2025,C07C; H10K,,소자,True,True,False,48.0,C:\Agent_6.9\data\반도체\동진쎄미켐\tech\source\dongjin_semichem_kipris_plus_bibliographic_raw.csv,52
