application_number,open_number,register_number,register_status,final_disposal,invention_title,right_holder
1020140116676,1020160028116,1016131150000,등록,등록,적층형 반도체 패키지 제조방법,주식회사 에스에프에이반도체
1020150135147,1020170036236,1017343820000,등록,등록,히트 스프레더가 부착된 웨이퍼 레벨의 팬 아웃 패키지 및 그 제조 방법,주식회사 에스에프에이반도체
1020150118794,1020170023531,1017434670000,등록,등록,팬-아웃형 웨이퍼 레벨 패키지의 제조 방법,주식회사 에스에프에이반도체
1020160014660,,1017481320000,등록,등록,차폐부 형성 방법 및 이에 따라 제조된 시스템 인 패키지,주식회사 에스에프에이반도체
1020160021653,1020170099514,1018620040000,등록,등록,임베디드 몰드형 코어리스 기판 제조방법,주식회사 에스에프에이반도체
1020160002104,,1017482780000,등록,등록,인캡슐레이션 방법,주식회사 에스에프에이반도체
102020110010271,2020130003158,,거절,거절,반도체 패키지 조립공정의 웨이퍼 링 카세트,주식회사 에스에프에이반도체
1020190132696,1020210048712,,거절,거절,더블 사이드 반도체 패키지 및 더블 사이드 반도체 패키지의 제조방법,주식회사 에스에프에이반도체
1020140072011,1020150143053,1015815610000,소멸,소멸,와이어 본딩용 에어 블로우 장치,주식회사 에스에프에이반도체
1020190132695,,1022336490000,등록,등록,적층형 반도체 패키지 및 적층형 반도체 패키지의 제조방법,주식회사 에스에프에이반도체
1020080062855,1020100002818,1010108630000,소멸,소멸,다이 본딩 장치,주식회사 에스에프에이반도체
1020150135149,1020170036238,,거절,거절,웨이퍼 레벨의 적층형 팬 아웃 패키지 및 그 제조 방법,주식회사 에스에프에이반도체
1020150079377,,1016644110000,등록,등록,웨이퍼 레벨의 팬 아웃 패키지 제조방법,주식회사 에스에프에이반도체
1020130116027,1020150036950,1015627060000,소멸,소멸,반도체 패키지 및 적층형 반도체 패키지,주식회사 에스에프에이반도체
1020080047095,1020090121013,,거절,거절,반도체 패키지 제조공정의 인쇄회로기판용 맵 데이터활용방법,주식회사 에스에프에이반도체
1020100054837,1020110135104,1013430480000,소멸,소멸,복수개의 웨이퍼 본딩에 사용되는 정렬 마크를 갖는 반도체 웨이퍼 및 그 가공방법.,주식회사 에스에프에이반도체
1020080011065,1020090085262,,거절,거절,역피라미드 방식의 반도체 칩 접착 장비 및 그 작동방법,주식회사 에스에프에이반도체
1020000053752,1020020020533,,거절,거절,"세라믹, 엔지니어링 플라스틱 또는 에폭시 몰딩컴파운드로 된 플럭스 도팅 핀",주식회사 에스에프에이반도체
1020080001854,1020090076097,,거절,거절,USB 저장 장치 및 그 제조 방법,주식회사 에스에프에이반도체
1020210136033,1020230052696,1025942820000,등록,등록,CIS 반도체 패키지의 제조방법,주식회사 에스에프에이반도체
1020150140499,1020170041046,1017641440000,소멸,소멸,재배선층을 이용한 반도체 패키지 제조방법,주식회사 에스에프에이반도체
1020080011056,1020090085253,,거절,거절,스프링 방식의 플란자 핀을 갖는 반도체 칩 접착 장비,주식회사 에스에프에이반도체
1020150067910,1020160134215,,거절,거절,반도체 패키지 및 그 제조 방법,주식회사 에스에프에이반도체
1020000069483,1020020039571,1003591840000,소멸,소멸,본드 콜렛 클리닝 시스템 및 그 사용방법,주식회사 에스에프에이반도체
1020140108951,1020160023969,1016767130000,소멸,소멸,"적층형 반도체 패키지, 적층형 반도체 패키지의 와이어 본딩장치 및 그 제조방법",주식회사 에스에프에이반도체
1020150079060,,1016757370000,소멸,소멸,지지대를 이용한 박형 칩 적층방법,주식회사 에스에프에이반도체
1020160025667,1020170103203,1018006190000,소멸,소멸,반도체 패키지 제조방법,주식회사 에스에프에이반도체
1020100055092,1020110135280,1014610920000,소멸,소멸,무선 전력과 무선 주파수 신호를 이용하는 솔더 볼 부착 장치,주식회사 에스에프에이반도체
1020000069998,1020020040082,,취하,취하,반도체 패키지 제조용 다이 접착 장비,주식회사 에스에프에이반도체
1020080011055,1020090085252,1009334610000,소멸,소멸,리프 스프링을 포함하는 반도체 칩 접착 장비 및 그작동방법,주식회사 에스에프에이반도체
