year,revenue,operating_profit,net_income,assets,liabilities,equity,cash,cfo,capex,fcf,investing_cf,source_account_count,revenue_source_account,operating_profit_source_account,net_income_source_account,assets_source_account,liabilities_source_account,equity_source_account,cfo_source_account,capex_source_account,cash_source_account
2021,136412498512.0,8077364494.0,7031402158.0,207258706858.0,100981979393.0,106276727465.0,,12735076148.0,14155898925.0,-1420822777.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv
2022,150404311782.0,9180253639.0,45897422695.0,310172455065.0,140502519150.0,169669935915.0,,-7325826839.0,22242186064.0,-29568012903.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv
2023,191094718185.0,16777001456.0,62638246233.0,374790992226.0,128593931575.0,246197060651.0,,7828911005.0,3240696868.0,4588214137.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv
2024,186615513099.0,4874251656.0,-38559807022.0,377882056447.0,176140255487.0,201741800960.0,,5747822808.0,22471198345.0,-16723375537.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv
2025,192802105423.0,-6189468061.0,-61632672813.0,367539039334.0,224563422453.0,142975616881.0,,-9136468047.0,24341229378.0,-33477697425.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv
