fiscal_year,revenue,operating_profit,net_income,total_assets,total_liabilities,equity,cash_and_equivalents,operating_cash_flow,capex,fcf,investing_cf,source_account_count,revenue_source_account,operating_profit_source_account,net_income_source_account,assets_source_account,liabilities_source_account,equity_source_account,cfo_source_account,capex_source_account,cash_source_account,ebit,ebitda,source
2021,310729301325.0,50511405163.0,52797680988.0,462931343585.0,70656710261.0,392274633324.0,44864402236.0,59024055942.0,51362306714.0,7661749228.0,-57106262026.0,174,수익(매출액),영업이익(손실),당기순이익(손실),자산총계,부채총계,자본총계,영업활동현금흐름,유형자산의 취득,현금및현금성자산,50511405163.0,,valuation_intake_normalized_or_dart
2022,581258025083.0,88797905994.0,57731833051.0,583018186697.0,137651227352.0,445366959345.0,54928452939.0,-9826752721.0,46830206288.0,-56656959009.0,-26648175458.0,139,수익(매출액),영업이익(손실),당기순이익(손실),자산총계,부채총계,자본총계,영업활동현금흐름,유형자산의 취득,현금및현금성자산,88797905994.0,,valuation_intake_normalized_or_dart
2023,391674584740.0,24689972889.0,13844926017.0,498231220124.0,49969021497.0,448262198627.0,51396471189.0,133883947577.0,544000000.0,133339947577.0,-72068713894.0,136,수익(매출액),영업이익(손실),당기순이익(손실),자산총계,부채총계,자본총계,영업활동현금흐름,기타유형자산의 취득,현금및현금성자산,24689972889.0,,valuation_intake_normalized_or_dart
2024,310715204992.0,51919490369.0,31806973762.0,583295677233.0,102129933194.0,481165744039.0,36988677722.0,98948085041.0,126145649.0,98821939392.0,-142408696138.0,137,수익(매출액),영업이익(손실),당기순이익(손실),자산총계,부채총계,자본총계,영업활동현금흐름,무형자산의 취득,현금및현금성자산,51919490369.0,,valuation_intake_normalized_or_dart
