left_source_index,right_source_index,similarity
11,12,1.0
11,13,1.0
11,21,1.0
12,13,1.0
12,21,1.0
13,21,1.0
83,85,1.0
83,89,1.0
85,89,1.0
80,83,0.9971
80,85,0.9971
80,89,0.9971
71,72,0.9917
67,72,0.9915
71,73,0.9895
66,73,0.9823
72,73,0.9815
67,71,0.9804
5,79,0.9759
81,86,0.973
