date,event_type,instrument,dilutive_shares,dilution_ratio,status,source,note
,share_count_increase_proxy,common_shares,43504588.0,386.4360848826158,proxy_from_shares_outstanding,shares_outstanding.csv,CB/BW/option detail not found; proxy uses as-of share count increase only.
