left_source_index,right_source_index,similarity
16,17,0.9901
12,20,0.5556
2,9,0.468
4,9,0.2654
8,19,0.2011
2,4,0.1817
1,4,0.1795
14,15,0.1763
2,10,0.1755
0,22,0.1577
18,22,0.1565
0,18,0.1521
18,29,0.1517
6,21,0.1502
13,27,0.1447
0,28,0.144
4,16,0.1423
4,17,0.1422
22,28,0.1421
24,26,0.1408
