year,sales,operating_income,net_income,total_assets,total_liabilities,total_equity,rnd,capex,ocf,fcf,interest,amort_cogs,amort_sga,amort_total,ROE,영업이익률,부채비율,이자보상배율
2021,375194330803.0,62184554759.0,73988020802.0,336944738958.0,41999577651.0,294945161307.0,,13896916656,76534760051,62637843395,2916245980.0,,,,25.085348230204723,16.573959053675228,14.239792056559233,21.323494377864517
2022,357991682573.0,55898658621.0,46766672131.0,336518156052.0,29847950093.0,306670205959.0,,6557687415,15440038685,8882351270,6407355632.0,,,,15.249825781006072,15.61451322534607,9.732914875007614,8.724138604360833
2023,146938072263.0,-5861866998.0,1565979353.0,321829824257.0,22931149578.0,298898674679.0,,17455343697,28623468169,11168124472,2650765945.0,,,,0.5239164592087173,-3.9893452443748014,7.671880647388864,-2.211386112401561
2024,240077826420.0,38473734786.0,42653657309.0,381186883677.0,50648891417.0,330537992260.0,,54885951657,30510621174,-24375330483,-4042889957.0,,,,12.904313061673342,16.025526121972128,15.323167866633547,-9.516394261334083
2025,351115732341.0,57838170556.0,56917796576.0,487468886334.0,95715119836.0,391753766498.0,,33138641704,82422859490,49284217786,8714524529.0,,,,14.52897239120497,16.4726798683655,24.432469582009407,6.636985226621077
