날짜,시가,고가,저가,종가,거래량,시가총액,수익률,시장수익률,이상수익률,최대낙폭,20일이동평균,60일이동평균,20일이평비율,60일이평비율,VIX,VKOSPI,EPS,PSR,누적이상수익률_3일,누적이상수익률_5일,기관_순매매,외국인_순매매,보유주수,보유율_%
2023-08-14,19669.135270054136,19827.358580421587,18838.462890625,18838.462890625,501506,285294071377.4785,-0.054590565855200945,-0.007868717342637166,-0.04672184851256378,-0.17887934098491798,19955.914453125,19255.116959635416,0.9440039911413325,0.9783613846706904,14.819999694824219,,7330.56376245664,68417.2317982091,0.04518610803495127,0.03399698916905425,-1831.0,-65851.0,901530.0,6.04
2023-08-16,18611.01608797781,19738.35712625064,18591.238175025654,19273.576171875,576937,291883528290.12305,0.023097069212931087,-0.017593352657915062,0.04069042187084615,-0.15991386029147914,19896.08623046875,19274.894889322917,0.9687119340264799,0.999931583676306,16.780000686645508,,7330.56376245664,68417.2317982091,0.11675072641487705,0.09406352545669716,27858.0,77770.0,979621.0,6.56
2023-08-17,18887.907961035977,19075.79814494157,18195.68096769958,18828.57421875,571615,285144315026.54297,-0.023088707002614783,-0.002292407139627861,-0.020796299862986922,-0.17931036302816694,19707.70166015625,19288.24501953125,0.9553916810510882,0.9761683450041314,17.889999389648438,,7330.56376245664,68417.2317982091,-0.026827726504704552,0.0650802300428105,-110747.0,70266.0,1049770.0,7.03
2023-08-18,18472.570763778484,19164.797719594593,18274.79163354531,18660.4609375,412102,282598368324.89844,-0.008928625146910396,-0.006091670957144357,-0.002836954189766039,-0.18663799315864246,19493.6056640625,19303.40810546875,0.9572606145358503,0.9666925568554602,17.299999237060547,,7330.56376245664,68417.2317982091,0.01705716781809319,0.09311747236212409,-5289.0,9737.0,1059439.0,7.06
2023-08-21,18976.908862035274,19164.7990487881,18749.46284649238,18818.685546875,314204,284994558675.6074,0.00847913724665994,0.001716929058943828,0.006762208187716112,-0.17974138507141574,19336.86572265625,19327.471256510416,0.9732024732853102,0.9736755159077506,17.1299991607666,,7330.56376245664,68417.2317982091,-0.01687104586503685,-0.02290247250675448,42875.0,-27071.0,1032209.0,6.88
2023-08-22,19293.355381281806,19758.136366889314,18986.797709923663,19431.80078125,472153,294279718640.83203,0.03258013068169974,0.0027662393459739754,0.029813891335725762,-0.1530172522042524,19245.39296875,19362.247428385417,1.0096858408037022,1.0035922148563505,16.969999313354492,,7330.56376245664,68417.2317982091,0.033739145333675835,0.05363326734153506,50144.0,37782.0,1069614.0,7.13
2023-08-23,19659.24673189975,20420.696429262065,19530.69028948793,19975.693359375,516408,302516554570.92773,0.027989818558134205,-0.0040703690660103264,0.03206018762414453,-0.12931035877157943,19203.36494140625,19405.099576822915,1.0402183898668436,1.0294043212864308,15.979999542236328,,7330.56376245664,68417.2317982091,0.0686362871475864,0.045003033094833444,37061.0,-17317.0,1052059.0,7.01
2023-08-24,20717.362748579544,20766.807528409092,20074.580610795456,20124.025390625,512712,304762929413.541,0.007425626163829024,0.012843716479993939,-0.005418090316164914,-0.12284494299109869,19232.04287109375,19438.3923828125,1.0463800192995578,1.0352721045192368,17.200000762939453,,7330.56376245664,68417.2317982091,0.05645598864370538,0.06038124264165545,22091.0,5697.0,1058482.0,7.05
2023-08-25,19758.134541590072,20470.139389935663,19728.467672909006,20173.470703125,344110,305511740746.7988,0.0024570289263814438,-0.0073059012806685475,0.009762930207049991,-0.1206897476431061,19259.2375,19478.607486979166,1.0474698545632972,1.035673146379192,15.680000305175781,,7330.56376245664,68417.2317982091,0.03640502751502961,0.07298112703847148,8854.0,18629.0,1077166.0,7.18
2023-08-28,20618.474609375,20667.91939261091,19975.692427308153,20618.474609375,397547,312250983588.959,0.022058866954463463,0.009634248420563818,0.012424618533899645,-0.1012931597746697,19291.3765625,19525.580045572915,1.0687922939337937,1.0559724505623524,15.079999923706055,,7330.56376245664,68417.2317982091,0.016769458424784722,0.07864353738465502,-25731.0,76911.0,1154040.0,7.69
2023-08-29,20766.808252427185,20766.808252427185,20222.915655339806,20371.25,267345,308506956501.25,-0.011990441293973753,0.0034402633874863753,-0.015430704681460128,-0.11206905138288419,19261.70966796875,19570.739583333332,1.0576034189673391,1.0409034320475243,14.449999809265137,,7330.56376245664,68417.2317982091,0.0067568440594895085,0.033398941367469126,-1310.0,-22286.0,1132053.0,7.54
