source,company,company_dir,stock_code,fetched_at_kst,per_naver,pbr_naver,eps_naver,dividend_yield_pct_naver,bps_naver,available_metric_count,available_metrics,latest_close_auto,shares_outstanding_auto,market_cap_auto,enterprise_value_auto,eps_auto,bps_auto,per_auto,pbr_auto,psr_auto,p_fcf_auto,ev_sales_auto,fcf_yield_auto,sales_yield_auto,per_naver_source,pbr_naver_source,eps_naver_source,bps_naver_source,snapshot_status_kr,derivation_note_kr
naver_finance_item_main,두산테스나,doosan_tesna,131970,2026-05-25,2200.0,7.55,78.0,0.09,0.0,18,"['per_naver', 'pbr_naver', 'eps_naver', 'dividend_yield_pct_naver', 'bps_naver', 'latest_close_auto', 'shares_outstanding_auto', 'market_cap_auto', 'enterprise_value_auto', 'eps_auto', 'bps_auto', 'per_auto', 'pbr_auto', 'psr_auto', 'p_fcf_auto', 'ev_sales_auto', 'fcf_yield_auto', 'sales_yield_auto']",171600.0,19327238.0,3316554040800.0,3473705860800.0,78.13030501305981,22614.54399226625,2196.330859982133,7.588037152492837,10.914238319088968,22.841009131227292,11.431399322545689,0.04378090277249795,0.09162343452323221,Naver Finance live display,Naver Finance live display,Naver Finance live display,Naver Finance live display,실시간/보조 산출 혼합 확보,Naver 원천값이 없으면 DART 재무제표와 Valuation 주가/발행주식 수로 PER/PBR/EPS/BPS/PSR 등을 자동 산출합니다.
