universe_rank,company_dir,company_name,ticker6,market,peer_group,semiconductor_tag,is_focal_5,market_data_available,data_quality_status,data_quality_status_kr,manual_review_priority,manual_review_priority_kr,valuation_proxy_score,valuation_proxy_label,valuation_proxy_label_kr,valuation_pred_label,valuation_confidence,valuation_confidence_bucket,valuation_confidence_bucket_kr,credit_risk_score,credit_proxy_label,credit_proxy_label_kr,credit_pred_label,credit_confidence,credit_confidence_bucket,credit_confidence_bucket_kr,credit_anomaly_score,credit_anomaly_flag_top15pct,auditor_requires_human_review,source_type,source_note
8,,루멘스,038060,KOSDAQ,IDM/제조/메모리,IDM/제조/메모리,False,True,OK,데이터 사용 가능,LOW,LOW,0.5970000000000001,FAIR,FAIR,FAIR,0.8437683700786414,HIGH,HIGH,0.3571428571428571,MEDIUM_RISK,중위험,MEDIUM_RISK,0.7365544810444915,HIGH,HIGH,0.0791711120821534,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
37,,피델릭스,032580,KOSDAQ,IDM/제조/메모리,IDM/제조/메모리,False,True,OK,데이터 사용 가능,LOW,LOW,0.5873333333333334,FAIR,FAIR,FAIR,0.8604826019551013,HIGH,HIGH,0.5,HIGH_RISK,고위험,HIGH_RISK,0.9138628953549666,HIGH,HIGH,0.0765288896391056,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
21,,엔시트론,101400,KOSDAQ,IDM/제조/메모리,IDM/제조/메모리,False,True,OK,데이터 사용 가능,LOW,LOW,0.5773333333333333,FAIR,FAIR,FAIR,0.8173941540342667,HIGH,HIGH,0.3571428571428571,MEDIUM_RISK,중위험,MEDIUM_RISK,0.7799614337035685,HIGH,HIGH,0.08202020185637905,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
13,,서울바이오시스,092190,KOSDAQ,IDM/제조/메모리,IDM/제조/메모리,False,True,OK,데이터 사용 가능,LOW,LOW,0.5655,FAIR,FAIR,FAIR,0.7336783523450653,HIGH,HIGH,0.4285714285714285,HIGH_RISK,고위험,MEDIUM_RISK,0.420701328500417,LOW,LOW,0.22867438374329632,False,True,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
34,,큐에스아이,066310,KOSDAQ,IDM/제조/메모리,IDM/제조/메모리,False,True,OK,데이터 사용 가능,LOW,LOW,0.5423333333333333,FAIR,FAIR,FAIR,0.5496283015517583,MEDIUM,MEDIUM,0.0714285714285714,LOW_RISK,저위험,LOW_RISK,0.8341403016587674,HIGH,HIGH,0.21446147407494193,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
23,,엘오티베큠,083310,KOSDAQ,IDM/제조/메모리,IDM/제조/메모리,False,True,OK,데이터 사용 가능,LOW,LOW,0.538,FAIR,FAIR,FAIR,0.860578291373445,HIGH,HIGH,0.2142857142857142,MEDIUM_RISK,중위험,MEDIUM_RISK,0.8356274138697954,HIGH,HIGH,0.04088276425948358,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
11,,비씨엔씨,146320,KOSDAQ,IDM/제조/메모리,IDM/제조/메모리,False,True,KEY_ACCOUNT_PARTIAL_MISSING,데이터 사용 가능,MEDIUM,MEDIUM,0.5365833333333333,FAIR,FAIR,FAIR,0.7033805368548921,HIGH,HIGH,0.2857142857142857,MEDIUM_RISK,중위험,MEDIUM_RISK,0.7333342608471988,HIGH,HIGH,0.031762409510830696,False,True,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
36,,티엘비,356860,KOSDAQ,IDM/제조/메모리,IDM/제조/메모리,False,True,OK,데이터 사용 가능,LOW,LOW,0.5361666666666667,FAIR,FAIR,FAIR,0.8509295904965918,HIGH,HIGH,0.0714285714285714,LOW_RISK,저위험,LOW_RISK,0.6625834729097503,MEDIUM,MEDIUM,0.01843936297746685,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
38,,하나머티리얼즈,166090,KOSDAQ GLOBAL,IDM/제조/메모리,IDM/제조/메모리,False,True,OK,데이터 사용 가능,LOW,LOW,0.5321666666666667,FAIR,FAIR,ATTRACTIVE,0.6425667923365267,MEDIUM,MEDIUM,0.0,LOW_RISK,저위험,LOW_RISK,0.9093779024453453,HIGH,HIGH,0.030620686282363033,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
26,,웰킵스하이텍,043590,KOSDAQ,IDM/제조/메모리,IDM/제조/메모리,False,True,OK,데이터 사용 가능,LOW,LOW,0.5086666666666667,FAIR,FAIR,FAIR,0.7753200487478359,HIGH,HIGH,0.7142857142857143,HIGH_RISK,고위험,HIGH_RISK,0.947839296487721,HIGH,HIGH,0.081041930024575,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
35,,테크엘,064520,KOSDAQ,IDM/제조/메모리,IDM/제조/메모리,False,True,OK,데이터 사용 가능,LOW,LOW,0.4756666666666667,FAIR,FAIR,FAIR,0.7806095936743286,HIGH,HIGH,0.5,HIGH_RISK,고위험,HIGH_RISK,0.8561648968032103,HIGH,HIGH,0.5330742789427354,True,True,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
14,,서울반도체,046890,KOSDAQ GLOBAL,IDM/제조/메모리,IDM/제조/메모리,False,True,OK,데이터 사용 가능,LOW,LOW,0.4713333333333333,FAIR,FAIR,FAIR,0.8223266790603506,HIGH,HIGH,0.4285714285714285,HIGH_RISK,고위험,HIGH_RISK,0.4638497062404094,LOW,LOW,0.03475805140959721,False,True,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
2,,HD현대에너지솔루션,322000,KOSPI,IDM/제조/메모리,IDM/제조/메모리,False,True,OK,데이터 사용 가능,LOW,LOW,0.465,FAIR,FAIR,FAIR,0.6226975287022534,MEDIUM,MEDIUM,0.1428571428571428,LOW_RISK,저위험,LOW_RISK,0.7991918320073205,HIGH,HIGH,0.09437249653360377,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
25,,와이투솔루션,011690,KOSPI,IDM/제조/메모리,IDM/제조/메모리,False,True,OK,데이터 사용 가능,LOW,LOW,0.4601666666666666,FAIR,FAIR,FAIR,0.7379153959384467,HIGH,HIGH,0.5714285714285714,HIGH_RISK,고위험,HIGH_RISK,0.8423633310679534,HIGH,HIGH,0.03670855345736708,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
16,,신성이엔지,011930,KOSPI,IDM/제조/메모리,IDM/제조/메모리,False,True,OK,데이터 사용 가능,LOW,LOW,0.4551666666666667,FAIR,FAIR,FAIR,0.7610157176994289,HIGH,HIGH,0.5714285714285714,HIGH_RISK,고위험,HIGH_RISK,0.8294308064443926,HIGH,HIGH,0.06151448502214275,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
3,,KEC,092220,KOSPI,IDM/제조/메모리,IDM/제조/메모리,False,True,OK,데이터 사용 가능,LOW,LOW,0.4550000000000001,FAIR,FAIR,FAIR,0.7937660338126779,HIGH,HIGH,0.5,HIGH_RISK,고위험,HIGH_RISK,0.7303610104178266,HIGH,HIGH,0.053989845114113894,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
28,,일진디스플,020760,KOSPI,IDM/제조/메모리,IDM/제조/메모리,False,True,OK,데이터 사용 가능,LOW,LOW,0.4335,FAIR,FAIR,FAIR,0.7887205359697603,HIGH,HIGH,0.6428571428571429,HIGH_RISK,고위험,HIGH_RISK,0.8165793827285804,HIGH,HIGH,0.21528045597611217,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
7,,덕산하이메탈,077360,KOSDAQ,IDM/제조/메모리,IDM/제조/메모리,False,True,OK,데이터 사용 가능,LOW,LOW,0.4333333333333333,FAIR,FAIR,FAIR,0.6698541971057747,MEDIUM,MEDIUM,0.2857142857142857,MEDIUM_RISK,중위험,MEDIUM_RISK,0.6576042698954024,MEDIUM,MEDIUM,0.07260471392088348,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
20,,에이디테크놀로지,200710,KOSDAQ,IDM/제조/메모리,IDM/제조/메모리,False,True,OK,데이터 사용 가능,LOW,LOW,0.4271666666666666,FAIR,FAIR,FAIR,0.6637416757093363,MEDIUM,MEDIUM,0.2857142857142857,MEDIUM_RISK,중위험,MEDIUM_RISK,0.4528354914042248,LOW,LOW,0.0588627097981607,False,True,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
5,,광전자,017900,KOSPI,IDM/제조/메모리,IDM/제조/메모리,False,True,OK,데이터 사용 가능,LOW,LOW,0.4184166666666666,EXPENSIVE,EXPENSIVE,EXPENSIVE,0.6817751829328556,MEDIUM,MEDIUM,0.2142857142857142,MEDIUM_RISK,중위험,LOW_RISK,0.4656539331033742,LOW,LOW,0.24789843408919227,True,True,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
19,,아진엑스텍,059120,KOSDAQ,IDM/제조/메모리,IDM/제조/메모리,False,True,OK,데이터 사용 가능,LOW,LOW,0.4128333333333333,EXPENSIVE,EXPENSIVE,EXPENSIVE,0.6635799672057409,MEDIUM,MEDIUM,0.0714285714285714,LOW_RISK,저위험,LOW_RISK,0.8000764213249202,HIGH,HIGH,0.21158533556078782,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
33,,코스텍시스,355150,KOSDAQ,IDM/제조/메모리,IDM/제조/메모리,False,True,OK_LIMITED_HISTORY_OR_GROWTH_NA,데이터 사용 가능,LOW,LOW,0.4096666666666666,EXPENSIVE,EXPENSIVE,EXPENSIVE,0.7518748972741711,HIGH,HIGH,0.5,HIGH_RISK,고위험,MEDIUM_RISK,0.4364687611213146,LOW,LOW,0.06817918975036392,False,True,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
27,,이미지스,115610,KOSDAQ,IDM/제조/메모리,IDM/제조/메모리,False,True,OK,데이터 사용 가능,LOW,LOW,0.3633333333333334,EXPENSIVE,EXPENSIVE,EXPENSIVE,0.7470098487547145,HIGH,HIGH,0.6428571428571429,HIGH_RISK,고위험,HIGH_RISK,0.935919815850912,HIGH,HIGH,0.1192433333650954,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
15,,시지트로닉스,429270,KOSDAQ,IDM/제조/메모리,IDM/제조/메모리,False,True,OK_LIMITED_HISTORY_OR_GROWTH_NA,데이터 사용 가능,LOW,LOW,0.3513333333333333,EXPENSIVE,EXPENSIVE,EXPENSIVE,0.8423539115807104,HIGH,HIGH,0.7142857142857143,HIGH_RISK,고위험,HIGH_RISK,0.981613431413146,HIGH,HIGH,0.19555712998632233,False,True,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
30,,지니틱스,303030,KOSDAQ,IDM/제조/메모리,IDM/제조/메모리,False,True,OK,데이터 사용 가능,LOW,LOW,0.3293333333333333,EXPENSIVE,EXPENSIVE,EXPENSIVE,0.6029464801919612,MEDIUM,MEDIUM,0.7142857142857143,HIGH_RISK,고위험,HIGH_RISK,0.9659545889371735,HIGH,HIGH,0.16363869698938038,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
18,,아이에스티이,212710,KOSDAQ,IDM/제조/메모리,IDM/제조/메모리,False,True,OK_LIMITED_HISTORY_OR_GROWTH_NA,데이터 사용 가능,LOW,LOW,0.3126666666666666,EXPENSIVE,EXPENSIVE,EXPENSIVE,0.6642993493743579,MEDIUM,MEDIUM,0.7142857142857143,HIGH_RISK,고위험,HIGH_RISK,0.7912115569930538,HIGH,HIGH,0.13664093420882184,False,True,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
31,,케이알엠,093640,KOSDAQ,IDM/제조/메모리,IDM/제조/메모리,False,True,OK,데이터 사용 가능,LOW,LOW,0.301,EXPENSIVE,EXPENSIVE,EXPENSIVE,0.7957205872008264,HIGH,HIGH,0.4285714285714285,HIGH_RISK,고위험,HIGH_RISK,0.9569765609780977,HIGH,HIGH,0.2926124347647049,True,True,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
17,,쏘닉스,088280,KOSDAQ,IDM/제조/메모리,IDM/제조/메모리,False,True,OK_LIMITED_HISTORY_OR_GROWTH_NA,데이터 사용 가능,LOW,LOW,0.2925,EXPENSIVE,EXPENSIVE,EXPENSIVE,0.9167677788852596,HIGH,HIGH,0.5714285714285714,HIGH_RISK,고위험,HIGH_RISK,0.9751947390683402,HIGH,HIGH,0.11312412490832129,False,True,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
29,,자람테크놀로지,389020,KOSDAQ,IDM/제조/메모리,IDM/제조/메모리,False,True,OK,데이터 사용 가능,LOW,LOW,0.1995,EXPENSIVE,EXPENSIVE,EXPENSIVE,0.6873284389381621,MEDIUM,MEDIUM,0.2142857142857142,MEDIUM_RISK,중위험,MEDIUM_RISK,0.7087592263635621,HIGH,HIGH,0.14222896108498048,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
39,,하이딥,365590,KOSDAQ,IDM/제조/메모리,IDM/제조/메모리,False,True,OK,데이터 사용 가능,LOW,LOW,0.125,EXPENSIVE,EXPENSIVE,EXPENSIVE,0.93355514861914,HIGH,HIGH,0.8571428571428571,HIGH_RISK,고위험,HIGH_RISK,0.9622719553866781,HIGH,HIGH,0.9999999977412558,True,True,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
203,,인터플렉스,051370,KOSDAQ,부품/기판,부품/기판,False,True,OK,데이터 사용 가능,LOW,LOW,0.709047619047619,FAIR,FAIR,FAIR,0.904555257888918,HIGH,HIGH,0.0714285714285714,LOW_RISK,저위험,LOW_RISK,0.8421993774288782,HIGH,HIGH,0.04875174090091772,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
204,,자화전자,033240,KOSPI,부품/기판,부품/기판,False,True,OK,데이터 사용 가능,LOW,LOW,0.6647619047619049,FAIR,FAIR,FAIR,0.9380223994723259,HIGH,HIGH,0.0714285714285714,LOW_RISK,저위험,LOW_RISK,0.7827117376718701,HIGH,HIGH,0.004560941446629287,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
206,,코미코,183300,KOSDAQ GLOBAL,부품/기판,부품/기판,False,True,OK,데이터 사용 가능,LOW,LOW,0.6342857142857143,FAIR,FAIR,FAIR,0.8305894153326006,HIGH,HIGH,0.3571428571428571,MEDIUM_RISK,중위험,MEDIUM_RISK,0.6510391794232897,MEDIUM,MEDIUM,0.08075637337557524,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
196,,비에이치,090460,KOSPI,부품/기판,부품/기판,False,True,OK,데이터 사용 가능,LOW,LOW,0.5752380952380951,FAIR,FAIR,FAIR,0.5078538652826,MEDIUM,MEDIUM,0.0,LOW_RISK,저위험,LOW_RISK,0.8498731799769995,HIGH,HIGH,0.004189789054000619,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
198,,심텍홀딩스,036710,KOSDAQ,부품/기판,부품/기판,False,True,OK,데이터 사용 가능,LOW,LOW,0.5323809523809524,FAIR,FAIR,FAIR,0.726519318190825,HIGH,HIGH,0.7857142857142857,HIGH_RISK,고위험,HIGH_RISK,0.9494990496511118,HIGH,HIGH,0.2133344405871512,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
201,,엠디바이스,226590,KOSDAQ,부품/기판,부품/기판,False,True,OK_LIMITED_HISTORY_OR_GROWTH_NA,데이터 사용 가능,LOW,LOW,0.531904761904762,FAIR,FAIR,FAIR,0.7655361666958056,HIGH,HIGH,0.4285714285714285,HIGH_RISK,고위험,HIGH_RISK,0.5435613311923726,MEDIUM,MEDIUM,0.09953338023728169,False,True,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
207,,타이거일렉,219130,KOSDAQ,부품/기판,부품/기판,False,True,OK,데이터 사용 가능,LOW,LOW,0.5066666666666667,FAIR,FAIR,FAIR,0.6463040733623892,MEDIUM,MEDIUM,0.1428571428571428,LOW_RISK,저위험,LOW_RISK,0.6693838501840603,MEDIUM,MEDIUM,0.019101509586453232,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
202,,이수페타시스,007660,KOSPI,부품/기판,부품/기판,False,True,OK,데이터 사용 가능,LOW,LOW,0.5061904761904762,FAIR,FAIR,FAIR,0.599589540069591,MEDIUM,MEDIUM,0.0,LOW_RISK,저위험,LOW_RISK,0.8732919913777979,HIGH,HIGH,0.038896158054804106,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
205,,코리아써키트,007810,KOSPI,부품/기판,부품/기판,False,True,OK,데이터 사용 가능,LOW,LOW,0.4676190476190476,FAIR,FAIR,FAIR,0.8409076697911426,HIGH,HIGH,0.2857142857142857,MEDIUM_RISK,중위험,LOW_RISK,0.5792263126697852,MEDIUM,MEDIUM,0.03298450854390864,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
200,,아이티엠반도체,084850,KOSDAQ GLOBAL,부품/기판,부품/기판,False,True,OK,데이터 사용 가능,LOW,LOW,0.4123809523809524,EXPENSIVE,EXPENSIVE,EXPENSIVE,0.599341656390115,MEDIUM,MEDIUM,0.5,HIGH_RISK,고위험,HIGH_RISK,0.5842218052758918,MEDIUM,MEDIUM,0.24031195088694401,True,True,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
195,,대덕전자,353200,KOSPI,부품/기판,부품/기판,False,True,OK,데이터 사용 가능,LOW,LOW,0.3966666666666666,EXPENSIVE,EXPENSIVE,EXPENSIVE,0.6645756407915718,MEDIUM,MEDIUM,0.1428571428571428,LOW_RISK,저위험,LOW_RISK,0.8790575945794377,HIGH,HIGH,0.04079572535822507,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
197,,심텍,222800,KOSDAQ GLOBAL,부품/기판,부품/기판,False,True,OK,데이터 사용 가능,LOW,LOW,0.3776190476190476,EXPENSIVE,EXPENSIVE,EXPENSIVE,0.5170784842162837,MEDIUM,MEDIUM,0.5714285714285714,HIGH_RISK,고위험,HIGH_RISK,0.8465973773812472,HIGH,HIGH,0.10596332114746113,False,False,valuation_credit_ml_overlay_candidate.csv,208개 반도체 reference universe. Valuation Agent가 자체 intake 폴더로 복제해 Peer/ML/대시보드 비교에 사용.
