source_application_number,family_id,family_type,country_code,application_country_code,publication_country_code,priority_country_code,family_application_number,family_application_date,family_publication_number,family_publication_date,family_registration_number,priority_number,pct_application_number,title,applicant,legal_status,_raw_keys,jurisdictions_inferred,is_overseas_family
1020110091552,46688396,,CN,CN,CN,,201180069246,20110916,103430031,20131204,,,201180069246,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020110091552,46688396,,CN,CN,CN,,201180069246,20110916,103430031,20150715,,,201180069246,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020110091552,46688396,,JP,JP,JP,,2013558772,20110916,5815759,20151117,,,2013558772,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020110091552,46688396,,JP,JP,JP,,2013558772,20110916,2014513278,20140529,,,2013558772,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020110091552,46688396,,US,US,US,,201114004941,20110916,9201093,20151201,,,201114004941,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020110091552,46688396,,US,US,US,,201114004941,20110916,2014002123,20140102,,,201114004941,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020110091552,46688396,,KR,KR,WO,,2011006716,20110916,2012124867,20120920,,,2011006716,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR|WO,Y
1020090060509,43411188,,CN,CN,CN,,200980160213,20090729,102472771,20120523,,,200980160213,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020090060509,43411188,,JP,JP,JP,,2012517360,20090729,2012532313,20121213,,,2012517360,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020090060509,43411188,,US,US,US,,200913382089,20090729,2012105090,20120503,,,200913382089,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020090060509,43411188,,KR,KR,WO,,2009004206,20090729,2011002125,20110106,,,2009004206,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR|WO,Y
1020090060509,43411188,,TW,TW,TW,,98127784,20090819,201102660,20110116,,,98127784,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020090060509,43411188,,TW,TW,TW,,98127784,20090819,I417552,20131201,,,98127784,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020100063058,45402300,,CN,CN,CN,,201080067768,20100910,102971842,20130313,,,201080067768,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020100063058,45402300,,CN,CN,CN,,201080067768,20100910,102971842,20160210,,,201080067768,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020100063058,45402300,,JP,JP,JP,,2013518211,20100910,5591401,20140917,,,2013518211,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020100063058,45402300,,JP,JP,JP,,2013518211,20100910,2013529789,20130722,,,2013518211,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020100063058,45402300,,US,US,US,,201013807108,20100910,9128120,20150908,,,201013807108,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020100063058,45402300,,US,US,US,,201013807108,20100910,2013099811,20130425,,,201013807108,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020100063058,45402300,,KR,KR,WO,,2010006168,20100910,2012002612,20120105,,,2010006168,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR|WO,Y
1020100063058,45402300,,TW,TW,TW,,99132433,20100924,I426274,20140211,,,99132433,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020100063058,45402300,,TW,TW,TW,,99132433,20100924,201200879,20120101,,,99132433,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020060105424,39445301,,JP,JP,JP,,2007104402,20070412,2008112960,20080515,,,2007104402,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020060105424,39445301,,TW,TW,TW,,96112393,20070410,200820354,20080501,,,96112393,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020120076471,44926991,,KR,KR,KR,,20110007889,20110126,101260405,20130507,,,20110007889,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR,N
1020120076471,44926991,,KR,KR,KR,,20110007889,20110126,20110088442,20110803,,,20110007889,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR,N
1020110007889,44926991,,KR,KR,KR,,20120076471,20120713,20120095335,20120828,,,20120076471,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR,N
1020110007889,44926991,,KR,KR,KR,,20120076471,20120713,101260409,20130507,,,20120076471,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR,N
