application_number,open_number,register_number,register_status,final_disposal,invention_title,right_holder,claim_no,claim_text,claim_char_len,is_dependent_estimated,is_independent_estimated,dependency_source
1020050097061,1020050109246,1006503070000,소멸,소멸,동축 접촉 프로브,리노공업주식회사,1,"1. 하부에 상하로 탄성유동되는 플런저가 구비되며, 동축전선의 내부도전체에 전기적으로 접속되는 내부플런저부와;하부에 상하로 탄성유동되는 그라운드플런저를 구비하여 상기 내부플런저부 외측에 절연되게 설치되며, 상기 동축전선의 외부도전체에 전기적으로 접속되는 외부플런저부와;상기 외부플런저부를 외측에서 감싸는 원통형 외부바디와, 상기 외부바디 외측에 하방돌출되게 결합되어 상기 내부플런저부 및 외부플런저부의 하부를 수용하는 외부헤드와, 상기 외부헤드 상측에서 상기 외부바디 외측에 끼워지는 외부스프링과, 상기 외부스프링 상측에서 상기 외부바디에 끼워지는 원통형 부쉬가 구비된 외통부;를 포함하여 구성됨을 특징으로 하는 동축 접촉 프로브.",353,False,True,explicit_or_regex_estimated
1020050097061,1020050109246,1006503070000,소멸,소멸,동축 접촉 프로브,리노공업주식회사,2,"2. 제1항에 있어서, 상기 외통부는,내측단부가 상기 외부플런저부 상부에 고정되고, 상기 외부바디에 형성된 관통공을 관통하여, 외측단부가 상기 부쉬 외부로 돌출되게 구속결합된 고정핀;을 포함하여 구성됨을 특징으로 하는 동축 접촉 프로브.",132,True,False,explicit_or_regex_estimated
1020050097061,1020050109246,1006503070000,소멸,소멸,동축 접촉 프로브,리노공업주식회사,3,"3. 제2항에 있어서, 상기 외부바디에 형성된 관통공은,ㄴ형상으로 형성됨을 특징으로 하는 동축 접촉 프로브.",60,True,False,explicit_or_regex_estimated
1020050097061,1020050109246,1006503070000,소멸,소멸,동축 접촉 프로브,리노공업주식회사,4,"4. 제1항에 있어서, 상기 외부헤드는,하단부에 축방향으로 다수의 신축홈이 형성되며, 하단면이 외측으로 갈수록 상향경사진 형상의 걸림돌기가 형성됨을 특징으로 하는 동축 접촉 프로브.",101,True,False,explicit_or_regex_estimated
1020050097061,1020050109246,1006503070000,소멸,소멸,동축 접촉 프로브,리노공업주식회사,5,"5. 제1항에 있어서, 상기 프로브는,절연체를 두고 상기 내부플런저부 외측에 이격설치되며, 외주상에 상기 외부플런저부의 그라운드플런저에 형성된 돌출부를 수용하여 상하방으로의 이동한계를 형성하는 함몰홈이 형성된 중간바디;를 포함하여 구성됨을 특징으로 하는 동축 접촉 프로브.",152,True,False,explicit_or_regex_estimated
1020050097061,1020050109246,1006503070000,소멸,소멸,동축 접촉 프로브,리노공업주식회사,6,"6. 제5항에 있어서, 상기 외부플런저부는,상하가 개방된 원통형상으로 상기 중간바디와 외부바디 사이에 설치되며, 하단부에 다수의 돌기가 형성된 그라운드플런저와;상기 그라운드플런저 상측에서 상기 중간바디와 외부바디 사이에 설치되는 중간스프링과;상기 중간스프링 상측에서 상기 중간바디에 결합고정되며, 상기 동축전선의 외부도전체가 수용결합되는 외부터미널;을 포함하여 구성됨을 특징으로 하는 동축 접촉 프로브.",225,True,False,explicit_or_regex_estimated
1020050097061,1020050109246,1006503070000,소멸,소멸,동축 접촉 프로브,리노공업주식회사,7,"7. 제5항 또는 제6항에 있어서, 상기 내부플런저부는,상하가 개방된 원통형상의 내부바디와;상기 내부바디 하측으로 돌출되게 설치되며, 하단부에 다수의 돌기가 형성된 플런저와;상기 플런저 상측에서 상기 내부바디에 수용되는 내부스프링과;상기 중간바디와 일치하는 상단을 형성하며 상기 내부바디 상부에 결합고정되고, 상기 동축전선의 내부도전체가 수용결합되는 수용홈이 상단에 형성된 내부터미널;을 포함하여 구성됨을 특징으로 하는 동축 접촉 프로브.",245,True,False,explicit_or_regex_estimated
1020050101213,1020050107364,1006535470000,소멸,소멸,메모리 모듈 테스트 소켓,리노공업주식회사,1,"1. 중앙부에 가로방향으로 슬롯이 형성되고, 양측에 분리부재가 형성된 하우징과;상기 하우징의 하측에 형성되며, 상면 및 측면에 가로방향으로 각각 두 쌍의 완충체수용홈이 형성된 공간부와;상기 공간부 저면 중심부에 가로방향으로 형성되어, 양단부가 상기 하우징의 양단부와 일체로 형성되며, 양측면을 따라 등간격으로 소정이격되어 평행하게 상기 공간부와 연통되는 결합공이 형성된 결합부와;상기 완충체수용홈에 끼워져 돌출되게 형성된 완충체와;원통형으로 길게 형성된 코아부와, 상기 코아부를 중심으로 상기 코아부 외주면에 원통형으로 형성된 탄성체와, 상기 탄성체 외주면에 형성되며 상기 결합공의 위치 및 너비에 대응되게 형성된 결합홈과, 원형고리 형상으로 형성되고 상기 결합홈에 결합되어 측면접촉편이 상기 결합부 상부로 돌출되며 하단접촉편은 상기 공간부 하측으로 돌출되도록 형성된 접촉핀으로 구성되어, 상기 완충체에 상면 및 측면이 탄성적으로 접촉되면서 상기 결합공에 상기 접촉핀이 결합되어 상기 결합부를 중심으로 상기 공간부 내부로 한 쌍이 평행하게 삽입되어 결합공간부를 형성시키는 원형접촉부;를 포함하여 구성되는 것을 특징으로 하는 메모리 모듈 테스트 소켓.",587,False,True,explicit_or_regex_estimated
1020050101213,1020050107364,1006535470000,소멸,소멸,메모리 모듈 테스트 소켓,리노공업주식회사,2,"2. 제 1항에 있어서, 상기 완충체는,실리콘고무로 형성되는 것을 특징으로 하는 메모리 모듈 테스트 소켓.",59,True,False,explicit_or_regex_estimated
1020050101213,1020050107364,1006535470000,소멸,소멸,메모리 모듈 테스트 소켓,리노공업주식회사,3,"3. 제 1항에 있어서, 상기 원형접촉부는,상기 코아부가 스틸로 형성되는 것을 특징으로 하는 메모리 모듈 테스트 소켓.",66,True,False,explicit_or_regex_estimated
1020050101213,1020050107364,1006535470000,소멸,소멸,메모리 모듈 테스트 소켓,리노공업주식회사,4,"4. 제 1항에 있어서, 상기 원형접촉부는,상기 코아부가 FRP로 형성되는 것을 특징으로 하는 메모리 모듈 테스트 소켓.",67,True,False,explicit_or_regex_estimated
1020050101213,1020050107364,1006535470000,소멸,소멸,메모리 모듈 테스트 소켓,리노공업주식회사,5,"5. 제 1항에 있어서, 상기 원형접촉부는,상기 탄성체가 실리콘고무로 형성되는 것을 특징으로 하는 메모리 모듈 테스트 소켓.",69,True,False,explicit_or_regex_estimated
1020050101213,1020050107364,1006535470000,소멸,소멸,메모리 모듈 테스트 소켓,리노공업주식회사,6,"6. 제 1항에 있어서, 상기 원형접촉부는,상기 접촉핀이 베릴륨으로 형성되는 것을 특징으로 하는 메모리 모듈 테스트 소켓.",68,True,False,explicit_or_regex_estimated
