record_key,title,applicant,application_no,publication_no,registration_no,status,application_year,publication_year,registration_year,ipc_codes,cpc_codes,tech_keyword_hits,applicant_matched,is_registered,is_expired_or_dead,patent_rank_score,source_file,source_row
1020050101213|1006535470000|메모리 모듈 테스트 소켓|리노공업주식회사,메모리 모듈 테스트 소켓,리노공업주식회사,1020050101213,1020050107364,1006535470000,소멸,2005,2005,2006,H01R; G01R; H10W,,테스트; 기판,True,True,True,43.5,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,14
1020170093880|1019697710000|검사프로브|리노공업주식회사,검사프로브,리노공업주식회사,1020170093880,1020190011847,1019697710000,등록,2017,2019,2019,G01R,,,True,True,False,43.5,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,25
1020170106770|1019626440000|검사프로브 및 이를 사용한 검사장치|리노공업주식회사,검사프로브 및 이를 사용한 검사장치,리노공업주식회사,1020170106770,1020190021693,1019626440000,등록,2017,2019,2019,G01R,,,True,True,False,43.5,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,27
1020080051366|1009581350000|검사용 탐침 장치|리노공업주식회사,검사용 탐침 장치,리노공업주식회사,1020080051366,1020090093738,1009581350000,등록,2008,2009,2010,G01R,,반도체,True,True,False,42.5,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,10
1020120130742|1013802800000|검사장치|리노공업주식회사,검사장치,리노공업주식회사,1020120130742,,1013802800000,등록,2012,2014,2014,G01R; H10P,,,True,True,False,41.0,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,29
1020100018708|1011497610000|마이크로 니들 장치|리노공업주식회사,마이크로 니들 장치,리노공업주식회사,1020100018708,1020110099588,1011497610000,등록,2010,2011,2012,A61M,,,True,True,False,39.5,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,4
1020140175940|1016113540000|검사장치|리노공업주식회사,검사장치,리노공업주식회사,1020140175940,,1016113540000,등록,2014,2016,2016,G01R,,,True,True,False,39.5,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,23
1020250078819||검사프로브|리노공업주식회사,검사프로브,리노공업주식회사,1020250078819,1020260023961,,공개,2025,2026,,G01R,,,True,False,False,37.5,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,6
1020250117106||검사장치|리노공업주식회사,검사장치,리노공업주식회사,1020250117106,1020260056017,,공개,2025,2026,,G01R,,,True,False,False,37.5,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,15
1020250117113||검사장치|리노공업주식회사,검사장치,리노공업주식회사,1020250117113,1020260056018,,공개,2025,2026,,G01R,,,True,False,False,37.5,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,16
1020050102273|1007152690000|동축 접촉 프로브|리노공업주식회사,동축 접촉 프로브,리노공업주식회사,1020050102273,1020050109274,1007152690000,소멸,2005,2005,2007,G01R; H01R,,,True,True,True,36.0,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,13
1020050105481|1007268320000|휴대폰 슬라이딩 힌지용 핀|리노공업주식회사,휴대폰 슬라이딩 힌지용 핀,리노공업주식회사,1020050105481,1020050109445,1007268320000,소멸,2005,2005,2007,H04M,,,True,True,True,34.5,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,12
1020050097061|1006503070000|동축 접촉 프로브|리노공업주식회사,동축 접촉 프로브,리노공업주식회사,1020050097061,1020050109246,1006503070000,소멸,2005,2005,2006,G01R,,,True,True,True,34.5,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,21
