record_key,title,applicant,application_no,publication_no,registration_no,status,application_year,publication_year,registration_year,ipc_codes,cpc_codes,tech_keyword_hits,applicant_matched,is_registered,is_expired_or_dead,patent_rank_score,source_file,source_row
1020170102270|1019758360000|검사장치|리노공업주식회사,검사장치,리노공업주식회사,1020170102270,1020190017427,1019758360000,등록,2017,2019,2019,G01R,,차폐; 기판; 반도체,True,True,False,52.5,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,19
1020130044195|1013985500000|컨택트 프로브 및 그 제조방법|리노공업주식회사,컨택트 프로브 및 그 제조방법,리노공업주식회사,1020130044195,,1013985500000,등록,2013,2014,2014,G01R; H10P,,테스트; 기판; 반도체,True,True,False,50.0,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,2
1020080029728|1009581340000|반도체 칩 검사용 소켓|리노공업주식회사,반도체 칩 검사용 소켓,리노공업주식회사,1020080029728,1020090104341,1009581340000,등록,2008,2009,2010,H10P; G01R,,테스트; 기판; 반도체,True,True,False,50.0,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,11
1020120076471|1012604090000|프로브 카드 및 반도체 디바이스 테스트 소켓|리노공업주식회사,프로브 카드 및 반도체 디바이스 테스트 소켓,리노공업주식회사,1020120076471,1020120095335,1012604090000,등록,2012,2012,2013,H10P; G01R,,테스트; 기판; 반도체,True,True,False,50.0,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,17
1020110007889|1012604050000|프로브 카드 및 반도체 디바이스 테스트 소켓|리노공업주식회사,프로브 카드 및 반도체 디바이스 테스트 소켓,리노공업주식회사,1020110007889,1020110088442,1012604050000,등록,2011,2011,2013,H10P; G01R,,테스트; 기판; 반도체,True,True,False,50.0,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,18
1020060126955|1008216810000|실장 테스트용 검사 소켓과 이를 장착한 실장테스트용회로기판 및 실장테스트용 회로기판의 제조방법|리노공업주식회사,실장 테스트용 검사 소켓과 이를 장착한 실장테스트용회로기판 및 실장테스트용 회로기판의 제조방법,리노공업주식회사,1020060126955,,1008216810000,등록,2006,2008,2008,G01R; H01R,,테스트; 기판; 반도체,True,True,False,50.0,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,26
1020190082405|1022332830000|검사장치|리노공업주식회사,검사장치,리노공업주식회사,1020190082405,1020210006596,1022332830000,등록,2019,2021,2021,G01R; H10P,,방열,True,True,False,48.0,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,30
1020240014344|1029649910000|접촉팁 제조 방법 및 접촉팁을 포함하는 전기 전도성 핀|리노공업주식회사,접촉팁 제조 방법 및 접촉팁을 포함하는 전기 전도성 핀,리노공업주식회사,1020240014344,1020250106162,1029649910000,등록,2024,2025,2026,G01R,,,True,True,False,47.5,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,7
1020240037217|1029512190000|전기 전도핀|리노공업주식회사,전기 전도핀,리노공업주식회사,1020240037217,1020250140302,1029512190000,등록,2024,2025,2026,G01R,,,True,True,False,47.5,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,22
1020060033231|1007043940000|양면 사용 칩 테스트 소켓|리노공업주식회사,양면 사용 칩 테스트 소켓,리노공업주식회사,1020060033231,,1007043940000,등록,2006,2007,2007,H01R; H05K; H10P; G01R,,테스트,True,True,False,47.0,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,28
1020110091552|1011497590000|반도체 디바이스의 검사장치|리노공업주식회사,반도체 디바이스의 검사장치,리노공업주식회사,1020110091552,,1011497590000,등록,2011,2012,2012,G01R; H01R; H10P,,반도체,True,True,False,45.5,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,1
1020090060509|1011497600000|검사용 탐침 장치|리노공업주식회사,검사용 탐침 장치,리노공업주식회사,1020090060509,1020110002959,1011497600000,등록,2009,2011,2012,G01R,,테스트; 반도체,True,True,False,45.5,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,3
1020100063058|1011497580000|프로브|리노공업주식회사,프로브,리노공업주식회사,1020100063058,1020120002264,1011497580000,등록,2010,2012,2012,H10P,,테스트; 반도체,True,True,False,45.5,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,5
1020060105424|1008301900000|플럭스 돗팅 툴|리노공업주식회사,플럭스 돗팅 툴,리노공업주식회사,1020060105424,1020080038485,1008301900000,등록,2006,2008,2008,H10W,,공정; 반도체,True,True,False,45.5,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,8
1020080071818|1009581360000|이차 전지의 충방전용 테스트 프로브|리노공업주식회사,이차 전지의 충방전용 테스트 프로브,리노공업주식회사,1020080071818,1020100010780,1009581360000,등록,2008,2010,2010,G01R; H01M; F16B,,테스트,True,True,False,45.5,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,9
1020110115094|1012562150000|검사용 프로브|리노공업주식회사,검사용 프로브,리노공업주식회사,1020110115094,,1012562150000,등록,2011,2013,2013,G01R,,테스트; 반도체,True,True,False,45.5,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,20
1020120014301|1017270320000|반도체디바이스 테스트용 프로브|리노공업주식회사,반도체디바이스 테스트용 프로브,리노공업주식회사,1020120014301,1020130092786,1017270320000,등록,2012,2013,2017,G01R,,테스트; 반도체,True,True,False,45.5,data\반도체\리노공업\tech\source\leeno_kipris_plus_bibliographic_raw.csv,24
