year,revenue,operating_profit,net_income,assets,liabilities,equity,cash,cfo,capex,fcf,investing_cf,source_account_count,revenue_source_account,operating_profit_source_account,net_income_source_account,assets_source_account,liabilities_source_account,equity_source_account,cfo_source_account,capex_source_account,cash_source_account
2021,1232302198954.0,164128988758.0,145116947236.0,1167585591415.0,366545866913.0,801039724502.0,,137290457928.0,100863199344.0,36427258584.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv
2022,1011484981702.0,97554876588.0,89438212718.0,1121670538661.0,251943234499.0,869727304162.0,,28026783322.0,75378160076.0,-47351376754.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv
2023,690337586778.0,-18074991250.0,-13507700947.0,1084862841788.0,218160246280.0,866702595508.0,,-12315183037.0,64566846697.0,-76882029734.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv
2024,748176487524.0,10641636214.0,20748346848.0,1124147065791.0,236686893210.0,887460172581.0,,78280504451.0,31756103666.0,46524400785.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv
2025,909795691103.0,73814129967.0,84028556164.0,1164636219440.0,194620663488.0,970015555952.0,,156607028356.0,32003350977.0,124603677379.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv
