source,company,company_dir,stock_code,fetched_at_kst,latest_close_auto,available_metric_count,available_metrics,snapshot_status_kr,derivation_note_kr
naver_finance_item_main + valuation_derived_fallback,미코,mico,059090,2026-05-26,14400.0,1,['latest_close_auto'],실시간/보조 산출 혼합 확보,Naver 원천값이 없으면 DART 재무제표와 Valuation 주가/발행주식 수로 PER/PBR/EPS/BPS/PSR 등을 자동 산출합니다.
