fiscal_year,revenue,operating_profit,net_income,total_assets,total_liabilities,equity,cash_and_equivalents,operating_cash_flow,capex,fcf,investing_cf,source_account_count,revenue_source_account,operating_profit_source_account,net_income_source_account,assets_source_account,liabilities_source_account,equity_source_account,cfo_source_account,capex_source_account,cash_source_account,ebit,ebitda,source
2021,365490680610.0,69667993298.0,21811609332.0,721538023067.0,342066706932.0,379471316135.0,,79762640958.0,120722061425.0,-40959420467.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,69667993298.0,,valuation_intake_normalized_or_dart
2022,414832269255.0,64273149352.0,-31225946867.0,731153086148.0,354853046152.0,376300039996.0,,80429298447.0,51994282867.0,28435015580.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,64273149352.0,,valuation_intake_normalized_or_dart
2023,387340942797.0,21111259627.0,-2036721583.0,833895121319.0,467811187649.0,366083933670.0,,41646262032.0,48667353361.0,-7021091329.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,21111259627.0,,valuation_intake_normalized_or_dart
2024,540504643904.0,94633945006.0,76514280786.0,1392676089676.0,859828437142.0,532847652534.0,,120460924494.0,209471957127.0,-89011032633.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,94633945006.0,,valuation_intake_normalized_or_dart
