application_number,open_number,register_number,register_status,final_disposal,invention_title,right_holder
1020220022761,1020230125919,,공개,공개,트리할로디실란의 제조 방법 및 그를 이용하는 반도체 소자의 제조 방법,삼성전자주식회사|(주)원익머트리얼즈
1020230040302,1020240145618,1028050570000,등록,등록,암모니아 기화기 시스템,(주)원익머트리얼즈
1020200175552,1020220085468,1025139050000,등록,등록,가스생성시스템,주식회사 원익홀딩스|(주)원익머트리얼즈
1020190121551,1020210039125,1023131380000,등록,등록,실란합성을 위한 촉매 및 이의 제조방법,(주)원익머트리얼즈
1020210116692,1020230034451,1026091950000,등록,등록,황화카보닐(COS)의 신규 합성방법,(주)원익머트리얼즈
1020230119792,1020250037222,1029274470000,등록,등록,고순도 디보란(B2H6)의 제조방법,(주)원익머트리얼즈
1020200077011,,1022471970000,등록,등록,암모니아 개질기,(주)원익머트리얼즈|주식회사 원익홀딩스
1020120097931,,1012557570000,등록,등록,암모니아 보란의 합성 시스템 및 이를 이용한 암모니아 보란의 제조방법,(주)원익머트리얼즈
1020090073906,1020110016282,1010796180000,소멸,소멸,금속실리콘 정제장치,(주)원익머트리얼즈
1020110031005,1020120113343,1011983510000,등록,등록,고순도 헥사플루오르프로필렌 정제장치,(주)원익머트리얼즈
1020190177726,1020210085076,1023785120000,등록,등록,가스 분리막을 이용한 가스생성장치,(주)원익머트리얼즈|한국과학기술연구원
1020150008927,1020160055666,1016396210000,등록,등록,초임계 유체를 이용한 암모니아 보란의 재생 시스템,(주)원익머트리얼즈
1020200163821,,1023889560000,등록,등록,올리고실란의 제조방법 및 이를 위한 장치,(주)원익머트리얼즈
1020110030079,1020120111547,1012080080000,등록,등록,고순도 암모니아의 충전방법 및 그 장치,(주)원익머트리얼즈
1020220091044,1020240013981,1026650710000,등록,등록,고순도 황화카르보닐(COS)의 제조반응 시스템,(주)원익머트리얼즈
1020240011930,,1027146630000,등록,등록,몰리브데넘 디옥시 디클로라이드의 제조방법,(주)원익머트리얼즈|원익머트리얼즈 노스 아메리카 엘엘씨
1020170173004,1020190072006,1020214130000,등록,등록,반도체 제조 공정용 건식 세정 가스 및 이를 사용하는 세정 방법,(주)원익머트리얼즈
1020170010857,1020180034173,1019857300000,등록,등록,암모니아 발생 및 방출 장치,(주)원익머트리얼즈
1020230095926,1020250015017,1029320660000,등록,등록,디보란 정제방법,(주)원익머트리얼즈
1020240121784,1020260035605,,공개,공개,할로트리실란의 제조 방법 및 그를 이용하는 반도체 소자의 제조 방법,삼성전자주식회사|(주)원익머트리얼즈
1020210059472,1020220152480,1025641120000,등록,등록,루테늄 박막의 선택적 증착 방법,(주)원익머트리얼즈
1020200184689,,1022471990000,등록,등록,"암모니아를 이용한 고순도 수소 제조방법, 이를 위한 제조장치 및 on-site형 모듈 시스템",(주)원익머트리얼즈|주식회사 원익홀딩스
1020190045072,1020200122163,1022465990000,등록,등록,고수율의 클로로폴리실란의 제조방법,(주)원익머트리얼즈
1020200113615,1020220032169,1024782670000,등록,등록,함불소 환형 황 화합물의 연속적인 제조방법,한국과학기술연구원|(주)원익머트리얼즈
1020170010856,1020180034172,1019027760000,등록,등록,암모니아 흡착 장치,(주)원익머트리얼즈
1020090052782,,1009384350000,등록,등록,황화카보닐의 합성방법 및 합성반응장치,(주)원익머트리얼즈
1020170011256,,1018688110000,등록,등록,플루오르화붕소 정제방법,(주)원익머트리얼즈
1020200142666,1020220057717,1024378320000,등록,등록,암모니아 기반 연료전지 시스템 모듈,(주)원익머트리얼즈
1020210185401,1020230096216,1026424690000,등록,등록,유기금속 전구체를 이용한 금속 박막 증착 방법,(주)원익머트리얼즈
1020240017402,,1027124120000,등록,등록,암모니아 기반 수소 생산시스템,(주)원익머트리얼즈
