year,sales,operating_income,net_income,total_assets,total_liabilities,total_equity,rnd,capex,ocf,fcf,interest,amort_cogs,amort_sga,amort_total,ROE,영업이익률,부채비율,이자보상배율
2021,270766567696.0,103400361685.0,81890628054.0,389705970637.0,50193523554.0,339512447083.0,,,,0,16635921.0,,,,24.120066512312683,38.18800916407506,14.784000994735042,6215.48765980555
2022,319562836196.0,127026641350.0,94056447998.0,480543059263.0,63669414182.0,416873645081.0,,,,0,19491840.0,,,,22.562339718003642,39.750129540122664,15.273072532476553,6516.913813677928
2023,226652881531.0,66702958305.0,61244566663.0,495503750976.0,37233039232.0,458270711744.0,,,,0,27593519.0,,,,13.364276855033353,29.42956553405955,8.124682262653343,2417.341488956157
2024,275724843444.0,80747924196.0,71994036570.0,563519610069.0,47264861755.0,516254748314.0,,,,0,31971330.0,,,,13.94544782495856,29.285690468584846,9.155336955129028,2525.6354426293806
2025,301334302844.0,83887319363.0,69902724552.0,567616557963.0,48313763573.0,519302794390.0,,,,0,37081976.0,,,,13.460879723189507,27.838622609928432,9.303582436861687,2262.212762421291
