source_application_number,family_id,family_type,country_code,application_country_code,publication_country_code,priority_country_code,family_application_number,family_application_date,family_publication_number,family_publication_date,family_registration_number,priority_number,pct_application_number,title,applicant,legal_status,_raw_keys,jurisdictions_inferred,is_overseas_family
1020210190905,80816667,,KR,KR,KR,,20200139208,20201026,102373924,20220315,,,20200139208,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR,N
1020170178590,62913264,,KR,KR,KR,,20240097341,20240723,20240116700,20240730,,,20240097341,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR,N
1020170178590,62913264,,KR,KR,KR,,20230063348,20230516,102689081,20240726,,,20230063348,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR,N
1020170178590,62913264,,KR,KR,KR,,20230063348,20230516,20230070441,20230523,,,20230063348,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR,N
1020210081292,84538645,,EP,EP,EP,,22828659,20220615,4362161,20240501,,,22828659,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,EP,Y
1020210081292,84538645,,EP,EP,EP,,22828659,20220615,4362161,20250618,,,22828659,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,EP,Y
1020210081292,84538645,,US,US,US,,202218568939,20220615,2024291034,20240829,,,202218568939,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020210081292,84538645,,KR,KR,WO,,2022008448,20220615,2022270812,20221229,,,2022008448,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR|WO,Y
1020220139425,90831186,,CN,CN,CN,,202380027561,20231011,118872027,20241029,,,202380027561,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020220139425,90831186,,JP,JP,JP,,2024563162,20231011,2025514955,20250513,,,2024563162,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020220139425,90831186,,US,US,US,,202318847832,20231011,2025207251,20250626,,,202318847832,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020220139425,90831186,,KR,KR,WO,,2023015563,20231011,2024090846,20240502,,,2023015563,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR|WO,Y
1020220139425,90831186,,TW,TW,TW,,112140689,20231025,I875263,20250301,,,112140689,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020220139425,90831186,,TW,TW,TW,,112140689,20231025,202424236,20240616,,,112140689,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020220189125,80355499,,JP,JP,JP,,2023513884,20210830,2023539508,20230914,,,2023513884,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020220189125,80355499,,JP,JP,JP,,2023513884,20210830,7612839,20250114,,,2023513884,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020220189125,80355499,,JP,JP,JP,,2024228946,20241225,7785907,20251215,,,2024228946,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020220189125,80355499,,JP,JP,JP,,2024228946,20241225,2025060845,20250410,,,2024228946,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020220189125,80355499,,KR,KR,KR,,20210115062,20210830,102484654,20230104,,,20210115062,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR,N
