date,open,high,low,close,volume,market_cap,return,market_return,abnormal_return,mdd,ma20,ma60,ma20_ratio,ma60_ratio,vix,vkospi,eps,psr,car_3,car_5,inst_net_buy,foreign_net_buy,foreign_holding_shares,foreign_holding_pct
2023-08-22,170858.3963469579,174042.09317329872,165552.23496972318,167288.796875,64978,1896251133893.5156,-0.00914285005637061,0.0027662393459739754,-0.011909089402344586,-0.28049787623387923,182218.40390625,206136.32760416667,0.918067512879044,0.8115444706875556,16.969999313354492,15.33,9641.017249725302,-2318.9684158027853,-0.029454286407946118,-0.03974271937127005,-18227.0,11670.0,4274732.0,37.71
2023-08-23,166131.09292035399,167578.2278761062,162754.4446902655,163526.25,77288,1853601931368.75,-0.022491326049833504,-0.0040703690660103264,-0.018420956983823178,-0.29668043309305064,180530.0796875,205268.046875,0.905811653565246,0.7966473715199371,15.979999542236328,14.97,9641.017249725302,-2318.9684158027853,-0.042787470280218454,-0.04052665458554505,-11473.0,-2183.0,4272551.0,37.69
2023-08-24,164973.37399732618,168060.5950311943,158991.88324420678,162368.53125,177899,1840478963582.3438,-0.0070797119728484015,0.012843716479993939,-0.01992342845284234,-0.3016597330516204,179136.00625,204179.4796875,0.9063980751217624,0.7952245323502033,17.200000762939453,13.94,9641.017249725302,-2318.9684158027853,-0.050253474839010104,-0.06779867184461164,-35402.0,13532.0,4285759.0,37.81
2023-08-25,160728.4534141791,162850.91798507463,159570.7454664179,161596.734375,46692,1831730495503.8281,-0.004753364885783595,-0.0073059012806685475,0.002552536394884952,-0.3049791991548616,177737.109375,203150.40625,0.9091896168630372,0.795453660949792,15.680000305175781,14.86,9641.017249725302,-2318.9684158027853,-0.035791849041780566,-0.06015836233817584,-18338.0,21308.0,4307068.0,38.0
2023-08-28,163429.7583592823,164008.61228499407,161210.81831072064,162657.953125,33641,1843759616972.7344,0.006567080418452997,0.009634248420563818,-0.0030671680021108205,-0.300414941663214,176545.634375,202163.13828125,0.9213365920988948,0.8045875944936596,15.079999923706055,14.18,9641.017249725302,-2318.9684158027853,-0.02043806006006821,-0.05076810644623597,-6276.0,5109.0,4311946.0,38.04
2023-08-29,162850.90443357057,164008.61228499407,161789.67223643238,162657.953125,28770,1843759616972.7344,0.0,0.0034402633874863753,-0.0034402633874863753,-0.300414941663214,175223.91640625,201055.27604166666,0.928286254873357,0.8090210629005866,14.449999809265137,13.49,9641.017249725302,-2318.9684158027853,-0.003954894994712244,-0.04229928043137776,-8992.0,3260.0,4311329.0,38.04
2023-08-30,164780.42084324808,166034.6043742564,161596.72418761154,162175.578125,53032,1838291802284.6094,-0.002965578938702751,0.003549957254152636,-0.006515536192855387,-0.3024896163780487,173516.296875,199987.61197916666,0.9346417659076152,0.8109281195971996,13.880000114440918,13.05,9641.017249725302,-2318.9684158027853,-0.013022967582452583,-0.03039385964040997,-13781.0,-220.0,4309900.0,38.02
2023-08-31,162368.53223684212,162561.48355263157,155229.33355263158,155808.1875,154891,1766116187909.0625,-0.0392623272789705,-0.0019326536683672568,-0.03732967361060324,-0.329875497340294,171663.9640625,198845.98333333334,0.9076347988985786,0.7835621564395023,13.569999694824219,12.78,9641.017249725302,-2318.9684158027853,-0.047285473190945004,-0.04780010479817087,-24384.0,-18722.0,4290095.0,37.85
2023-09-01,156001.14393028847,160921.40264423078,155904.66826923078,160535.5,143873,1819701196922.5,0.030340591055267874,0.00291046773204906,0.027430123323218814,-0.3095435238489811,170197.534375,197750.98463541668,0.9432304679942577,0.8118063244841539,13.09000015258789,12.53,9641.017249725302,-2318.9684158027853,-0.016415086480239816,-0.02292251786983701,91.0,-6079.0,4284152.0,37.8
2023-09-04,162754.44674128076,167578.2299879103,162657.97107634819,164587.484375,130162,1865631229950.0781,0.025240425793671806,0.008128878932546657,0.01711154686112515,-0.29211610839893115,169165.2453125,196771.75703125,0.9729391168437497,0.8364385563160942,13.09000015258789,12.49,9641.017249725302,-2318.9684158027853,0.00721199657374072,-0.002743803006601042,9726.0,-18866.0,4265396.0,37.63
2023-09-05,164973.3819119368,165938.13853130484,162272.06337770625,164876.90625,52063,1868911883340.4688,0.0017584683069860052,-0.0009170328075382983,0.0026755011145243035,-0.29087131701052477,168325.90703125,195781.27369791668,0.9795099824971703,0.8421485014159169,14.010000228881836,12.42,9641.017249725302,-2318.9684158027853,0.047217171298868266,0.0033719614954096366,2283.0,-10646.0,4254784.0,37.54
2023-09-06,163236.80705071174,164490.99055642053,161596.72092786178,162657.953125,68197,1843759616972.7344,-0.013458240911164543,-0.007296100290745344,-0.006162140620419199,-0.300414941663214,167399.73984375,194705.56979166667,0.9716738704422363,0.835404725704779,14.449999809265137,12.46,9641.017249725302,-2318.9684158027853,0.013624907355230254,0.0037253570678458248,9621.0,-14139.0,4240632.0,37.41
2023-09-07,161500.26789403777,164008.63525678866,160439.03554825854,163429.78125,58028,1852508439276.0938,0.004745099210776704,-0.005882979865309057,0.010628079076085761,-0.29709534115502895,166463.9265625,193699.00703125,0.9817729560082147,0.8437306094379381,14.399999618530273,12.69,9641.017249725302,-2318.9684158027853,0.007141439570190866,0.05168310975453483,-11023.0,9639.0,4250243.0,37.5
2023-09-08,163043.86959991092,163043.86959991092,160535.5023752969,162465.015625,46324,1841572632787.4219,-0.0059032424667092576,-0.00022763694551453106,-0.0056756055211947265,-0.3012447577871704,165750.00703125,192692.44427083334,0.9801810481635114,0.8431312200111591,13.84000015258789,12.4,9641.017249725302,-2318.9684158027853,-0.0012096670655281638,0.01857738091012129,1779.0,-8908.0,4241307.0,37.42
