year,sales,operating_income,net_income,total_assets,total_liabilities,total_equity,current_assets,current_liabilities,rnd,capex,ocf,fcf,interest_expense,roe,operating_margin,current_ratio_%,debt_ratio,interest_coverage,sales_growth
2023,771654641559.0,124144351473.0,108690123238.0,1350979663141.0,409492209835.0,941487453306.0,367414633780.0,247816973238.0,23480000000,159253869382,144112563274,-15141306108,5809127766.0,11.544511066646557,16.08807163035875,148.26047989341717,43.494175986847466,21.370566541779173,
2024,776356975793.0,128825376120.0,124893890949.0,1464678817159.0,393235114115.0,1071443703044.0,348048080154.0,272370414176.0,25941000000,111150240109,162357290592,51207050483,5328735362.0,11.65659853095157,16.593574880732277,127.78483346179395,36.70142565566521,24.175600281949222,0.6093832630229112
2025,883968714104.0,156233146521.0,148134823618.0,1600348080121.0,423081692446.0,1177266387675.0,447927418690.0,274800694301.0,30610000000,83860226658,200397744222,116537517564,7264749145.0,12.582948529648718,17.674058372004666,163.00083223202031,35.93763458086576,21.50564918384391,13.861115655086543
