year,sales,operating_income,net_income,total_assets,total_liabilities,total_equity,rnd,capex,ocf,fcf,interest,amort_cogs,amort_sga,amort_total,ROE,영업이익률,부채비율,이자보상배율
2021,1023913370455.0,,152220791940.0,829946537157.0,177761363486.0,652185173671.0,,62291035070,131901304526,69610269456,2846957002.0,,,,23.340118433417345,,27.256271786342868,
2022,1090867446512.0,,167672934020.0,934907217558.0,135667905528.0,799239312030.0,,94883704796,190815190274,95931485478,4435856829.0,,,,20.979064905369206,,16.974628685795626,
2023,844029122465.0,133488376256.0,130955384417.0,995442871278.0,76620708886.0,918822162392.0,,129386933717,221045860074,91658926357,3588248122.0,,,,14.252527831509804,15.815612601866762,8.339014014042803,37.20154563380553
2024,863356156458.0,167948756594.0,119611878137.0,1168214133834.0,130878284640.0,1037335849194.0,,95501812163,262345359082,166843546919,859836913.0,,,,11.530680081088232,19.453009669036888,12.616770618858991,195.32629275942705
2025,923381966875.0,133642405522.0,83989215352.0,1446750282671.0,335174469307.0,1111575813364.0,,120043803512,146921893948,26878090436,14954156379.0,,,,7.555869275152773,14.473144410030637,30.153091249138463,8.936806740209896
