source,company,company_dir,stock_code,fetched_at_kst,pbr_naver,eps_naver,per_naver,bps_naver,available_metric_count,available_metrics,latest_close_auto,shares_outstanding_auto,market_cap_auto,enterprise_value_auto,eps_auto,bps_auto,pbr_auto,psr_auto,p_fcf_auto,ev_sales_auto,fcf_yield_auto,sales_yield_auto,per_naver_source,pbr_naver_source,eps_naver_source,bps_naver_source,snapshot_status_kr,derivation_note_kr
naver_finance_item_main,코아시아,coasia,045970,2026-05-25,1.52,-533.0,2.0,0.0,16,"['pbr_naver', 'eps_naver', 'per_naver', 'bps_naver', 'latest_close_auto', 'shares_outstanding_auto', 'market_cap_auto', 'enterprise_value_auto', 'eps_auto', 'bps_auto', 'pbr_auto', 'psr_auto', 'p_fcf_auto', 'ev_sales_auto', 'fcf_yield_auto', 'sales_yield_auto']",4760.0,26314876.0,125258809760.0,310169717949.0,-729.734234962764,4626.77186793508,1.0287950510350923,0.3339086223662026,10.05753335667474,0.8268348024263089,0.0994279575852805,2.994831319160381,Naver Finance live display,Naver Finance live display,Naver Finance live display,Naver Finance live display,실시간/보조 산출 혼합 확보,Naver 원천값이 없으면 DART 재무제표와 Valuation 주가/발행주식 수로 PER/PBR/EPS/BPS/PSR 등을 자동 산출합니다.
