year,revenue,operating_profit,net_income,assets,liabilities,equity,cash,cfo,capex,fcf,investing_cf,source_account_count,revenue_source_account,operating_profit_source_account,net_income_source_account,assets_source_account,liabilities_source_account,equity_source_account,cfo_source_account,capex_source_account,cash_source_account
2021,1023913370455.0,188840618249.0,152220791940.0,829946537157.0,177761363486.0,652185173671.0,168689083947.0,131901304526.0,62166255070.0,69735049456.0,-53091160899.0,125,매출액,영업이익,당기순이익,자산총계,부채총계,자본총계,영업활동으로 인한 현금흐름,유형자산의 취득,현금및현금성자산
2022,1090867446512.0,207050667237.0,167672934020.0,934907217558.0,135667905528.0,799239312030.0,167741412164.0,190815190274.0,94037419254.0,96777771020.0,-146011696637.0,129,매출액,영업이익,당기순이익,자산총계,부채총계,자본총계,영업활동으로 인한 현금흐름,유형자산의 취득,현금및현금성자산
2023,844029122465.0,133488376256.0,130955384417.0,995442871278.0,76620708886.0,918822162392.0,160827491319.0,221045860074.0,20272727.0,221025587347.0,-214975750181.0,136,매출액,영업이익,당기순이익,자산총계,부채총계,자본총계,영업활동으로 인한 현금흐름,무형자산의 취득,현금및현금성자산
2024,863356156458.0,167948756594.0,119611878137.0,1168214133834.0,130878284640.0,1037335849194.0,241614508223.0,262345359082.0,0.0,262345359082.0,-175689919309.0,176,매출액,영업이익(손실),당기순이익,자산총계,부채총계,자본총계,영업활동으로 인한 현금흐름,무형자산의 취득,현금및현금성자산
2025,923381966875.0,133642405522.0,83989215352.0,1446750282671.0,335174469307.0,1111575813364.0,247656558659.0,146921893948.0,234849055.0,146687044893.0,-250830374925.0,205,매출액,영업이익,당기순이익,자산총계,부채총계,자본총계,영업활동으로 인한 현금흐름,무형자산의 취득,현금및현금성자산
