application_number,open_number,register_number,register_status,final_disposal,invention_title,right_holder,claim_no,claim_text,claim_char_len,is_dependent_estimated,is_independent_estimated,dependency_source
1020080034696,1020090071312,1009527120000,등록,등록,판형 도전입자를 포함한 실리콘 콘택터,주식회사 아이에스시,1,"1. 일측은 반도체 테스트장비의 테스트단자와 접촉되고, 타측은 반도체소자의 리드단자와 접촉되어 반도체 테스트장비에 이용되는 실리콘 콘택터에 있어서, 상기 리드단자 및 상기 테스트단자와 대응되는 영역에 형성되고, 실리콘 고무 및 도전입자를 포함하며, 상기 도전입자가 상기 실리콘 고무에 촘촘히 충전됨으로써 전기적으로 도전되는 도전성 실리콘부; 및 상기 도전성 실리콘부 사이에서 상기 리드단자와 접촉되지 않는 영역에 실리콘 고무를 충전시켜 형성되고, 상기 도전성 실리콘부를 지지하는 절연성 실리콘부를 포함하며, 상기 도전입자는 넓적하고 두께가 얇은 판상 형태의 판형입자를 포함하되, 상기 판형입자는 상기 리드단자나 상기 테스트단자에 접촉하는 경우 그 둘레 면이 접촉되도록 배치되는 것을 특징으로 하는, 실리콘 콘택터.",399,False,True,explicit_or_regex_estimated
1020080034696,1020090071312,1009527120000,등록,등록,판형 도전입자를 포함한 실리콘 콘택터,주식회사 아이에스시,2,"2. 제1항에 있어서, 상기 도전입자는 구 형태의 구형입자를 더 포함하며, 상기 도전성 실리콘부는, 상기 리드단자와 접촉되는 부분에는 상기 판형입자가 배치되고, 상기 리드단자와 접촉되는 부분 외의 영역에는 상기 구형입자가 배치되는 것을 특징으로 하는, 실리콘 콘택터.",149,True,False,explicit_or_regex_estimated
1020080034696,1020090071312,1009527120000,등록,등록,판형 도전입자를 포함한 실리콘 콘택터,주식회사 아이에스시,3,"3. 제1항에 있어서, 상기 도전입자는 구 형태의 구형입자를 더 포함하며, 상기 도전성 실리콘부는, 상기 리드단자 및 상기 테스트단자와 접촉되는 부분에는 상기 판형입자가 배치되고, 상기 리드단자 및 상기 테스트단자와 접촉되는 부분 외의 영역에는 상기 구형입자가 배치되는 것을 특징으로 하는, 실리콘 콘택터.",171,True,False,explicit_or_regex_estimated
1020080034696,1020090071312,1009527120000,등록,등록,판형 도전입자를 포함한 실리콘 콘택터,주식회사 아이에스시,4,"4. 제1항에 있어서, 상기 도전입자는 구 형태의 구형입자를 더 포함하며, 상기 도전성 실리콘부는 상기 판형입자와 상기 구형입자가 혼합되어 배치되는 것을 특징으로 하는, 실리콘 콘택터.",103,True,False,explicit_or_regex_estimated
1020080034696,1020090071312,1009527120000,등록,등록,판형 도전입자를 포함한 실리콘 콘택터,주식회사 아이에스시,5,"5. 제1항에 있어서, 상기 도전입자는 구 형태의 구형입자를 더 포함하며, 상기 도전성 실리콘부는, 상기 리드단자와 접촉되는 부분에는 상기 판형입자와 상기 구형입자가 혼합되어 배치되고, 상기 리드단자와 접촉되는 부분 외의 영역에는 상기 구형입자가 배치되는 것을 특징으로 하는, 실리콘 콘택터.",163,True,False,explicit_or_regex_estimated
1020080034696,1020090071312,1009527120000,등록,등록,판형 도전입자를 포함한 실리콘 콘택터,주식회사 아이에스시,6,"6. 제1항 내지 제5항 중의 어느 한 항에 있어서, 상기 판형입자의 넓은 면의 형상은 원형, 다각형, 및 불규칙한 형상 중의 적어도 하나인 것을 특징으로 하는, 실리콘 콘택터.",99,True,False,explicit_or_regex_estimated
1020080034696,1020090071312,1009527120000,등록,등록,판형 도전입자를 포함한 실리콘 콘택터,주식회사 아이에스시,7,"7. 제6항에 있어서, 상기 도전성 실리콘부는 상기 절연성 실리콘부보다 돌출되도록 형성되는 것을 특징으로 하는, 실리콘 콘택터.",71,True,False,explicit_or_regex_estimated
1020080034696,1020090071312,1009527120000,등록,등록,판형 도전입자를 포함한 실리콘 콘택터,주식회사 아이에스시,8,"8. 제6항에 있어서, 상기 리드단자 및 상기 테스트단자와 접촉하는 부분의 도전입자는 그 몸체의 일부가 실리콘 고무 밖으로 노출되어 배치되는 것을 특징으로 하는, 실리콘 콘택터.",99,True,False,explicit_or_regex_estimated
1020090003738,1020100084316,1011458860000,등록,등록,전기적 접속체 및 그 전기적 접속체를 포함한 테스트 소켓,주식회사 아이에스시,1,"1. 반도체 디바이스의 단자와 전기적으로 접속되는 전기적 접속체에 있어서,상기 반도체 디바이스의 단자와 접속가능한 위치에 배치되는 다수의 도전부; 및 상기 다수의 도전부와 각각 결합하여 그 도전부를 지지하기 위한 지지부재;로 구성되고,상기 도전부에는, 고경도의 탄성물질 내에 다수의 전도성입자가 포함되어 있는 도전성 탄성영역을 포함하되, 그 탄성물질은 쇼어 A 경도 (shore A hardness)가 60 이상 또는 쇼어 D 경도가 30이상인 것을 특징으로 하는 전기적 접속체.",268,False,True,explicit_or_regex_estimated
1020090003738,1020100084316,1011458860000,등록,등록,전기적 접속체 및 그 전기적 접속체를 포함한 테스트 소켓,주식회사 아이에스시,2,"2. 제1항에 있어서,상기 도전부는, 상기 도전성 탄성영역으로 이루어지고 그 상면이 상기 반도체 디바이스의 단자와 접촉되는 상측부분과,상기 상측부분의 하측을 이루고 상기 상측부분과 전기적으로 접속되며 금속소재의 도전패드로 이루어진 하측부분으로 구성된 것을 특징으로 하는 전기적 접속체.",159,True,False,explicit_or_regex_estimated
1020090003738,1020100084316,1011458860000,등록,등록,전기적 접속체 및 그 전기적 접속체를 포함한 테스트 소켓,주식회사 아이에스시,3,"3. 제1항에 있어서,상기 지지부재는 다공성의 절연성 메쉬로 이루어진 것을 특징으로 하는 전기적 접속체.",58,True,False,explicit_or_regex_estimated
1020090003738,1020100084316,1011458860000,등록,등록,전기적 접속체 및 그 전기적 접속체를 포함한 테스트 소켓,주식회사 아이에스시,4,"4. 제3항에 있어서,상기 도전성 탄성영역은 지지부재를 사이에 두고 상하관통하여 그 지지부재에 결합되어 있는 것을 특징으로 하는 전기적 접속체.",80,True,False,explicit_or_regex_estimated
1020090003738,1020100084316,1011458860000,등록,등록,전기적 접속체 및 그 전기적 접속체를 포함한 테스트 소켓,주식회사 아이에스시,5,"5. 제1항 또는 제2항에 있어서,상기 지지부재는 합성수지소재의 시트로 이루어진 것을 특징으로 하는 전기적 접속체.",64,True,False,explicit_or_regex_estimated
1020090003738,1020100084316,1011458860000,등록,등록,전기적 접속체 및 그 전기적 접속체를 포함한 테스트 소켓,주식회사 아이에스시,6,"6. 제5항에 있어서,상기 지지부재에는 상기 반도체 디바이스의 단자와 대응되는 위치에 상하방향으로 관통되는 관통구멍이 형성되어 있되, 상기 도전부는 상기 관통구멍에 삽입되어 상기 지지부재에 고정결합되어 있는 것을 특징으로 하는 전기적 접속체.",135,True,False,explicit_or_regex_estimated
1020090003738,1020100084316,1011458860000,등록,등록,전기적 접속체 및 그 전기적 접속체를 포함한 테스트 소켓,주식회사 아이에스시,7,"7. 제6항에 있어서,상기 도전부에서 상기 관통구멍에 삽입되는 것은 도전성 탄성영역인 것을 특징으로 하는 전기적 접속체.",67,True,False,explicit_or_regex_estimated
1020090003738,1020100084316,1011458860000,등록,등록,전기적 접속체 및 그 전기적 접속체를 포함한 테스트 소켓,주식회사 아이에스시,8,"8. 제6항에 있어서,상기 도전부에서 상기 관통구멍에 삽입되는 것은 도전패드인 것을 특징으로 하는 전기적 접속체.",63,True,False,explicit_or_regex_estimated
1020090003738,1020100084316,1011458860000,등록,등록,전기적 접속체 및 그 전기적 접속체를 포함한 테스트 소켓,주식회사 아이에스시,9,"9. 제1항에 있어서,상기 탄성물질은 우레탄 수지, 에폭시계 수지 및 아크릴계 수지 중 어느 하나로 이루어진 것을 특징으로 하는 전기적 접속체.",80,True,False,explicit_or_regex_estimated
1020090003738,1020100084316,1011458860000,등록,등록,전기적 접속체 및 그 전기적 접속체를 포함한 테스트 소켓,주식회사 아이에스시,10,"10. 제1항에 있어서,상기 전도성입자 중 적어도 일부는 상기 탄성물질로부터 돌출되어 있어, 상기 반도체 디바이스의 단자와 다접점으로 접촉할 수 있는 것을 특징으로 하는 전기적 접속체.",103,True,False,explicit_or_regex_estimated
1020090003738,1020100084316,1011458860000,등록,등록,전기적 접속체 및 그 전기적 접속체를 포함한 테스트 소켓,주식회사 아이에스시,11,"11. 제1항에 있어서,상기 전도성입자는 구형, 판형, 침상형 및 부정형 중 어느 하나인 것을 특징으로 하는 전기적 접속체.",69,True,False,explicit_or_regex_estimated
