application_number,open_number,register_number,register_status,final_disposal,invention_title,right_holder
1020150160837,1020170057563,1024006160000,등록,등록,인터페이스 보드,주식회사 아이에스시
1020250144120,1020250157294,,공개,공개,검사용 소켓,주식회사 아이에스시
1020180163473,1020200075204,,거절,거절,접속핀 교체가 가능한 테스트용 소켓,주식회사 아이에스시
1020220049406,1020230150000,1027568410000,등록,등록,저항 감소를 통한 도전 강화 특징을 갖는 검사용 콘택터 및 그의 제조방법,가천대학교 산학협력단|주식회사 아이에스시
1020140109052,1020160023162,1016246890000,등록,등록,접속용 커넥터,주식회사 아이에스시
1020150169285,,1017357740000,등록,등록,테스트용 러버 소켓,주식회사 아이에스시
1020100126359,1020120065050,1012661220000,등록,등록,검사용 탐침장치 및 그 검사용 탐침장치의 제조방법,주식회사 아이에스시
1020180086717,,1019854450000,등록,등록,검사용 도전 시트,주식회사 아이에스시
1020170110659,1020190024069,1019767020000,등록,등록,탄소나노튜브가 포함된 검사용 소켓,주식회사 아이에스시
1020120027331,,1012661230000,등록,등록,스프링부재를 포함하는 테스트용 러버소켓,주식회사 아이에스시
1020160057822,,1017395360000,등록,등록,검사용 소켓 및 도전성 입자,주식회사 아이에스시
1020130087499,,1013936010000,등록,등록,도전성 커넥터 및 그 제조방법,주식회사 아이에스시
1020180010844,,1019854640000,등록,등록,검사용 소켓,주식회사 아이에스시
1020170110660,1020190024070,1019767030000,등록,등록,검사용 소켓 및 도전성 입자,주식회사 아이에스시
1020140141212,1020160045510,1016205410000,등록,등록,전기접속용 커넥터,주식회사 아이에스시
1020100023409,1020110104326,1011518800000,등록,등록,"시트형 접속체, 그 시트형 접속체의 제조방법 및 테스트 소켓",주식회사 아이에스시
1020190032568,,1021137320000,등록,등록,도전성 분말 및 이를 포함하는 검사용 커넥터,주식회사 아이에스시
1020160057823,,1017395370000,등록,등록,검사용 소켓 및 도전성 입자,주식회사 아이에스시
1020130154835,,1015226240000,등록,등록,전기적 검사소켓,주식회사 아이에스시
1020097020916,1020090127156,1014021440000,등록,등록,"이방 도전성 커넥터, 프로브 부재 및 웨이퍼 검사 장치",주식회사 아이에스시
1020090003738,1020100084316,1011458860000,등록,등록,전기적 접속체 및 그 전기적 접속체를 포함한 테스트 소켓,주식회사 아이에스시
1020150068173,1020160134311,1019767010000,등록,등록,이방 도전성 시트,주식회사 아이에스시
1020150169270,,1017418280000,등록,등록,푸셔장치,주식회사 아이에스시
1020140011988,,1013963770000,등록,등록,반도체 검사용 소켓의 판형 검사용 콘택터,주식회사 아이에스시
1020090061153,1020110003734,1010377870000,등록,등록,매개부재의 제조방법 및 그 제조방법에 의해 제조된 매개부재,주식회사 아이에스시
1020240202821,,1029519610000,등록,등록,검사용 커넥터,주식회사 아이에스시
1020170087823,1020190006744,1023820140000,등록,등록,전원 공급 장치 및 이를 포함하는 번인 테스트 장치,주식회사 아이에스시
1020080034696,1020090071312,1009527120000,등록,등록,판형 도전입자를 포함한 실리콘 콘택터,주식회사 아이에스시
1020130162899,,1015110330000,등록,등록,반도체 디바이스를 검사하기 위한 테스트 콘택터,주식회사 아이에스시
1020110011929,,1010326480000,등록,등록,테스트용 소켓,주식회사 아이에스시
