year,sales,operating_income,net_income,total_assets,total_liabilities,total_equity,current_assets,current_liabilities,rnd,capex,ocf,fcf,interest_expense,roe,operating_margin,current_ratio_%,debt_ratio,interest_coverage,sales_growth
2022,310632917779.0,53640954367.0,42595162228.0,434013808798.0,87311770380.0,346702038418.0,297304073244.0,77570179279.0,,7431321191,38949017461,31517696270,472215805.0,12.285812457971563,17.268277538172207,383.271092070928,25.183518037102772,113.59415292548287,
2023,276533350776.0,24325728964.0,25397015593.0,436989837327.0,68514428187.0,368475409140.0,299911803748.0,56762313792.0,2396392709.0,11767134802,47693888794,35926753992,489919646.0,6.8924587538352,8.79667096056871,528.3643032012362,18.594030018694777,49.65248722440496,-10.977447994503976
2024,338067812312.0,61177012897.0,65440277257.0,539499743575.0,103757408575.0,435742335000.0,391289214675.0,83383640937.0,2396392709.0,9342276885,61502669541,52160392656,1573232992.0,15.018113229002639,18.096077375310795,469.2637671826254,23.811642854256977,38.88617465314381,22.252094137406473
2025,350324287104.0,51671713116.0,44481997780.0,580613743719.0,89220820383.0,491392923336.0,427618492058.0,66915612338.0,3853183732.0,21247464576,66476818240,45229353664,1465548901.0,9.052225961663783,14.749680515487734,639.0414390860536,18.156716579736624,35.25758374950328,3.6254486069465353
