source,company,company_dir,stock_code,fetched_at_kst,available_metric_count,available_metrics,snapshot_status_kr,derivation_note_kr
naver_finance_item_main + valuation_derived_fallback,SFA 반도체,sfa,,2026-05-25,0,[],보조 산출값 없음,Naver 원천값이 없으면 DART 재무제표와 Valuation 주가/발행주식 수로 PER/PBR/EPS/BPS/PSR 등을 자동 산출합니다.
