year,sales,operating_income,net_income,total_assets,total_liabilities,total_equity,rnd,capex,ocf,fcf,interest,amort_cogs,amort_sga,amort_total,ROE,영업이익률,부채비율,이자보상배율
2021,445803726054.0,94084940603.0,76728411521.0,413262217895.0,124191260092.0,289070957803.0,,9576081271,114603470770,105027389499,4838718244.0,,,,26.543106268492707,21.104565777362644,42.96220590123604,19.444186633446805
2022,460909201007.0,91842998729.0,77443254531.0,472649339864.0,119341821898.0,353307517966.0,,15120389236,46284494056,31164104820,18324428228.0,,,,21.91950371643454,19.926484116251164,33.77845526329408,5.012052631943109
2023,351863805650.0,54118591422.0,52520188202.0,494393356491.0,101823749358.0,392569607133.0,,26124402786,50281470015,24157067229,10908075036.0,,,,13.378567073891306,15.380550813411006,25.937756644391165,4.961332888102806
2024,398050977575.0,83924423263.0,79128216285.0,569356264734.0,97639459052.0,471716805682.0,,27315322203,67241427193,39926104990,11436347154.0,,,,16.77451711108698,21.083837998409923,20.698745068205607,7.338394168425223
2025,457213151918.0,88494057075.0,78545663379.0,645998217783.0,106961955599.0,539036262184.0,,18533513572,61731136881,43197623309,16150015108.0,,,,14.571498967575664,19.355098755092502,19.84318367852004,5.479503052053739
