year,revenue,operating_profit,net_income,assets,liabilities,equity,cash,cfo,capex,fcf,investing_cf,source_account_count,revenue_source_account,operating_profit_source_account,net_income_source_account,assets_source_account,liabilities_source_account,equity_source_account,cfo_source_account,capex_source_account,cash_source_account
2021,167498755290.0,17622418239.0,13707442319.0,134011924288.0,22183164030.0,111828760258.0,,13559523477.0,,13559523477.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv
2022,242576796583.0,25825288073.0,12654577621.0,331531563148.0,158462978855.0,173068584293.0,,-2411168884.0,26214011432.0,-28625180316.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv
2023,232436389092.0,-14643077325.0,-33443728959.0,288316792095.0,147690807918.0,140625984177.0,,32413346108.0,14699011050.0,17714335058.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv
2024,232116611005.0,-5100374191.0,-18094850997.0,293039972870.0,138459064716.0,154580908154.0,,26999461471.0,18625887994.0,8373573477.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv
2025,244123643799.0,10148185090.0,1959422969.0,286055183481.0,131612644063.0,154442539418.0,,14728643363.0,15251339798.0,-522696435.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv
