year,sales,operating_income,net_income,total_assets,total_liabilities,total_equity,current_assets,current_liabilities,rnd,capex,ocf,fcf,interest_expense,roe,operating_margin,current_ratio_%,debt_ratio,interest_coverage,sales_growth
2022,110535011703.0,4543052094.0,2751410113.0,227232965752.0,96761289893.0,130471675859.0,77227101605.0,86785075967.0,,17354195197,12809056894,-4545138303,3272638414.0,2.1088179444965767,4.110057097751859,88.98661520370804,74.16267880054625,1.388192497700114,
2023,96737112186.0,-20664997259.0,-25689288702.0,218168392318.0,111375421956.0,106792970362.0,56780336964.0,88159778782.0,,25596207625,629543235,-24966664390,4152633506.0,-24.055224435578566,-21.36201587170253,64.40616996601756,104.290967447077,-4.976359514785459,-12.482831733056676
2024,111938559193.0,-5709365531.0,2910683363.0,245362954715.0,132984127344.0,112378827371.0,61094952343.0,97714875901.0,,36591061180,10965911948,-25625149232,6408995172.0,2.590063832389764,-5.100445791120234,62.52369639695235,118.33557125932185,-0.8908362976997418,15.71418317488289
2025,125834435797.0,-597391475.0,-770839823.0,262821311125.0,146360840619.0,116460470506.0,74950118553.0,112487395896.0,,26918947587,11900383689,-15018563898,10046968341.0,-0.6618896692163773,-0.47474403267777227,66.62979257008935,125.67426525334152,-0.05945987433464333,12.41384265098613
