source,company,company_dir,stock_code,fetched_at_kst,pbr_naver,eps_naver,per_naver,bps_naver,available_metric_count,available_metrics,latest_close_auto,shares_outstanding_auto,market_cap_auto,enterprise_value_auto,eps_auto,bps_auto,pbr_auto,psr_auto,p_fcf_auto,ev_sales_auto,fcf_yield_auto,sales_yield_auto,per_naver_source,pbr_naver_source,eps_naver_source,bps_naver_source,snapshot_status_kr,derivation_note_kr
naver_finance_item_main,SFA반도체,sfa_semicon,036540,2026-05-26,3.55,-116.0,2.0,0.0,16,"['pbr_naver', 'eps_naver', 'per_naver', 'bps_naver', 'latest_close_auto', 'shares_outstanding_auto', 'market_cap_auto', 'enterprise_value_auto', 'eps_auto', 'bps_auto', 'pbr_auto', 'psr_auto', 'p_fcf_auto', 'ev_sales_auto', 'fcf_yield_auto', 'sales_yield_auto']",3460.0,164460303.0,569032648380.0,623029584221.0,-116.32593052561748,2875.0232062262467,1.203468546795347,1.5488553526650222,111.96127269751209,1.6958301235203355,0.008931659813315262,0.6456380825229162,Naver Finance live display,Naver Finance live display,Naver Finance live display,Naver Finance live display,실시간/보조 산출 혼합 확보,Naver 원천값이 없으면 DART 재무제표와 Valuation 주가/발행주식 수로 PER/PBR/EPS/BPS/PSR 등을 자동 산출합니다.
