company_dir,company,stock_code,market,is_target,latest_year,latest_close,shares_outstanding,market_cap,revenue,operating_profit,net_income,assets,liabilities,equity,fcf,fcf_margin,return_1y,volatility_annualized,mdd,high_52w,low_52w,data_status,diagnostics
nepes,네패스,033640,KOSDAQ,False,2025,15150.0,23059202.0,349346910300.0,521439287008.0,23761125843.0,20158821632.0,696198458357.0,450773427582.0,245425030775.0,103117228706.0,0.19775500480158098,0.7393800229621126,0.5049147006288447,-0.873594909862142,15710.0,5960.0,OK,"price provider selected: yfinance, rows=1162 | local price fallback loaded rows=1162 from C:\Agent_6.9\data\반도체\네패스\valuation\intake\valuation_price_history.csv. | DART corp_code resolved from cache for 네패스/033640."
hanmi,한미반도체,042700,KOSPI,False,2025,96500.0,95312200.0,9197627300000.0,576684619527.0,251390142142.0,214007548411.0,813331626120.0,123004106583.0,690327519537.0,209512898063.0,0.36330585378684743,-0.09474671669793622,0.602534151932377,-0.6814814814814815,126100.0,60200.0,OK,"price provider selected: yfinance, rows=1163 | local price fallback loaded rows=1163 from C:\Agent_6.9\data\반도체\한미반도체\valuation\intake\valuation_price_history.csv. | DART corp_code resolved from cache for 한미반도체/042700."
hansol,한솔케미칼,014680,KOSPI,True,2025,209000.0,11335195.0,2369055755000.0,883968714104.0,156233146521.0,148134823618.0,1600348080121.0,423081692446.0,1177266387675.0,200066983741.0,0.226328127397348,0.64956590370955,0.4383758009310129,-0.763758389261745,217500.0,88000.0,OK,"price provider selected: yfinance, rows=1163 | local price fallback loaded rows=1142 from C:\Agent_6.9\data\반도체\한솔케미칼\valuation\intake\valuation_price_history.csv. | DART corp_code resolved from cache for 한솔케미칼/014680."
duksan,덕산테코피아,317330,KOSDAQ,False,2025,16580.0,20476584.0,339501762720.0,112078954483.0,-43026410473.0,-105550462258.0,646705781509.0,540230144773.0,106475636736.0,-21599848348.0,-0.19271993076341767,-0.6153132250580047,0.6428216825977192,-0.754885993485342,47150.0,15050.0,OK,"price provider selected: yfinance, rows=1162 | local price fallback loaded rows=1140 from C:\Agent_6.9\data\반도체\덕산테코피아\valuation\intake\valuation_price_history.csv. | DART corp_code resolved from cache for 덕산테코피아/317330."
ltc,엘티씨,170920,KOSDAQ,False,2025,19500.0,10564126.0,206000457000.0,310384726014.0,29629435023.0,18189648458.0,383387868522.0,159648759353.0,223739109169.0,24709885929.0,0.07961050869457234,0.9716885743174923,0.5571726534537883,-0.5848765432098766,20200.0,8070.0,OK,"price provider selected: yfinance, rows=1161 | local price fallback loaded rows=1139 from C:\Agent_6.9\data\반도체\엘티씨\valuation\intake\valuation_price_history.csv. | DART corp_code resolved from cache for 엘티씨/170920."
