created_at,signal,score,risk_level,confidence,coverage_ratio,summary,reasons,details_ecos_일별_국고채_10년_level,details_ecos_일별_국고채_10년_diff,details_ecos_일별_국고채_10년_zone,details_ecos_일별_국고채_3년_level,details_ecos_일별_국고채_3년_diff,details_ecos_일별_국고채_3년_zone,details_ecos_일별_콜금리_level,details_ecos_일별_콜금리_diff,details_ecos_일별_콜금리_zone,details_ecos_일별_cd금리_91일_level,details_ecos_일별_cd금리_91일_diff,details_ecos_일별_cd금리_91일_zone,details_ecos_일별_원달러_level,details_ecos_일별_원달러_diff,details_ecos_일별_원달러_zone,details_ecos_일별_신용스프레드_bbb-_level,details_ecos_일별_신용스프레드_bbb-_diff,details_ecos_일별_신용스프레드_bbb-_zone,details_ecos_일별_신용스프레드_aa-_level,details_ecos_일별_신용스프레드_aa-_diff,details_ecos_일별_신용스프레드_aa-_zone,details_ext_일별_미국_국채_10년_level,details_ext_일별_미국_국채_10년_diff,details_ext_일별_미국_국채_10년_zone,details_ext_일별_미국_국채_13주_level,details_ext_일별_미국_국채_13주_diff,details_ext_일별_미국_국채_13주_zone,details_ext_일별_달러인덱스_dxy_level,details_ext_일별_달러인덱스_dxy_diff,details_ext_일별_달러인덱스_dxy_zone,details_ext_일별_유가_wti_diff,details_ext_일별_유가_brent_diff,details_ext_일별_구리_diff,details_ecos_월별_한국_기준금리_level,details_ecos_월별_한국_기준금리_diff,details_ecos_월별_한국_기준금리_zone,details_ecos_월별_cpi_전년비_level,details_ecos_월별_cpi_전년비_zone,details_ecos_월별_bsi_전산업_전망_level,details_ecos_월별_bsi_전산업_전망_zone,details_ecos_월별_실업률_level,details_ecos_분기별_gdp성장률_전년비_level,details_ecos_분기별_gdp성장률_전기비_level,details_ext_월별_미국_기준금리_ffr_level,details_ext_월별_미국_기준금리_ffr_diff,details_ext_월별_미국_기준금리_ffr_zone,details_ext_월별_미국_실업률_level,details_ext_월별_미국_실업률_zone,details_ext_월별_oecd_cli_한국_level,details_ext_월별_oecd_cli_한국_diff,details_ext_월별_oecd_cli_한국_zone,details_ext_월별_oecd_cli_미국_level,details_ext_월별_oecd_cli_미국_diff,details_ext_월별_oecd_cli_미국_zone,details_ext_월별_g20_cli_level,details_ext_월별_g20_cli_diff,details_ext_월별_g20_cli_zone,details_뉴스_positive_keyword_count,details_뉴스_negative_keyword_count,details_규제_regulation_risk_keyword_count,details_llm_analysis_llm_summary,details_llm_analysis_macro_interpretation,details_llm_analysis_key_risks,details_llm_analysis_watch_points,details_data_coverage_available,details_data_coverage_missing,details_data_coverage_coverage_ratio,details_data_coverage_coverage_penalty
2026-05-15 15:27:17,HOLD,-2,NEUTRAL,0.33,1.0,"매크로 환경 점수는 -2점으로, 뚜렷한 매수/매도 우위가 없어 관망 판단입니다. 위험도는 NEUTRAL입니다.","['국고채_10년 고수준 구간 추가 상승 → 금리 부담 심화', '국고채_3년 고수준 구간 추가 상승 → 금리 부담 심화', '원달러 고수준(1400+) 구간 추가 상승 → 환율 리스크 심화', '신용스프레드_bbb- 고수준에서 축소 → 신용 리스크 완화 신호', '신용스프레드_aa- 축소 → 신용 리스크 완화', '미국_국채_10년 하락 → 글로벌 유동성 부담 완화', '미국_국채_13주 하락 → 글로벌 유동성 부담 완화', '달러인덱스 상승 → 달러 강세/위험자산 부담', '유가_wti 하락 → 인플레이션 부담 완화', '유가_brent 하락 → 인플레이션 부담 완화', '구리 가격 하락 → 경기 둔화 우려', 'CPI 전년비 119.4% — 고물가 구간 → 금리 인하 기대 약화', 'BSI 전망 71.0 — 기업 경기 비관 우위', '실업률 2.8% — 고용 양호', 'GDP 전년비 3.6% — 고성장 구간 → 경기 우호적', 'GDP 전기비 1.7% — 전분기 대비 가속 성장', '부정 뉴스 키워드 우세 → 투자심리 부담', '규제 리스크 키워드 일부 발견 → 투자심리 부담']",4.085,0.041,high,3.654,0.019,high,2.524,0.0,neutral,2.81,0.0,neutral,1495.1,10.8,high,6.429,-0.008,high,0.63,-0.008,low,4.453,-0.028,neutral,3.588,-0.012,neutral,98.793,0.313,neutral,-0.1,-0.46,-0.021,2.5,0.0,neutral,119.37,high,71.0,low,2.8,3.6,1.7,3.64,0.0,neutral,4.3,neutral,102.502,0.0,high,100.8471,0.0,neutral,100.6478,0.0,neutral,3,6,3,LLM 보조 분석 실패로 rule-based macro score만 사용했습니다.,,[],[],"['ecos_일별', 'ext_일별', 'ecos_월별', 'ecos_분기별', 'ext_월별', '뉴스', '규제']",[],1.0,0.0
