application_number,open_number,register_number,register_status,final_disposal,invention_title,right_holder,claim_no,claim_text,claim_char_len,is_dependent_estimated,is_independent_estimated,dependency_source
1019980026544,1019980071914,1002797660000,소멸,소멸,열분해실리카핵의입자성장을위한실리카슬러리의제조방법및이방법에의해제조된실리카입자,주식회사 네패스,1,1. <P>열분해 실리카 핵의 입자성장을 위한 실리카 슬러리의 제조방법에 있어서 ; 상기 실리카 입자를 증류수에 소정의 시간동안 분산시키는 단계와 ; 상기 실리카 입자들 중 분산된 것만을 여과시키는 단계와 ; 상기 분산수용액을 진공증발기로 농축시키기 위해 암모니아수로 염기성분위기를 유지하는 단계와 ; 상기 염기성분위기에 있는 실리카 입자의 성장핵을 알코올에 녹이는 단계와 ; 상기 혼합액의 상기 실리카 입자를 개별적으로 분리시키기 위해 소니케이션을 수행하는 단계와 ; 상기 소니케이션공정 이후 TEOS의 량을 복수등분으로 나누어 상기 분산수용액과 복수회 반복 반응시키는 단계를 포함하는 것을 특징으로 하는 열분해 실리카 핵의 입자성장을 위한 실리카 슬러리의 제조방법.</P>,378,False,True,explicit_or_regex_estimated
1019980026544,1019980071914,1002797660000,소멸,소멸,열분해실리카핵의입자성장을위한실리카슬러리의제조방법및이방법에의해제조된실리카입자,주식회사 네패스,2,"2. <P>제1항에 있어서, 상기 성장핵으로 사용하는 열분해 실리카 입자의 농도를 적어도 0.002g/ml로 하는 것을 특징으로 하는 열분해 실리카 핵의 입자성장을 위한 실리카 슬러리의 제조방법.</P>",113,True,False,explicit_or_regex_estimated
1019980026544,1019980071914,1002797660000,소멸,소멸,열분해실리카핵의입자성장을위한실리카슬러리의제조방법및이방법에의해제조된실리카입자,주식회사 네패스,3,"3. <P>제1항에 있어서, 상기 TEOS에 대한 열분해 실리카와의 몰비가 적어도 0.5몰 정도로 되게 조정하고, pH는 적어도 9~11.5정도가 되게 조절하는 것을 특징으로 하는 열분해 실리카 핵의 입자성장을 위한 실리카 슬러리의 제조방법.</P>",139,True,False,explicit_or_regex_estimated
1019980026544,1019980071914,1002797660000,소멸,소멸,열분해실리카핵의입자성장을위한실리카슬러리의제조방법및이방법에의해제조된실리카입자,주식회사 네패스,4,"4. <P>제1항에 있어서, 상기 분산된 실리카 입자만을 복수회 여과시키는 단계를 더 포함하는 것을 특징으로 하는 열분해 실리카 핵의 입자성장을 위한 실리카 슬러리의 제조방법.</P>",102,True,False,explicit_or_regex_estimated
1019980062140,1019990030436,1002891500000,소멸,소멸,실리콘웨이퍼의최종연마용슬러리,주식회사 네패스,1,"1. <P>입자의 직경이 10~30nm의 범위에 있으며, 그 함량은 5~10wt%, pH는 10~11의 범위에 있는 콜로이달 실리카 수용액과;</P><P>하이드록시메틸셀룰로오스, 하이드록시에틸셀룰로오스, 하이드록시프로필셀룰로오스 중 어느 하나이고, 그 냥은 0.1~1wt%가 되도록 하여 슬러리의 점도가 15cps이하가 되도록 한 셀룰롤오스와;</P><P>pH 10~11을 유지할 수 있도록 0.2~1wt%의 양을 갖는 암모니아와;</P><P>모노에탄올아민, 에틸렌다이아민 중 어느 하나가 pH 10~11을 유지할 수 있도록 0.01~1wt%의 양을 갖는 아민과;</P><P>잔탄, 구아검(gua gum) 중 어느 하나가 10만~100만 사이의 분자량을 갖고 0.0~0.5mt%의 햠량을 갖는 고분자 사카라이드를 혼합하여 저헤이즈성, 저표면거칠기, 저입자 잔류성의 조성무를 갖는 것을 특징으로 하는 실리콘 웨이퍼의 최종연마용 슬러리.</P>",470,False,True,explicit_or_regex_estimated
1019980062140,1019990030436,1002891500000,소멸,소멸,실리콘웨이퍼의최종연마용슬러리,주식회사 네패스,2,2. <P>제1항에 있어서;</P><P>상기 하이드록시프로필셀룰로오스는 10만-40만 사이의 분자량을 갖는 것을 특징으로 하는 실리콘 웨이퍼의 최종연마용 슬러리.</P>,94,True,False,explicit_or_regex_estimated
1019980062141,1019990030437,1002808420000,소멸,소멸,티에프티 엘시디용 칼라레지스트 제거액,주식회사 네패스,1,"1. <P INDENT=""14"" ALIGN=""JUSTIFIED"">N-알킬-2-피롤리돈, 알킬렌 글리콜 에테르, 방향족 알코올, 알킬-2-이미다졸리디논, 지방족 다가알코올을 구성성분으로 하는 것을 특징으로 하는 티에프티 엘시디용 칼라레지스트 제거액.</p>",142,False,True,explicit_or_regex_estimated
1019980062141,1019990030437,1002808420000,소멸,소멸,티에프티 엘시디용 칼라레지스트 제거액,주식회사 네패스,2,"2. <P INDENT=""14"" ALIGN=""JUSTIFIED"">제1항에 있어서;</p><P INDENT=""14"" ALIGN=""JUSTIFIED"">N-알킬-2-피롤리돈은 N-메칠-2-피롤리돈으로 그 양이 10∼20%이고, 알킬렌 글리콜 에테르는 2-(2-메톡시에톡시)에탄올로 그 양이 15∼35%이고, 방향족 알코올은 벤질알코올로 그 양이 20∼50%이고, 알킬-2-이미다졸리디논은 1,3-이메칠-2-이미다졸리디논으로 그 양이 10∼30%이고, 지방족 다가알코올은 글리세린으로 그 양이 1∼10%인 것을 특징으로 하는 경화된 티에프티 엘시디용 칼라레지스트 제거액.</p>",319,True,False,explicit_or_regex_estimated
1020000004472,1020010076982,,거절,거절,도전 봉제사,주식회사 네패스,1,"1. <P INDENT=""14"" ALIGN=""JUSTIFIED"">마찰 대전압 소거용 의류의 제봉에 사용되는 도전 봉제사에 있어서,</P><P INDENT=""14"" ALIGN=""JUSTIFIED"">폴리에스테르를 원료로 하여 직제한 폴리에스테르 사와;</P><P INDENT=""14"" ALIGN=""JUSTIFIED"">상기 폴리에스테르사에 표면 저항 값이 10<SP>9</SP>Ω/sq이하인 소정 비율의 카본을 함침시킨 카본도전사를 포함하는 것을 특징으로 하는 도전 봉제사.</P><BR>",270,False,True,explicit_or_regex_estimated
1020000004473,1020010076983,,거절,거절,도전성 방진화 및 그 착용 방법,주식회사 네패스,1,"1. <P INDENT=""14"" ALIGN=""JUSTIFIED"">작업장에서 착용되는 도전성 방진화와 도전성 작업복의 착용방법에 있어서,</P><P INDENT=""14"" ALIGN=""JUSTIFIED"">도전성 연결 접속자(103)를 갖는 방진화(104) 및 작업복(102)을 착용하는 단계와;</P><P INDENT=""14"" ALIGN=""JUSTIFIED"">상기 방진화(104)에 부착되어 있는 도전성 연결 접속자(103)와 상기 작업복(102)에 부착되어 있는 도전성 연결 접속자(103)를 결합하는 단계와;</P><P INDENT=""14"" ALIGN=""JUSTIFIED"">상기 작업복(102)과 상기 방진화(104)의 소정 부위에 마찰 대전압을 소거시키기 위해 전위가 0Volt인 대지와 연결할 수 있도록 접지 연결 접속자를 연결 하는 단계를 포함하는 것을 특징으로하는 도전성 방진화와 도전성 작업복의 착용방법. </P>",460,False,True,explicit_or_regex_estimated
