left_source_index,right_source_index,similarity
330,341,1.0
332,343,1.0
333,339,1.0
334,344,1.0
335,342,1.0
424,425,1.0
232,260,0.9974
259,285,0.9973
60,80,0.9916
18,19,0.9866
2,57,0.985
432,455,0.984
7,70,0.9814
50,51,0.981
129,130,0.9764
469,474,0.9762
432,467,0.9733
455,467,0.9704
98,99,0.9594
308,411,0.958
