year,sales,operating_income,net_income,total_assets,total_liabilities,total_equity,rnd,capex,ocf,fcf,interest,amort_cogs,amort_sga,amort_total,ROE,영업이익률,부채비율,이자보상배율
2021,193314675877.0,20058390951.0,12801281459.0,167955041096.0,50856121687.0,117098919409.0,,4007707324,7283157207,3275449883,6469080733.0,,,,10.932023560600097,10.3760311316263,43.43005208218113,3.100655530341176
2022,175023554084.0,28216098130.0,24706325265.0,175998872672.0,33296879479.0,142701993193.0,,1178202069,-2177606726,-3355808795,566274950.0,,,,17.313230678975497,16.12131480112562,23.33315655512044,49.82755837954689
2023,145899793599.0,17838425308.0,16919765330.0,198673382796.0,40104977649.0,158568405147.0,,1870189813,2510859925,640670112,771517789.0,,,,10.670325727445276,12.226491119670964,25.291909577964724,23.121210634846424
2024,162349945455.0,9581360274.0,19405207353.0,225427601825.0,41193831641.0,184233770184.0,,2853816163,-9682087226,-12535903389,807426436.0,,,,10.532926365030372,5.901671384703823,22.359544398325255,11.866542692689343
2025,302230571186.0,35873972312.0,39499088944.0,335988104339.0,108883598978.0,227104505361.0,,2724757610,25554903161,22830145551,1512495505.0,,,,17.3924726333426,11.86973646353012,47.944270768614295,23.718399290052766
