year,sales,operating_income,net_income,total_assets,total_liabilities,total_equity,rnd,capex,ocf,fcf,interest,amort_cogs,amort_sga,amort_total,ROE,영업이익률,부채비율,이자보상배율
2021,1232302198954.0,164128988758.0,145116947236.0,1167585591415.0,366545866913.0,801039724502.0,,100863199344,137290457928,36427258584,74717230.0,,,,18.116073747306107,13.318891169496865,45.75876273063469,2196.6685429585655
2022,1011484981702.0,97554876588.0,89438212718.0,1121670538661.0,251943234499.0,869727304162.0,,75378160076,28026783322,-47351376754,819559643.0,,,,10.283477624538365,9.644718246221204,28.968072324894116,119.03328503450969
2023,690337586778.0,-18074991250.0,-13507700947.0,1084862841788.0,218160246280.0,866702595508.0,29404136071.0,64566846697,-12315183037,-76882029734,483799701.0,,,,-1.558516268095717,-2.6182829381145356,25.17129259917929,-37.36048454068805
2024,748176487524.0,10641636214.0,20748346848.0,1124147065791.0,236686893210.0,887460172581.0,8528071029.0,31756103666,78280504451,46524400785,385433652.0,,,,2.337946815985848,1.4223430422435772,26.670142562188857,27.60951504566602
2025,909795691103.0,73814129967.0,84028556164.0,1164636219440.0,194620663488.0,970015555952.0,10021654667.0,32003350977,156607028356,124603677379,10942997.0,,,,8.66259882621491,8.113264405276606,20.063664164333314,6745.330366717637
