certification_key,matched_alias,category,status,year,expiry_date,source_type,source_name,source_path,evidence_text,directness,confidence
GMP,GMP,bio_manufacturing_quality,CONFIRMED,,,local_text_scan,duksan_tech_excel_frame_evidence.json,data\반도체\덕산테코피아\tech\source\duksan_tech_excel_frame_evidence.json,"/ 양산 승인 기사 / 테스트베드 기사 / 개발 지연·검증 이슈 기사"", ""quantifiable"": ""필요 인증 수, 예상 개발 기간(개월), 검증 단계 수, 고객 테스트 횟수"", ""item_name"": ""인증 종류"", ""content"": ""ISO, GMP, 자동차 품질규격 등 구체 인증명 리스트는 직접 확인 불가\n 반도체 쪽은 고객 공정 적합성 검증이 필수이며, 상품화 예정 / 고객 협의 / 양산화 계획도 거쳐야 함"", ""content_present"": true, ""content_char_count"": 10",DIRECT_OR_COMPANY_DISCLOSED,HIGH
SEMICONDUCTOR_QUALIFICATION,양산 승인,semiconductor_customer_qualification,CONFIRMED,,,local_text_scan,duksan_tech_excel_frame_evidence.json,data\반도체\덕산테코피아\tech\source\duksan_tech_excel_frame_evidence.json,", ""middle_source"": ""사업보고서: 신규시장 진입 계획 / 개발 일정 / 품질 요구 / 고객 승인 절차 / 시험평가 / 리스크 요인\n규제자료: 산업별 필수 인증 / 시험규격 / 법적 허가 / 환경규제 / 안전기준 / 공급 승인 조건\n기사: 인증 획득 기사 / 양산 승인 기사 / 테스트베드 기사 / 개발 지연·검증 이슈 기사"", ""quantifiable"": ""필요 인증 수, 예상 개발 기간(개월), 검증 단계 수, 고객 테스트 횟수"", ""item_name"": ""인증 종류"", ""content"": """" },",DIRECT_OR_COMPANY_DISCLOSED,HIGH
GMP,GMP,bio_manufacturing_quality,CONFIRMED,,,local_text_scan,duksan_tech_excel_frame_evidence.md,data\반도체\덕산테코피아\tech\source\duksan_tech_excel_frame_evidence.md,"준 / 공급 승인 조건 기사: 인증 획득 기사 / 양산 승인 기사 / 테스트베드 기사 / 개발 지연·검증 이슈 기사 - 정량화 가능 부분: 필요 인증 수, 예상 개발 기간(개월), 검증 단계 수, 고객 테스트 횟수 - 수치 신호 수: 0 / 키워드 신호 수: 5 - 내용: ISO, GMP, 자동차 품질규격 등 구체 인증명 리스트는 직접 확인 불가 반도체 쪽은 고객 공정 적합성 검증이 필수이며, 상품화 예정 / 고객 협의 / 양산화 계획도 거쳐야 함 #### 개발 기간 - 대 출처: 사업보고서 / 규제자료 / 기사 - 중 출처: 사업보고서: 신규시장 진입 계",DIRECT_OR_COMPANY_DISCLOSED,HIGH
SEMICONDUCTOR_QUALIFICATION,양산 승인,semiconductor_customer_qualification,CONFIRMED,,,local_text_scan,duksan_tech_excel_frame_evidence.md,data\반도체\덕산테코피아\tech\source\duksan_tech_excel_frame_evidence.md,"수 / 출처: 사업보고서 / 규제자료 / 기사 > 사업보고서: 신규시장 진입 계획 / 개발 일정 / 품질 요구 / 고객 승인 절차 / 시험평가 / 리스크 요인 규제자료: 산업별 필수 인증 / 시험규격 / 법적 허가 / 환경규제 / 안전기준 / 공급 승인 조건 기사: 인증 획득 기사 / 양산 승인 기사 / 테스트베드 기사 / 개발 지연·검증 이슈 기사 - 신규 산업 진입 시 추가 인증/개발 부담 / 개발 기간 / 정량화: 필요 인증 수, 예상 개발 기간(개월), 검증 단계 수, 고객 테스트 횟수 / 출처: 사업보고서 / 규제자료 / 기사 > 사업보고서: 신규시장 진입",DIRECT_OR_COMPANY_DISCLOSED,HIGH
FDA,FDA,regulatory_approval,MENTIONED,1940.0,,local_text_scan,kipris_duksan_patents.csv,data\반도체\덕산테코피아\tech\source\kipris_duksan_patents.csv,공된다. | http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfa5deddbc755cf187f6d3757ef79ca6fb35b40029cad8a01c83497d4b4b7c359d87a36e3fda61940e3560536772a8bfe0d05f766a1a58fc31 | http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00f922d5e68ed10e5772fcfa9cf841ca734b,TEXT_MENTION,LOW
