date,sox_close,sox_adj_close,sox_volume,nasdaq_close,nasdaq_adj_close,nasdaq_volume,sp500_close,sp500_adj_close,sp500_volume,vix_yf_close,vix_yf_adj_close,vix_yf_volume,korea_etf_close,korea_etf_adj_close,korea_etf_volume
2023-07-07,3577.72998046875,3577.72998046875,0,13660.7197265625,13660.7197265625,5098120000,4398.9501953125,4398.9501953125,3630480000,14.829999923706055,14.829999923706055,0,63.13999938964844,58.77682113647461,3412300
2023-07-10,3651.60009765625,3651.60009765625,0,13685.48046875,13685.48046875,5275390000,4409.52978515625,4409.52978515625,3429600000,15.069999694824219,15.069999694824219,0,63.220001220703125,58.85129928588867,1902800
2023-07-11,3653.530029296875,3653.530029296875,0,13760.7001953125,13760.7001953125,4840950000,4439.259765625,4439.259765625,3624220000,14.84000015258789,14.84000015258789,0,64.3499984741211,59.9032096862793,2610000
2023-07-12,3721.469970703125,3721.469970703125,0,13918.9599609375,13918.9599609375,5230620000,4472.16015625,4472.16015625,3920290000,13.539999961853027,13.539999961853027,0,66.0999984741211,61.53227615356445,4337900
2023-07-13,3797.1298828125,3797.1298828125,0,14138.5703125,14138.5703125,5183560000,4510.0400390625,4510.0400390625,3839530000,13.609999656677246,13.609999656677246,0,66.97000122070312,62.342159271240234,4754000
2023-07-14,3750.409912109375,3750.409912109375,0,14113.7001953125,14113.7001953125,5366890000,4505.419921875,4505.419921875,3647450000,13.34000015258789,13.34000015258789,0,67.18000030517578,62.53764343261719,3802900
2023-07-17,3837.31005859375,3837.31005859375,0,14244.9501953125,14244.9501953125,4593160000,4522.7900390625,4522.7900390625,3538240000,13.479999542236328,13.479999542236328,0,67.54000091552734,62.87276840209961,2565400
2023-07-18,3842.360107421875,3842.360107421875,0,14353.6396484375,14353.6396484375,4824070000,4554.97998046875,4554.97998046875,4090010000,13.300000190734863,13.300000190734863,0,67.33999633789062,62.686588287353516,2874800
2023-07-19,3801.659912109375,3801.659912109375,0,14358.01953125,14358.01953125,5112420000,4565.72021484375,4565.72021484375,4115670000,13.760000228881836,13.760000228881836,0,67.12000274658203,62.48179626464844,2513500
2023-07-20,3663.85009765625,3663.85009765625,0,14063.3095703125,14063.3095703125,5128020000,4534.8701171875,4534.8701171875,3761770000,13.989999771118164,13.989999771118164,0,66.0,61.43918991088867,4177900
2023-07-21,3698.85009765625,3698.85009765625,0,14032.8095703125,14032.8095703125,5254180000,4536.33984375,4536.33984375,3570190000,13.600000381469727,13.600000381469727,0,66.02999877929688,61.46711730957031,2093800
2023-07-24,3692.320068359375,3692.320068359375,0,14058.8701171875,14058.8701171875,4083070000,4554.64013671875,4554.64013671875,3856250000,13.90999984741211,13.90999984741211,0,67.30000305175781,62.649356842041016,3794000
2023-07-25,3755.27001953125,3755.27001953125,0,14144.5595703125,14144.5595703125,3812470000,4567.4599609375,4567.4599609375,3812470000,13.859999656677246,13.859999656677246,0,67.9000015258789,63.20789337158203,2735600
2023-07-26,3699.3701171875,3699.3701171875,0,14127.2802734375,14127.2802734375,4322000000,4566.75,4566.75,3990290000,13.1899995803833,13.1899995803833,0,67.52999877929688,62.863460540771484,5602900
2023-07-27,3768.27001953125,3768.27001953125,0,14050.1103515625,14050.1103515625,5115840000,4537.41015625,4537.41015625,4553210000,14.40999984741211,14.40999984741211,0,66.31999969482422,61.73707962036133,3650900
2023-07-28,3851.760009765625,3851.760009765625,0,14316.66015625,14316.66015625,4453520000,4582.22998046875,4582.22998046875,3981010000,13.329999923706055,13.329999923706055,0,67.48999786376953,62.82622146606445,2634700
2023-07-31,3861.6298828125,3861.6298828125,0,14346.01953125,14346.01953125,4934440000,4588.9599609375,4588.9599609375,4503600000,13.630000114440918,13.630000114440918,0,67.56999969482422,62.90070343017578,1923100
2023-08-01,3858.2099609375,3858.2099609375,0,14283.91015625,14283.91015625,4633770000,4576.72998046875,4576.72998046875,4042370000,13.930000305175781,13.930000305175781,0,67.55999755859375,62.891387939453125,3499900
2023-08-02,3711.60009765625,3711.60009765625,0,13973.4501953125,13973.4501953125,5481960000,4513.39013671875,4513.39013671875,4270710000,16.09000015258789,16.09000015258789,0,65.4800033569336,60.95512390136719,3994500
2023-08-03,3708.080078125,3708.080078125,0,13959.7197265625,13959.7197265625,6036970000,4501.89013671875,4501.89013671875,4149120000,15.920000076293945,15.920000076293945,0,65.44999694824219,60.92719650268555,2600000
2023-08-04,3699.199951171875,3699.199951171875,0,13909.240234375,13909.240234375,5349450000,4478.02978515625,4478.02978515625,4143310000,17.100000381469727,17.100000381469727,0,64.83000183105469,60.350040435791016,3964900
2023-08-07,3739.409912109375,3739.409912109375,0,13994.400390625,13994.400390625,4892330000,4518.43994140625,4518.43994140625,3493920000,15.770000457763672,15.770000457763672,0,64.6500015258789,60.18247985839844,3096400
2023-08-08,3679.419921875,3679.419921875,0,13884.3203125,13884.3203125,5284550000,4499.3798828125,4499.3798828125,3884910000,15.989999771118164,15.989999771118164,0,63.77000045776367,59.36328887939453,4313700
2023-08-09,3610.47998046875,3610.47998046875,0,13722.01953125,13722.01953125,5591360000,4467.7099609375,4467.7099609375,3803100000,15.960000038146973,15.960000038146973,0,64.27999877929688,59.83804702758789,4725700
2023-08-10,3597.02001953125,3597.02001953125,0,13737.990234375,13737.990234375,5299080000,4468.830078125,4468.830078125,4504370000,15.850000381469727,15.850000381469727,0,63.86000061035156,59.44707107543945,4979800
2023-08-11,3514.550048828125,3514.550048828125,0,13644.849609375,13644.849609375,4638880000,4464.0498046875,4464.0498046875,3753290000,14.84000015258789,14.84000015258789,0,63.119998931884766,58.75820541381836,3646700
2023-08-14,3615.449951171875,3615.449951171875,0,13788.330078125,13788.330078125,4272020000,4489.72021484375,4489.72021484375,3896410000,14.819999694824219,14.819999694824219,0,62.560001373291016,58.23690414428711,3175000
2023-08-15,3553.9599609375,3553.9599609375,0,13631.0498046875,13631.0498046875,4473320000,4437.85986328125,4437.85986328125,3832250000,16.459999084472656,16.459999084472656,0,62.0099983215332,57.72490692138672,2872900
2023-08-16,3480.080078125,3480.080078125,0,13474.6298828125,13474.6298828125,6243760000,4404.330078125,4404.330078125,3753910000,16.780000686645508,16.780000686645508,0,60.7599983215332,56.5612907409668,3849200
2023-08-17,3446.35009765625,3446.35009765625,0,13316.9296875,13316.9296875,5280180000,4370.35986328125,4370.35986328125,3943700000,17.889999389648438,17.889999389648438,0,60.81999969482422,56.61714172363281,3672900
2023-08-18,3462.739990234375,3462.739990234375,0,13290.7802734375,13290.7802734375,4801910000,4369.7099609375,4369.7099609375,3940400000,17.299999237060547,17.299999237060547,0,60.66999816894531,56.47750473022461,3258700
2023-08-21,3560.739990234375,3560.739990234375,0,13497.58984375,13497.58984375,4363070000,4399.77001953125,4399.77001953125,3726850000,17.1299991607666,17.1299991607666,0,61.08000183105469,56.85918045043945,2238600
2023-08-22,3527.68994140625,3527.68994140625,0,13505.8701171875,13505.8701171875,4282430000,4387.5498046875,4387.5498046875,3522760000,16.969999313354492,16.969999313354492,0,60.779998779296875,56.57990646362305,2664700
2023-08-23,3602.010009765625,3602.010009765625,0,13721.0302734375,13721.0302734375,4127850000,4436.009765625,4436.009765625,3837270000,15.979999542236328,15.979999542236328,0,61.54999923706055,57.296695709228516,3027500
2023-08-24,3481.300048828125,3481.300048828125,0,13463.9697265625,13463.9697265625,4383820000,4376.31005859375,4376.31005859375,3723470000,17.200000762939453,17.200000762939453,0,61.5099983215332,57.25946044921875,2639400
2023-08-25,3495.64990234375,3495.64990234375,0,13590.650390625,13590.650390625,3970060000,4405.7099609375,4405.7099609375,3296180000,15.680000305175781,15.680000305175781,0,62.0099983215332,57.72490692138672,4471900
2023-08-28,3537.8701171875,3537.8701171875,0,13705.1298828125,13705.1298828125,3666680000,4433.31005859375,4433.31005859375,2957230000,15.079999923706055,15.079999923706055,0,62.5099983215332,58.19035720825195,2498100
2023-08-29,3629.570068359375,3629.570068359375,0,13943.759765625,13943.759765625,4748180000,4497.6298828125,4497.6298828125,3354820000,14.449999809265137,14.449999809265137,0,63.349998474121094,58.972312927246094,3821100
2023-08-30,3643.919921875,3643.919921875,0,14019.3095703125,14019.3095703125,4364600000,4514.8701171875,4514.8701171875,3064110000,13.880000114440918,13.880000114440918,0,62.939998626708984,58.59064483642578,2247300
2023-08-31,3670.929931640625,3670.929931640625,0,14034.9697265625,14034.9697265625,4568610000,4507.66015625,4507.66015625,3946360000,13.569999694824219,13.569999694824219,0,62.45000076293945,58.1345100402832,3582100
2023-09-01,3682.840087890625,3682.840087890625,0,14031.8095703125,14031.8095703125,4033960000,4515.77001953125,4515.77001953125,3246260000,13.09000015258789,13.09000015258789,0,63.209999084472656,58.841983795166016,3185500
